date,status,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,remarks
2025-10-15,TRADED,8,0,6,2,8,0,0,0,8,0,-2251.15,-281.39,-109.35,-700.78,0,8,2251.15,
2025-10-16,TRADED,9,0,3,6,9,0,0,1,8,0,-2149.72,-238.86,368.47,-697.51,1,8,2518.19,
2025-10-17,TRADED,4,0,1,3,4,0,0,1,3,0,2093.11,523.28,3269.72,-717.13,1,3,1176.61,
2025-10-18,TRADED,9,0,6,3,9,0,0,1,8,0,-1220.79,-135.64,143.02,-301.11,1,5,1220.79,
2025-10-19,TRADED,7,0,3,4,7,0,0,0,7,0,-1323.47,-189.07,-31.01,-526.08,0,7,1323.47,
2025-10-20,TRADED,4,0,4,0,4,0,0,2,2,0,1518.35,379.59,1253.46,-132.01,1,2,219.40,
2025-10-21,TRADED,3,0,2,1,3,0,0,2,1,0,-1136.63,-378.88,951.15,-2331.70,2,1,2331.70,
2025-10-22,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-10-23,TRADED,1,0,0,1,1,0,0,1,0,0,1048.20,1048.20,1048.20,1048.20,1,0,0.00,
2025-10-24,TRADED,6,0,3,3,6,0,0,1,5,0,1454.04,242.34,2406.13,-398.57,1,5,952.09,
2025-10-25,MIXED,3,1,2,1,2,1,0,1,2,0,185.86,61.95,501.39,-253.40,1,2,315.53,Missing 6 candle(s) between 2025-10-25 14:00:00+00:00 and 2025-10-25 21:00:00+00:00; resumed on next available row.
2025-10-26,TRADED,3,0,1,2,3,0,0,0,3,0,-224.84,-74.95,-7.30,-142.68,0,3,224.84,
2025-10-27,TRADED,3,0,3,0,3,0,0,2,1,0,2519.71,839.90,2954.52,-616.35,1,1,616.35,
2025-10-28,TRADED,7,0,4,3,7,0,0,1,6,0,-1695.52,-242.22,318.76,-1025.27,1,6,2014.28,
2025-10-29,TRADED,1,0,0,1,1,0,0,1,0,0,155.62,155.62,155.62,155.62,1,0,0.00,
2025-10-30,TRADED,2,0,0,2,2,0,0,1,1,0,1283.90,641.95,1353.86,-69.96,1,1,69.96,
2025-10-31,TRADED,10,0,5,5,10,0,0,1,9,0,179.97,18.00,1675.11,-375.30,1,9,1495.14,
2025-11-01,TRADED,9,0,6,3,9,0,0,2,7,0,-510.69,-56.74,111.56,-264.52,1,4,510.69,
2025-11-02,TRADED,8,0,5,3,8,0,0,0,8,0,-972.48,-121.56,-4.12,-312.46,0,8,972.48,
2025-11-03,TRADED,2,0,1,1,2,0,0,0,2,0,-419.86,-209.93,-176.90,-242.96,0,2,419.86,
2025-11-04,TRADED,2,0,0,2,2,0,0,1,1,0,2587.27,1293.63,2588.78,-1.51,1,1,1.51,
2025-11-05,TRADED,2,0,0,2,2,0,0,2,0,0,4627.64,2313.82,4592.92,34.72,2,0,0.00,
2025-11-06,TRADED,8,0,4,4,8,0,0,1,7,0,-627.32,-78.41,726.83,-447.26,1,7,1354.15,
2025-11-07,TRADED,6,0,1,5,6,0,0,1,5,0,-881.49,-146.92,208.70,-329.94,1,4,939.56,
2025-11-08,TRADED,3,0,2,1,3,0,0,0,3,0,-905.48,-301.83,-99.71,-494.33,0,3,905.48,
2025-11-09,TRADED,6,0,3,3,6,0,0,0,6,0,-999.68,-166.61,-8.45,-291.21,0,6,999.68,
2025-11-10,TRADED,7,0,3,4,7,0,0,1,6,0,1325.36,189.34,3093.24,-538.16,1,6,1767.88,
2025-11-11,TRADED,4,0,4,0,4,0,0,0,4,0,-1115.99,-279.00,-77.79,-659.80,0,4,1115.99,
2025-11-12,TRADED,2,0,1,1,2,0,0,1,1,0,1523.70,761.85,2073.46,-549.76,1,1,549.76,
2025-11-13,TRADED,5,0,3,2,5,0,0,0,5,0,-1868.38,-373.68,-77.91,-650.22,0,5,1868.38,
2025-11-14,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-11-15,TRADED,14,0,11,3,14,0,0,1,13,0,2504.59,178.90,5015.33,-567.43,1,13,2510.74,
2025-11-16,TRADED,8,0,4,4,8,0,0,0,8,0,-1367.85,-170.98,-7.01,-670.63,0,8,1367.85,
2025-11-17,TRADED,10,0,5,5,10,0,0,1,9,0,-2038.77,-203.88,434.83,-906.93,1,9,2473.60,
2025-11-18,TRADED,2,0,0,2,2,0,0,1,1,0,1886.10,943.05,2177.66,-291.56,1,1,291.56,
2025-11-19,TRADED,3,0,1,2,3,0,0,0,3,0,-2087.90,-695.97,-90.27,-1020.90,0,3,2087.90,
2025-11-20,TRADED,2,0,1,1,2,0,0,0,2,0,-1330.37,-665.19,-220.73,-1109.64,0,2,1330.37,
2025-11-21,TRADED,3,0,1,2,3,0,0,1,2,0,5393.63,1797.88,5795.41,-363.70,1,2,401.78,
2025-11-22,TRADED,17,0,11,6,17,0,0,0,17,0,-3602.18,-211.89,-10.46,-528.40,0,17,3602.18,
2025-11-23,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-11-24,TRADED,8,0,5,3,8,0,0,2,6,0,464.15,58.02,1520.62,-596.80,1,6,1129.15,
2025-11-25,TRADED,6,0,1,5,6,0,0,1,5,0,-1309.71,-218.28,358.74,-681.47,1,5,1668.45,
2025-11-26,TRADED,9,0,4,5,9,0,0,0,9,0,-2406.72,-267.41,-99.94,-483.03,0,9,2406.72,
2025-11-27,TRADED,1,0,1,0,1,0,0,1,0,0,3384.78,3384.78,3384.78,3384.78,1,0,0.00,
2025-11-28,TRADED,9,0,5,4,9,0,0,1,8,0,-1100.33,-122.26,83.36,-386.79,1,8,1183.69,
2025-11-29,TRADED,5,0,2,3,5,0,0,1,4,0,-877.39,-175.48,67.16,-350.46,1,4,944.55,
2025-11-30,TRADED,6,0,5,1,6,0,0,1,5,0,9.94,1.66,278.10,-159.95,1,4,253.40,
2025-12-01,TRADED,2,0,1,1,2,0,0,1,1,0,3963.46,1981.73,3974.74,-11.28,1,1,11.28,
2025-12-02,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-12-03,TRADED,6,0,4,2,6,0,0,1,5,0,4836.85,806.14,5630.43,-442.56,1,5,793.58,
2025-12-04,TRADED,10,0,6,4,10,0,0,0,10,0,-1292.09,-129.21,-70.89,-303.35,0,10,1292.09,
2025-12-05,TRADED,1,0,0,1,1,0,0,0,1,0,-72.49,-72.49,-72.49,-72.49,0,1,72.49,
2025-12-06,TRADED,6,0,4,2,6,0,0,1,5,0,2141.96,356.99,2588.85,-214.13,1,5,446.89,
2025-12-07,TRADED,13,0,5,8,13,0,0,0,13,0,-1817.09,-139.78,-21.04,-353.81,0,13,1817.09,
2025-12-08,TRADED,4,0,2,2,4,0,0,1,3,0,24.58,6.15,584.33,-327.45,1,2,430.58,
2025-12-09,TRADED,4,0,3,1,4,0,0,1,3,0,100.03,25.01,388.91,-186.58,1,3,288.88,
2025-12-10,TRADED,6,0,3,3,6,0,0,0,6,0,-1238.43,-206.40,-6.80,-516.71,0,6,1238.43,
2025-12-11,TRADED,3,0,2,1,3,0,0,1,2,0,1148.20,382.73,1253.73,-104.64,1,1,104.64,
2025-12-12,TRADED,1,0,1,0,1,0,0,1,0,0,1079.10,1079.10,1079.10,1079.10,1,0,0.00,
2025-12-13,TRADED,2,0,0,2,2,0,0,0,2,0,-543.19,-271.60,-18.95,-524.24,0,2,543.19,
2025-12-14,TRADED,8,0,4,4,8,0,0,0,8,0,-394.22,-49.28,-2.73,-166.49,0,8,394.22,
2025-12-15,TRADED,4,0,3,1,4,0,0,1,3,0,258.64,64.66,769.76,-486.81,1,3,511.12,
2025-12-16,TRADED,3,0,2,1,3,0,0,1,2,0,675.11,225.04,1242.60,-483.65,1,2,567.49,
2025-12-17,TRADED,5,0,3,2,5,0,0,0,5,0,-3415.91,-683.18,-116.36,-2312.72,0,5,3415.91,
2025-12-18,TRADED,6,0,2,4,6,0,0,3,3,0,-448.51,-74.75,235.54,-408.46,2,2,684.62,
2025-12-19,TRADED,2,0,1,1,2,0,0,0,2,0,-625.51,-312.75,-21.93,-603.58,0,2,625.51,
2025-12-20,TRADED,5,0,4,1,5,0,0,2,3,0,553.72,110.74,917.04,-207.69,1,2,391.96,
2025-12-21,TRADED,11,0,5,6,11,0,0,0,11,0,-1959.47,-178.13,-36.50,-583.87,0,11,1959.47,
2025-12-22,TRADED,3,0,3,0,3,0,0,1,2,0,99.63,33.21,350.73,-142.71,1,2,251.10,
2025-12-23,TRADED,5,0,1,4,5,0,0,0,5,0,-1070.55,-214.11,-36.25,-765.36,0,5,1070.55,
2025-12-24,TRADED,8,0,2,6,8,0,0,0,8,0,-779.56,-97.45,-13.47,-332.77,0,8,779.56,
2025-12-25,TRADED,9,0,7,2,9,0,0,2,7,0,-307.73,-34.19,62.53,-83.34,1,5,314.56,
2025-12-26,TRADED,2,0,1,1,2,0,0,0,2,0,-930.21,-465.11,-91.74,-838.47,0,2,930.21,
2025-12-27,TRADED,8,0,6,2,8,0,0,1,7,0,-545.22,-68.15,14.36,-266.84,1,6,545.22,
2025-12-28,TRADED,5,0,3,2,5,0,0,2,3,0,-110.79,-22.16,80.54,-155.19,2,3,236.35,
2025-12-29,TRADED,2,0,2,0,2,0,0,1,1,0,317.68,158.84,450.30,-132.62,1,1,132.62,
2025-12-30,TRADED,1,0,0,1,1,0,0,1,0,0,581.04,581.04,581.04,581.04,1,0,0.00,
2025-12-31,TRADED,1,0,1,0,1,0,0,1,0,0,711.69,711.69,711.69,711.69,1,0,0.00,
2026-01-01,TRADED,1,0,0,1,1,0,0,1,0,0,599.44,599.44,599.44,599.44,1,0,0.00,
2026-01-02,TRADED,2,0,2,0,2,0,0,1,1,0,176.72,88.36,755.46,-578.74,1,1,578.74,
2026-01-03,TRADED,7,0,4,3,7,0,0,1,6,0,-653.97,-93.42,45.44,-289.65,1,6,699.41,
2026-01-04,TRADED,5,0,4,1,5,0,0,1,4,0,768.06,153.61,1003.05,-95.14,1,4,234.99,
2026-01-05,TRADED,1,0,0,1,1,0,0,0,1,0,-73.96,-73.96,-73.96,-73.96,0,1,73.96,
2026-01-06,TRADED,8,0,3,5,8,0,0,2,6,0,1304.43,163.05,2024.94,-476.75,1,5,843.23,
2026-01-07,TRADED,2,0,2,0,2,0,0,0,2,0,-441.22,-220.61,-18.06,-423.16,0,2,441.22,
2026-01-08,TRADED,3,0,2,1,3,0,0,1,2,0,1712.35,570.78,1996.34,-226.01,1,2,283.99,
2026-01-09,TRADED,5,0,2,3,5,0,0,0,5,0,-1604.05,-320.81,-57.46,-835.66,0,5,1604.05,
2026-01-10,TRADED,10,0,6,4,10,0,0,2,8,0,-131.59,-13.16,100.90,-69.95,2,8,288.23,
2026-01-11,TRADED,7,0,5,2,7,0,0,0,7,0,-312.45,-44.64,-5.95,-82.68,0,7,312.45,
2026-01-12,TRADED,8,0,4,4,8,0,0,0,8,0,-1868.59,-233.57,-30.32,-521.88,0,8,1868.59,
2026-01-13,TRADED,4,0,1,3,4,0,0,0,4,0,-600.37,-150.09,-93.18,-203.01,0,4,600.37,
2026-01-14,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-01-15,TRADED,10,0,6,4,10,0,0,1,9,0,3100.26,310.03,4771.92,-721.48,1,9,1671.66,
2026-01-16,TRADED,4,0,2,2,4,0,0,1,3,0,418.88,104.72,910.99,-191.18,1,3,492.11,
2026-01-17,TRADED,15,0,9,6,15,0,0,1,14,0,-682.50,-45.50,30.62,-160.30,1,9,682.50,
2026-01-18,TRADED,7,0,2,5,7,0,0,1,6,0,-385.81,-55.12,54.59,-223.57,1,6,440.40,
2026-01-19,TRADED,3,0,1,2,3,0,0,1,2,0,131.86,43.95,420.50,-264.73,1,1,264.73,
2026-01-20,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-01-21,TRADED,3,0,1,2,3,0,0,1,2,0,1686.57,562.19,3674.36,-1490.83,1,2,1987.79,
2026-01-22,TRADED,4,0,1,3,4,0,0,0,4,0,-1354.81,-338.70,-23.62,-675.15,0,4,1354.81,
2026-01-23,TRADED,12,0,3,9,12,0,0,1,11,0,-1939.78,-161.65,87.39,-418.35,1,6,1939.78,
2026-01-24,TRADED,6,0,3,3,6,0,0,0,6,0,-310.65,-51.78,-7.67,-155.91,0,6,310.65,
2026-01-25,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-01-26,TRADED,12,0,9,3,12,0,0,1,11,0,-383.05,-31.92,1665.30,-671.26,1,11,2048.35,
2026-01-27,TRADED,8,0,4,4,8,0,0,1,7,0,-1965.74,-245.72,57.15,-652.17,1,7,2022.89,
2026-01-28,TRADED,6,0,3,3,6,0,0,1,5,0,44.62,7.44,740.62,-319.97,1,5,696.00,
2026-01-29,TRADED,1,0,0,1,1,0,0,0,1,0,-94.68,-94.68,-94.68,-94.68,0,1,94.68,
2026-01-30,TRADED,5,0,0,5,5,0,0,1,4,0,4594.21,918.84,5714.97,-460.01,1,4,1120.76,
2026-01-31,TRADED,2,0,1,1,2,0,0,0,2,0,-443.51,-221.75,-5.95,-437.56,0,2,443.51,
2026-02-01,TRADED,1,0,0,1,1,0,0,1,0,0,4621.19,4621.19,4621.19,4621.19,1,0,0.00,
2026-02-02,TRADED,2,0,0,2,2,0,0,1,1,0,226.03,113.02,324.60,-98.57,1,1,98.57,
2026-02-03,TRADED,4,0,3,1,4,0,0,1,3,0,-662.80,-165.70,140.65,-574.37,1,3,803.45,
2026-02-04,TRADED,1,0,0,1,1,0,0,1,0,0,1565.94,1565.94,1565.94,1565.94,1,0,0.00,
2026-02-05,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-02-06,TRADED,2,0,1,1,2,0,0,1,1,0,9915.87,4957.94,9965.18,-49.31,1,1,49.31,
2026-02-07,TRADED,9,0,3,6,9,0,0,1,8,0,-1134.90,-126.10,2310.39,-1332.38,1,8,3445.29,
2026-02-08,TRADED,6,0,5,1,6,0,0,0,6,0,-542.70,-90.45,-4.47,-204.95,0,6,542.70,
2026-02-09,TRADED,10,0,5,5,10,0,0,3,7,0,143.14,14.31,969.95,-379.76,1,3,826.81,
2026-02-10,TRADED,8,0,5,3,8,0,0,0,8,0,-1556.45,-194.56,-11.37,-373.96,0,8,1556.45,
2026-02-11,TRADED,8,0,4,4,8,0,0,1,7,0,-1342.55,-167.82,512.24,-1035.85,1,4,1435.12,
2026-02-12,TRADED,9,0,5,4,9,0,0,0,9,0,-995.96,-110.66,-2.96,-308.76,0,9,995.96,
2026-02-13,TRADED,2,0,0,2,2,0,0,1,1,0,275.44,137.72,338.49,-63.05,1,1,63.05,
2026-02-14,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-02-15,TRADED,4,0,3,1,4,0,0,2,2,0,2656.01,664.00,2877.59,-136.22,1,2,251.46,
2026-02-16,TRADED,7,0,3,4,7,0,0,1,6,0,-264.65,-37.81,368.71,-325.26,1,6,633.36,
2026-02-17,TRADED,8,0,2,6,8,0,0,1,7,0,-1933.32,-241.67,111.12,-1305.00,1,4,1933.32,
2026-02-18,TRADED,7,0,3,4,7,0,0,1,6,0,-803.79,-114.83,28.44,-283.50,1,6,832.23,
2026-02-19,TRADED,10,0,3,7,10,0,0,1,9,0,-1346.14,-134.61,47.08,-317.89,1,9,1393.22,
2026-02-20,TRADED,5,0,3,2,5,0,0,1,4,0,-1047.09,-209.42,267.94,-458.53,1,4,1315.03,
2026-02-21,TRADED,3,0,2,1,3,0,0,2,1,0,358.80,119.60,325.17,-48.37,1,1,48.37,
2026-02-22,TRADED,4,0,2,2,4,0,0,0,4,0,-473.64,-118.41,-7.72,-271.14,0,4,473.64,
2026-02-23,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-02-24,TRADED,2,0,1,1,2,0,0,1,1,0,3864.77,1932.38,3962.84,-98.07,1,1,98.07,
2026-02-25,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-02-26,TRADED,2,0,1,1,2,0,0,1,1,0,3661.34,1830.67,3773.59,-112.25,1,1,112.25,
2026-02-27,TRADED,6,0,4,2,6,0,0,1,5,0,66.88,11.15,444.05,-96.09,1,5,377.17,
2026-02-28,TRADED,4,0,2,2,4,0,0,1,3,0,1515.99,379.00,2209.62,-549.46,1,3,693.63,
2026-03-01,TRADED,3,0,2,1,3,0,0,1,2,0,547.82,182.61,932.06,-217.89,1,2,384.24,
2026-03-02,TRADED,11,0,5,6,11,0,0,0,11,0,-1665.89,-151.44,-2.29,-445.56,0,11,1665.89,
2026-03-03,TRADED,7,0,6,1,7,0,0,1,6,0,-1619.55,-231.36,705.36,-1195.54,1,6,2324.91,
2026-03-04,TRADED,4,0,2,2,4,0,0,0,4,0,-472.60,-118.15,-9.90,-266.35,0,4,472.60,
2026-03-05,TRADED,7,0,5,2,7,0,0,1,6,0,2128.18,304.03,3978.44,-693.56,1,6,1850.26,
2026-03-06,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-03-07,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-03-08,TRADED,10,0,4,6,10,0,0,1,9,0,4384.59,438.46,5148.68,-224.35,1,9,764.09,
2026-03-09,TRADED,2,0,1,1,2,0,0,0,2,0,-129.27,-64.64,-15.66,-113.61,0,2,129.27,
2026-03-10,TRADED,5,0,3,2,5,0,0,1,4,0,384.56,76.91,2054.37,-1502.15,1,4,1669.81,
2026-03-11,TRADED,3,0,2,1,3,0,0,0,3,0,-1002.94,-334.31,-146.86,-591.47,0,3,1002.94,
2026-03-12,TRADED,11,0,5,6,11,0,0,0,11,0,-2336.82,-212.44,-75.61,-512.43,0,11,2336.82,
2026-03-13,TRADED,2,0,2,0,2,0,0,1,1,0,433.13,216.57,906.59,-473.46,1,1,473.46,
2026-03-14,TRADED,3,0,2,1,3,0,0,1,2,0,132.60,44.20,252.67,-66.42,1,2,120.07,
2026-03-15,TRADED,3,0,2,1,3,0,0,1,2,0,99.79,33.26,128.57,-20.84,1,1,20.84,
