period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021,235,2,10,0,2670,1,1300,1370,2110,560,0,0,111,112,0,-3095.25,-13.88,-41784.03,-187.37,958215.76,2021-12-29,1552.83,32588.40,2021-09-25,-1879.58,-44211.89,6,9,14487.44,277697.95,24.4673
2022,365,2,17,0,4810,0,2469,2341,3965,845,0,0,149,197,0,-25119.94,-72.60,-694322.52,-2006.71,263893.12,2022-07-13,700.38,35698.04,2022-05-26,-1343.45,-45437.78,4,9,25250.61,698524.61,72.7372
2023,365,2,11,0,4831,2,2485,2346,3840,989,2,0,163,189,0,-1707.90,-4.85,-52877.73,-150.22,211015.55,2023-02-21,1461.05,59018.02,2023-11-01,-1000.10,-29026.22,8,8,6307.77,223709.85,56.9515
2024,366,5,10,1,4551,3,2310,2241,3610,940,1,0,175,175,0,-2860.17,-8.17,16450.54,47.00,227465.85,2024-07-09,2402.14,42258.29,2024-12-07,-2876.83,-28855.93,7,8,16427.54,252039.23,114.5129
2025,365,4,4,0,4522,1,2343,2179,3578,943,1,0,162,195,0,-18482.42,-51.77,-198951.78,-557.29,28514.08,2025-08-01,3975.04,34389.01,2025-11-22,-3779.24,-44819.90,5,11,32833.94,340476.64,149.6825
2026,130,0,3,0,1465,1,754,711,1164,300,0,1,67,60,0,10453.68,82.31,127405.81,1003.20,155919.88,2026-02-02,2965.92,38220.44,2026-03-17,-2886.73,-38873.16,10,6,6789.56,96144.28,53.0720
