period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2024-04,30,0,0,0,375,0,188,187,314,61,0,0,12,18,0,-9590.51,-319.68,-144835.91,-4827.86,-19445.65,2024-04-10,1589.36,22937.99,2024-04-26,-1776.51,-27620.77,3,7,10383.31,157332.60,125.4743
2024-05,31,2,0,0,350,1,179,171,274,76,0,0,17,12,0,2147.92,74.07,35480.17,1223.45,16034.47,2024-05-09,1374.03,22219.24,2024-05-18,-993.32,-14845.96,4,2,1599.30,23647.56,1028.5333
2024-06,30,0,1,0,415,0,225,190,334,81,0,0,13,16,0,-1259.98,-43.45,-17279.28,-595.84,-1244.72,2024-06-03,1291.57,18851.45,2024-06-19,-1214.88,-18639.84,3,6,3388.52,48710.50,193.6173
2024-07,31,0,2,0,317,0,160,157,243,74,0,0,16,13,0,6109.33,210.67,112343.94,3873.93,111099.13,2024-07-09,2402.14,42258.29,2024-07-25,-1414.72,-21839.65,4,4,5373.57,81478.55,130.5551
2024-08,31,0,1,0,337,0,182,155,260,77,0,0,15,15,0,4119.55,137.32,66498.40,2216.61,177597.46,2024-08-18,1244.45,20941.67,2024-08-02,-1296.49,-20205.87,4,5,2852.72,47314.16,37.4146
2024-09,30,2,0,0,359,0,179,180,277,82,0,0,15,13,0,3780.39,135.01,64495.31,2303.40,242092.79,2024-09-09,1801.51,32900.85,2024-09-12,-1331.57,-23066.24,5,4,3215.68,55299.33,21.7858
2024-10,31,1,1,0,376,1,180,196,288,87,1,0,18,11,0,7296.62,251.61,113697.36,3920.60,355790.12,2024-10-18,2140.35,31650.16,2024-10-22,-995.93,-14848.18,6,2,1736.23,23990.38,6.3169
2024-11,30,0,1,0,429,0,211,218,338,91,0,0,13,16,0,-2438.26,-84.08,-23879.48,-823.43,331910.67,2024-11-20,2436.40,26089.88,2024-11-07,-1679.40,-22493.27,4,3,6655.13,77744.75,20.1328
2024-12,31,0,0,0,409,0,196,213,329,80,0,0,10,21,0,-9941.24,-320.69,-104444.82,-3369.19,227465.85,2024-12-18,4122.84,39119.95,2024-12-07,-2876.83,-28855.93,2,8,13667.72,143557.07,40.9844
2025-01,31,1,2,0,373,0,191,182,300,73,0,0,8,20,0,-9522.06,-340.07,-93408.89,-3336.03,134057.06,2025-01-28,2193.38,21478.61,2025-01-18,-3400.15,-32780.41,2,4,9522.06,93408.79,41.0650
2025-02,28,1,0,0,328,0,165,163,254,74,0,0,12,15,0,2934.24,108.68,27629.72,1023.32,161686.74,2025-02-20,2486.23,25771.79,2025-02-24,-2034.83,-21258.01,5,6,4012.45,41722.77,21.4147
2025-03,31,0,0,0,388,0,198,190,323,65,0,0,12,19,0,-8952.03,-288.78,-105982.17,-3418.78,55704.60,2025-03-18,1348.19,16174.20,2025-03-27,-2267.01,-25988.19,3,11,12825.66,150630.85,80.1021
2025-04,30,0,0,0,394,0,213,181,322,72,0,0,12,18,0,-4234.93,-141.16,-45462.70,-1515.42,10241.80,2025-04-01,2070.60,24983.49,2025-04-14,-2841.75,-33618.40,2,4,7045.48,79925.66,88.6414
2025-05,31,0,0,0,380,0,197,183,300,80,0,0,13,18,0,-4447.19,-143.46,-41723.14,-1345.91,-31481.35,2025-05-13,2670.53,25887.17,2025-05-11,-2674.99,-25666.41,2,3,6989.92,66352.39,394.1638
2025-06,30,1,0,0,407,0,207,200,322,85,0,0,11,18,0,-5768.95,-198.93,-53143.57,-1832.54,-84624.85,2025-06-22,1805.31,17602.59,2025-06-18,-2315.76,-22082.97,4,7,8611.97,81529.43,0.0000
2025-07,31,1,0,0,386,0,201,185,298,88,0,0,17,13,0,3688.03,122.93,33617.19,1120.57,-51007.68,2025-07-15,3568.66,30029.60,2025-07-24,-1963.62,-16550.64,4,3,5164.31,43533.51,0.0000
2025-08,31,0,0,0,390,0,193,197,311,79,0,0,16,15,0,577.48,18.63,3952.50,127.50,-47055.19,2025-08-01,3975.04,34389.01,2025-08-22,-2598.99,-23009.01,4,4,7254.44,64082.59,405.3808
2025-09,30,0,1,0,367,0,198,169,294,73,0,0,12,17,0,-677.83,-23.37,-5377.62,-185.44,-52432.84,2025-09-04,1648.89,14834.15,2025-09-15,-1728.66,-14979.84,3,6,6011.15,52124.93,0.0000
2025-10,31,0,0,0,350,1,187,163,267,82,1,0,17,14,0,6486.89,209.25,63116.80,2036.03,10683.97,2025-10-21,3063.45,27832.95,2025-10-13,-3658.84,-31900.83,5,4,10024.10,83991.61,150.4802
2025-11,30,0,1,0,421,0,211,210,336,85,0,0,13,16,0,-6425.73,-221.58,-70990.99,-2447.97,-60306.97,2025-11-16,1908.57,20063.82,2025-11-22,-3779.24,-44819.90,5,3,8096.98,88553.65,313.5011
2025-12,31,0,0,0,338,0,182,156,251,87,0,0,19,12,0,7859.66,253.54,88821.09,2865.20,28514.08,2025-12-29,2723.51,30951.62,2025-12-21,-1108.15,-12579.53,3,2,2001.39,22721.86,0.0000
2026-01,31,0,0,0,363,0,179,184,287,76,0,0,18,13,0,5115.61,165.02,59510.96,1919.71,88024.95,2026-01-02,2204.65,24878.96,2026-01-23,-2438.54,-27244.41,5,4,4321.40,46345.14,53.0720
2026-02,28,0,1,0,303,0,150,153,242,61,0,0,14,13,0,5482.44,203.05,68971.15,2554.49,156996.15,2026-02-02,2965.92,38220.44,2026-02-07,-1689.56,-24380.65,5,6,6636.74,96144.28,49.6293
2026-03,31,0,2,0,354,0,198,156,288,66,0,0,15,14,0,585.56,20.19,9038.59,311.68,166034.80,2026-03-11,2139.66,30472.76,2026-03-17,-2886.73,-38873.16,5,4,4164.26,57138.02,25.8456
2026-04,30,0,0,0,358,0,174,184,283,75,0,0,14,16,0,-452.56,-15.09,-7449.07,-248.30,158585.73,2026-04-21,1169.30,15420.68,2026-04-03,-1488.47,-22292.08,6,6,3313.18,46058.29,26.6550
2026-05,10,0,0,0,87,1,53,34,64,22,0,1,6,4,0,-277.37,-27.74,-2665.82,-266.58,155919.88,2026-05-05,975.55,12231.85,2026-05-06,-1624.36,-19931.45,2,2,2164.50,26766.44,14.9865
