trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,initial_stop_points,initial_risk_points,target_price_points,entry_gap_pct,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,quantity_btc,entry_notional_usd,exit_notional_usd,gross_pnl_usd,trade_return_pct,cumulative_pnl_usd,equity_after_trade,holding_days,remarks
T00001,2025-05-15,2025-05-15,2025-05-15,2025-05-15 00:00:00+00:00,2025-05-15 00:30:00+00:00,LONG,103788.54,103612.77,103612.77,175.77,104667.40,0.1696,2025-05-15 01:00:00+00:00,2025-05-15 01:30:00+00:00,103611.10,stop_loss_ma_touch,103611.10,-177.44,9.63497511,1000000.00,998290.40,-1709.60,-0.1710,-1709.60,998290.40,0,
T00002,2025-05-15,2025-05-15,2025-05-15,2025-05-15 01:00:00+00:00,2025-05-15 01:30:00+00:00,SHORT,103500.02,103602.61,103602.61,102.59,102987.09,0.0990,2025-05-15 02:00:00+00:00,2025-05-15 02:30:00+00:00,102987.09,target_hit_rr,103588.63,512.93,9.66183388,1000000.00,995044.14,4955.86,0.4956,3246.25,1003246.25,0,Fixed 5R target hit.
T00003,2025-05-15,2025-05-15,2025-05-15,2025-05-15 02:30:00+00:00,2025-05-15 03:00:00+00:00,SHORT,103068.27,103563.50,103563.50,495.23,100592.11,0.4782,2025-05-15 15:30:00+00:00,2025-05-15 16:00:00+00:00,102860.57,stop_loss_ma_touch,102860.57,207.70,9.70230702,1000000.00,997984.83,2015.17,0.2015,5261.43,1005261.43,0,
T00004,2025-05-15,2025-05-15,2025-05-15,2025-05-15 15:30:00+00:00,2025-05-15 16:00:00+00:00,LONG,103286.86,102855.36,102855.36,431.50,105444.36,0.4195,2025-05-15 18:30:00+00:00,2025-05-15 19:00:00+00:00,102902.17,stop_loss_ma_touch,102902.17,-384.69,9.68177365,1000000.00,996275.55,-3724.45,-0.3724,1536.98,1001536.98,0,
T00005,2025-05-15,2025-05-15,2025-05-15,2025-05-15 18:30:00+00:00,2025-05-15 19:00:00+00:00,SHORT,102712.37,102884.90,102884.90,172.53,101849.73,0.1677,2025-05-15 19:00:00+00:00,2025-05-15 19:30:00+00:00,102884.90,stop_loss_ma_touch,102884.90,-172.53,9.73592567,1000000.00,1001679.72,-1679.72,-0.1680,-142.74,999857.26,0,
T00006,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:00:00+00:00,2025-05-15 19:30:00+00:00,SHORT,102824.45,102869.80,102869.80,45.35,102597.72,0.0441,2025-05-15 19:30:00+00:00,2025-05-15 20:00:00+00:00,102869.80,stop_loss_ma_touch,102869.80,-45.35,9.72531339,1000000.00,1000441.00,-441.00,-0.0441,-583.74,999416.26,0,
T00007,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:30:00+00:00,2025-05-15 20:00:00+00:00,LONG,103179.60,102867.25,102867.25,312.35,104741.37,0.3036,2025-05-15 21:00:00+00:00,2025-05-15 21:30:00+00:00,102862.36,stop_loss_ma_touch,102862.36,-317.24,9.69183831,1000000.00,996925.35,-3074.65,-0.3075,-3658.39,996341.61,0,
T00008,2025-05-15,2025-05-15,2025-05-15,2025-05-15 21:00:00+00:00,2025-05-15 21:30:00+00:00,LONG,103074.03,102852.26,102852.26,221.77,104182.88,0.2156,2025-05-15 21:30:00+00:00,2025-05-15 22:00:00+00:00,102852.26,stop_loss_ma_touch,102852.26,-221.77,9.70176484,1000000.00,997848.45,-2151.55,-0.2152,-5809.94,994190.06,0,
T00009,2025-05-16,2025-05-15,2025-05-16,2025-05-15 21:30:00+00:00,2025-05-15 22:00:00+00:00,LONG,103323.25,102845.12,102845.12,478.13,105713.90,0.4649,2025-05-16 08:00:00+00:00,2025-05-16 08:30:00+00:00,103240.07,stop_loss_ma_touch,103240.07,-83.18,9.67836378,1000000.00,999194.99,-805.01,-0.0805,-6614.95,993385.05,1,
T00010,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:00:00+00:00,2025-05-16 08:30:00+00:00,LONG,103292.31,103265.34,103265.34,26.97,103427.16,0.0261,2025-05-16 08:30:00+00:00,2025-05-16 09:00:00+00:00,103265.34,stop_loss_ma_touch,103265.34,-26.97,9.68126282,1000000.00,999738.89,-261.11,-0.0261,-6876.06,993123.94,0,
T00011,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:30:00+00:00,2025-05-16 09:00:00+00:00,LONG,103427.69,103289.09,103289.09,138.60,104120.70,0.1342,2025-05-16 13:00:00+00:00,2025-05-16 13:30:00+00:00,103544.05,stop_loss_ma_touch,103544.05,116.36,9.66859068,1000000.00,1001125.00,1125.00,0.1125,-5751.06,994248.94,0,
T00012,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:00:00+00:00,2025-05-16 13:30:00+00:00,SHORT,103547.15,103563.91,103563.91,16.76,103463.35,0.0162,2025-05-16 13:30:00+00:00,2025-05-16 14:00:00+00:00,103563.91,stop_loss_ma_touch,103563.91,-16.76,9.65743625,1000000.00,1000161.86,-161.86,-0.0162,-5912.92,994087.08,0,
T00013,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:30:00+00:00,2025-05-16 14:00:00+00:00,LONG,104048.99,103603.02,103603.02,445.97,106278.85,0.4305,2025-05-16 14:00:00+00:00,2025-05-16 14:30:00+00:00,103603.02,stop_loss_ma_touch,103603.02,-445.97,9.61085735,1000000.00,995713.83,-4286.17,-0.4286,-10199.10,989800.90,0,
T00014,2025-05-16,2025-05-16,2025-05-16,2025-05-16 14:00:00+00:00,2025-05-16 14:30:00+00:00,LONG,103864.36,103640.58,103640.58,223.78,104983.27,0.2159,2025-05-16 14:30:00+00:00,2025-05-16 15:00:00+00:00,103640.58,stop_loss_ma_touch,103640.58,-223.78,9.62794167,1000000.00,997845.44,-2154.56,-0.2155,-12353.66,987646.34,0,
T00015,2025-05-16,2025-05-16,2025-05-16,2025-05-16 14:30:00+00:00,2025-05-16 15:00:00+00:00,SHORT,103619.05,103674.34,103674.34,55.29,103342.61,0.0533,2025-05-16 15:00:00+00:00,2025-05-16 15:30:00+00:00,103674.34,stop_loss_ma_touch,103674.34,-55.29,9.65073507,1000000.00,1000533.58,-533.58,-0.0534,-12887.24,987112.76,0,
T00016,2025-05-16,2025-05-16,2025-05-16,2025-05-16 15:00:00+00:00,2025-05-16 15:30:00+00:00,LONG,103882.03,103702.40,103702.40,179.63,104780.17,0.1732,2025-05-16 18:30:00+00:00,2025-05-16 19:00:00+00:00,103758.65,stop_loss_ma_touch,103758.65,-123.38,9.62630399,1000000.00,998812.29,-1187.71,-0.1188,-14074.95,985925.05,0,
T00017,2025-05-16,2025-05-16,2025-05-16,2025-05-16 18:30:00+00:00,2025-05-16 19:00:00+00:00,SHORT,103721.93,103779.68,103779.68,57.75,103433.18,0.0556,2025-05-16 19:00:00+00:00,2025-05-16 19:30:00+00:00,103779.68,stop_loss_ma_touch,103779.68,-57.75,9.64116267,1000000.00,1000556.78,-556.78,-0.0557,-14631.73,985368.27,0,
T00018,2025-05-16,2025-05-16,2025-05-16,2025-05-16 19:00:00+00:00,2025-05-16 19:30:00+00:00,SHORT,103699.42,103797.91,103797.91,98.49,103206.97,0.0949,2025-05-16 19:30:00+00:00,2025-05-16 20:00:00+00:00,103797.91,stop_loss_ma_touch,103797.91,-98.49,9.64325548,1000000.00,1000949.76,-949.76,-0.0950,-15581.49,984418.51,0,
T00019,2025-05-16,2025-05-16,2025-05-16,2025-05-16 19:30:00+00:00,2025-05-16 20:00:00+00:00,LONG,104069.32,103816.45,103816.45,252.87,105333.69,0.2436,2025-05-16 20:30:00+00:00,2025-05-16 21:00:00+00:00,103828.27,stop_loss_ma_touch,103828.27,-241.05,9.60897986,1000000.00,997683.77,-2316.23,-0.2316,-17897.71,982102.29,0,
T00020,2025-05-17,2025-05-16,2025-05-17,2025-05-16 20:30:00+00:00,2025-05-16 21:00:00+00:00,SHORT,103718.91,103833.72,103833.72,114.81,103144.86,0.1106,2025-05-17 00:30:00+00:00,2025-05-17 01:00:00+00:00,103144.86,target_hit_rr,103834.76,574.05,9.64144340,1000000.00,994465.31,5534.69,0.5535,-12363.02,987636.98,1,Fixed 5R target hit.
T00021,2025-05-17,2025-05-17,2025-05-17,2025-05-17 02:30:00+00:00,2025-05-17 03:00:00+00:00,SHORT,103301.41,103742.72,103742.72,441.31,101094.87,0.4254,2025-05-17 05:00:00+00:00,2025-05-17 05:30:00+00:00,103699.43,stop_loss_ma_touch,103699.43,-398.02,9.68040998,1000000.00,1003852.95,-3852.95,-0.3853,-16215.98,983784.02,0,
T00022,2025-05-17,2025-05-17,2025-05-17,2025-05-17 05:00:00+00:00,2025-05-17 05:30:00+00:00,SHORT,103575.51,103689.46,103689.46,113.95,103005.75,0.1099,2025-05-17 07:00:00+00:00,2025-05-17 07:30:00+00:00,103653.99,stop_loss_ma_touch,103653.99,-78.48,9.65479195,1000000.00,1000757.71,-757.71,-0.0758,-16973.69,983026.31,0,
