trade_id,report_date,exit_timestamp,direction,gross_pnl_usd,cumulative_pnl_usd,equity,peak_equity,drawdown_usd,drawdown_pct
T00001,2025-05-15,2025-05-15 01:30:00+00:00,LONG,-1709.60,-1709.60,998290.40,1000000.00,1709.60,0.1710
T00002,2025-05-15,2025-05-15 02:30:00+00:00,SHORT,4955.86,3246.25,1003246.25,1003246.25,0.00,0.0000
T00003,2025-05-15,2025-05-15 16:00:00+00:00,SHORT,2015.17,5261.43,1005261.43,1005261.43,0.00,0.0000
T00004,2025-05-15,2025-05-15 19:00:00+00:00,LONG,-3724.45,1536.98,1001536.98,1005261.43,3724.45,0.3705
T00005,2025-05-15,2025-05-15 19:30:00+00:00,SHORT,-1679.72,-142.74,999857.26,1005261.43,5404.17,0.5376
T00006,2025-05-15,2025-05-15 20:00:00+00:00,SHORT,-441.00,-583.74,999416.26,1005261.43,5845.17,0.5815
T00007,2025-05-15,2025-05-15 21:30:00+00:00,LONG,-3074.65,-3658.39,996341.61,1005261.43,8919.82,0.8873
T00008,2025-05-15,2025-05-15 22:00:00+00:00,LONG,-2151.55,-5809.94,994190.06,1005261.43,11071.37,1.1013
T00009,2025-05-16,2025-05-16 08:30:00+00:00,LONG,-805.01,-6614.95,993385.05,1005261.43,11876.38,1.1814
T00010,2025-05-16,2025-05-16 09:00:00+00:00,LONG,-261.11,-6876.06,993123.94,1005261.43,12137.49,1.2074
T00011,2025-05-16,2025-05-16 13:30:00+00:00,LONG,1125.00,-5751.06,994248.94,1005261.43,11012.49,1.0955
T00012,2025-05-16,2025-05-16 14:00:00+00:00,SHORT,-161.86,-5912.92,994087.08,1005261.43,11174.35,1.1116
T00013,2025-05-16,2025-05-16 14:30:00+00:00,LONG,-4286.17,-10199.10,989800.90,1005261.43,15460.53,1.5380
T00014,2025-05-16,2025-05-16 15:00:00+00:00,LONG,-2154.56,-12353.66,987646.34,1005261.43,17615.09,1.7523
T00015,2025-05-16,2025-05-16 15:30:00+00:00,SHORT,-533.58,-12887.24,987112.76,1005261.43,18148.67,1.8054
T00016,2025-05-16,2025-05-16 19:00:00+00:00,LONG,-1187.71,-14074.95,985925.05,1005261.43,19336.38,1.9235
T00017,2025-05-16,2025-05-16 19:30:00+00:00,SHORT,-556.78,-14631.73,985368.27,1005261.43,19893.16,1.9789
T00018,2025-05-16,2025-05-16 20:00:00+00:00,SHORT,-949.76,-15581.49,984418.51,1005261.43,20842.92,2.0734
T00019,2025-05-16,2025-05-16 21:00:00+00:00,LONG,-2316.23,-17897.71,982102.29,1005261.43,23159.14,2.3038
T00020,2025-05-17,2025-05-17 01:00:00+00:00,SHORT,5534.69,-12363.02,987636.98,1005261.43,17624.45,1.7532
T00021,2025-05-17,2025-05-17 05:30:00+00:00,SHORT,-3852.95,-16215.98,983784.02,1005261.43,21477.41,2.1365
T00022,2025-05-17,2025-05-17 07:30:00+00:00,SHORT,-757.71,-16973.69,983026.31,1005261.43,22235.12,2.2119
T00023,2025-05-17,2025-05-17 08:00:00+00:00,SHORT,-47.34,-17021.03,982978.97,1005261.43,22282.46,2.2166
T00024,2025-05-17,2025-05-17 18:30:00+00:00,SHORT,1446.17,-15574.86,984425.14,1005261.43,20836.29,2.0727
T00025,2025-05-17,2025-05-17 21:00:00+00:00,SHORT,-131.77,-15706.63,984293.37,1005261.43,20968.06,2.0858
T00026,2025-05-17,2025-05-17 21:30:00+00:00,LONG,-1551.99,-17258.62,982741.38,1005261.43,22520.05,2.2402
T00027,2025-05-17,2025-05-17 22:00:00+00:00,LONG,-92.68,-17351.30,982648.70,1005261.43,22612.73,2.2494
T00028,2025-05-17,2025-05-17 22:30:00+00:00,LONG,-529.79,-17881.09,982118.91,1005261.43,23142.52,2.3021
T00029,2025-05-17,2025-05-17 23:30:00+00:00,SHORT,-2268.84,-20149.93,979850.07,1005261.43,25411.36,2.5278
T00030,2025-05-18,2025-05-18 00:00:00+00:00,SHORT,-54.68,-20204.61,979795.39,1005261.43,25466.04,2.5333
T00031,2025-05-18,2025-05-18 00:30:00+00:00,SHORT,-320.67,-20525.28,979474.72,1005261.43,25786.71,2.5652
T00032,2025-05-18,2025-05-18 02:00:00+00:00,LONG,-970.32,-21495.61,978504.39,1005261.43,26757.04,2.6617
T00033,2025-05-18,2025-05-18 03:30:00+00:00,LONG,-810.94,-22306.55,977693.45,1005261.43,27567.98,2.7424
T00034,2025-05-18,2025-05-18 04:00:00+00:00,SHORT,-466.26,-22772.81,977227.19,1005261.43,28034.24,2.7888
T00035,2025-05-18,2025-05-18 08:00:00+00:00,LONG,5621.19,-17151.62,982848.38,1005261.43,22413.05,2.2296
T00036,2025-05-18,2025-05-18 20:00:00+00:00,LONG,816.71,-16334.91,983665.09,1005261.43,21596.34,2.1483
T00037,2025-05-18,2025-05-18 20:30:00+00:00,SHORT,-108.84,-16443.74,983556.26,1005261.43,21705.17,2.1592
T00038,2025-05-18,2025-05-18 21:00:00+00:00,LONG,-189.22,-16632.96,983367.04,1005261.43,21894.39,2.1780
T00039,2025-05-18,2025-05-18 22:30:00+00:00,LONG,-980.54,-17613.51,982386.49,1005261.43,22874.94,2.2755
T00040,2025-05-19,2025-05-19 03:30:00+00:00,LONG,-4213.66,-21827.17,978172.83,1005261.43,27088.60,2.6947
T00041,2025-05-19,2025-05-19 05:00:00+00:00,SHORT,13219.31,-8607.86,991392.14,1005261.43,13869.29,1.3797
