date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,2,0,2,23816.68,33423.59,-9606.91,-0.9607,990393.09,-9606.91,-0.9607
2026-03-31,2,0,2,-3238.58,34569.22,-37807.8,-3.8175,952585.29,-47414.71,-4.7415
2026-04-01,8,1,7,-32305.27,37216.09,-69521.36,-7.2982,883063.93,-116936.07,-11.6936
2026-04-02,10,2,8,-23727.15,30651.69,-54378.84,-6.158,828685.09,-171314.91,-17.1315
2026-04-06,10,1,9,-62998.31,37273.04,-100271.35,-12.1001,728413.74,-271586.26,-27.1586
2026-04-07,2,0,2,17037.6,32676.15,-15638.55,-2.1469,712775.19,-287224.81,-28.7225
2026-04-08,4,2,2,16722.76,18169.29,-1446.53,-0.2029,711328.66,-288671.34,-28.8671
2026-04-09,7,2,5,-26196.33,20474.75,-46671.08,-6.5611,664657.58,-335342.42,-33.5342
2026-04-10,10,6,4,19265.56,37666.99,-18401.43,-2.7686,646256.15,-353743.85,-35.3744
2026-04-13,1,0,1,-7246.9,17330.31,-24577.21,-3.803,621678.94,-378321.06,-37.8321
2026-04-14,3,1,2,25124.48,47166.41,-22041.93,-3.5455,599637.01,-400362.99,-40.0363
2026-04-15,7,1,6,-42960.18,37540.64,-80500.82,-13.4249,519136.19,-480863.81,-48.0864
2026-04-16,7,3,4,-1917.93,36715.01,-38632.94,-7.4418,480503.25,-519496.75,-51.9497
2026-04-17,7,3,4,-1152.99,44123.9,-45276.89,-9.4228,435226.36,-564773.64,-56.4774
2026-04-20,7,3,4,-17912.18,22618.03,-40530.21,-9.3124,394696.15,-605303.85,-60.5304
2026-04-21,8,1,7,-37242.66,4354.41,-41597.07,-10.539,353099.08,-646900.92,-64.6901
2026-04-22,6,4,2,7453.34,19276.89,-11823.55,-3.3485,341275.53,-658724.47,-65.8724
2026-04-23,6,1,5,-26494.06,37927.55,-64421.61,-18.8767,276853.92,-723146.08,-72.3146
2026-04-24,6,2,4,-16441.11,20048.09,-36489.2,-13.1799,240364.72,-759635.28,-75.9635
2026-04-27,12,4,8,-19584.91,41842.16,-61427.07,-25.5558,178937.65,-821062.35,-82.1062
2026-04-28,5,0,5,-36564.1,21888.01,-58452.11,-32.6662,120485.54,-879514.46,-87.9514
2026-04-29,8,7,1,42537.53,3226.62,39310.91,32.6271,159796.45,-840203.55,-84.0204
