market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,quantity,notional,slippage_points,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles
commodities,CLF,2026-03-30,OPEN_EQUALS_LOW,LONG,2026-03-30T09:15:00-04:00,101.290001,101.75,101.199997,101.610001,2620.0,,2026-03-30T09:25:00-04:00,101.769997,2026-03-30T09:30:00-04:00,101.969997,101.269743,103.370504,2026-03-30T12:00:00-04:00,103.170504,TARGET,9806,999917.79,0.2,11772.18,17386.07,-5613.89,-0.5614,-0.6359,31
commodities,CLF,2026-03-31,OPEN_EQUALS_HIGH,SHORT,2026-03-31T09:15:00-04:00,103.169998,103.269997,102.93,103.029999,1598.0,-0.7504,2026-03-31T09:45:00-04:00,102.870003,2026-03-31T09:50:00-04:00,102.679997,103.190632,101.658727,2026-03-31T10:35:00-04:00,103.390632,STOP_LOSS,9738,999897.81,0.2,-6920.16,17324.61,-24244.77,-2.4247,-3.5035,10
commodities,CLF,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00-04:00,113.389999,113.440002,112.540001,113.110001,4723.0,13.6856,2026-04-02T09:30:00-04:00,111.900002,2026-04-02T09:35:00-04:00,111.719998,113.412677,108.33464,2026-04-02T09:40:00-04:00,113.612677,STOP_LOSS,5283,590216.75,0.2,-9999.02,10320.15,-20319.17,-3.4427,-2.0321,2
commodities,CLF,2026-04-06,OPEN_EQUALS_LOW,LONG,2026-04-06T09:15:00-04:00,111.330002,111.889999,111.25,111.870003,2377.0,0.0090,2026-04-06T09:20:00-04:00,112.239998,2026-04-06T09:25:00-04:00,112.439998,111.307736,114.704522,2026-04-06T10:15:00-04:00,111.107736,STOP_LOSS,7506,843974.62,0.2,-9999.96,14430.85,-24430.81,-2.8947,-2.4431,11
commodities,CLF,2026-04-14,OPEN_EQUALS_HIGH,SHORT,2026-04-14T09:15:00-04:00,96.080002,96.129997,95.330002,95.529999,2368.0,-1.6179,2026-04-14T09:40:00-04:00,95.209999,2026-04-14T09:45:00-04:00,95.020001,96.099218,92.861568,2026-04-14T10:05:00-04:00,93.061568,TARGET,7817,742771.35,0.2,15309.07,12624.09,2684.98,0.3615,0.2685,5
commodities,CLF,2026-04-15,OPEN_EQUALS_HIGH,SHORT,2026-04-15T09:15:00-04:00,91.43,91.440002,91.129997,91.309998,1343.0,-0.2944,2026-04-15T09:25:00-04:00,90.959999,2026-04-15T09:30:00-04:00,90.740002,91.448286,89.323435,2026-04-15T09:55:00-04:00,91.648286,STOP_LOSS,11009,998956.69,0.2,-9999.3,17347.21,-27346.51,-2.7375,-2.7348,6
commodities,CLF,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00-04:00,89.349998,89.349998,89.089996,89.160004,1443.0,-1.6835,2026-04-16T09:20:00-04:00,88.980003,2026-04-16T09:25:00-04:00,88.759999,89.367868,87.54426,2026-04-16T09:35:00-04:00,89.567868,STOP_LOSS,11266,999970.15,0.2,-9101.46,17353.33,-26454.79,-2.6456,-2.9067,3
commodities,CLF,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00-04:00,81.059998,81.800003,81.059998,81.32,6474.0,-10.3219,2026-04-17T09:25:00-04:00,82.099998,2026-04-17T09:30:00-04:00,82.299998,81.043786,84.812424,2026-04-17T10:15:00-04:00,80.843786,STOP_LOSS,6867,565154.09,0.2,-9999.81,9637.37,-19637.18,-3.4747,-1.9638,10
commodities,CLF,2026-04-27,OPEN_EQUALS_HIGH,SHORT,2026-04-27T09:15:00-04:00,96.029999,96.120003,95.760002,95.790001,1145.0,1.3082,2026-04-27T09:55:00-04:00,95.709999,2026-04-27T10:00:00-04:00,95.499997,96.049205,94.401581,2026-04-27T10:10:00-04:00,96.249205,STOP_LOSS,10471,999980.47,0.2,-7844.96,17337.68,-25182.64,-2.5183,-3.21,3
commodities,CLF,2026-04-28,OPEN_EQUALS_HIGH,SHORT,2026-04-28T09:15:00-04:00,100.330002,100.389999,100.010002,100.080002,1996.0,4.2931,2026-04-28T09:20:00-04:00,99.849998,2026-04-28T09:25:00-04:00,99.649998,100.350068,98.24986,2026-04-28T10:35:00-04:00,100.550068,STOP_LOSS,10035,999987.73,0.2,-9032.2,17352.76,-26384.96,-2.6385,-2.9212,15
