rank_type,rank,market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,quantity,notional,slippage_points,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles
BEST,1,equity,INFY_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,1260.300049,1272.0,1260.300049,1269.0,0.0,-1.3850,2026-04-02T09:20:00+05:30,1274.400024,2026-04-02T09:25:00+05:30,1274.500049,1260.047989,1303.404169,2026-04-02T15:10:00+05:30,1303.204169,TARGET,682,869209.03,0.2,19576.21,361.23,19214.98,2.2106,1.9229,70
BEST,2,equity,TCS_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,2381.100098,2398.0,2381.100098,2392.0,0.0,-1.2975,2026-04-02T09:20:00+05:30,2404.300049,2026-04-02T09:25:00+05:30,2404.2,2380.623878,2451.352245,2026-04-02T13:35:00+05:30,2451.152245,TARGET,415,997743.0,0.2,19485.18,406.81,19078.37,1.9122,1.9335,51
BEST,3,derivatives,CNXFMCG,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,48400.550781,48855.101562,48392.800781,48791.300781,0.0,-0.0649,2026-04-17T09:20:00+05:30,48895.101562,2026-04-17T09:25:00+05:30,48897.75,48390.870671,49911.508658,2026-04-17T15:20:00+05:30,49660.199219,END_OF_DAY,19,929057.25,5.0,14486.54,580.2,13906.34,1.4968,1.4299,72
BEST,4,equity,BHARTIARTL_NS,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00+05:30,1864.300049,1864.300049,1853.099976,1854.199951,0.0,0.5501,2026-04-16T09:35:00+05:30,1853.0,2026-04-16T09:40:00+05:30,1852.899976,1864.672909,1829.354109,2026-04-16T13:00:00+05:30,1829.554109,TARGET,539,998713.09,0.2,12583.42,397.94,12185.48,1.2201,1.8882,41
BEST,5,equity,ICICIBANK_NS,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,1288.5,1301.400024,1288.5,1301.300049,0.0,0.4757,2026-04-10T09:25:00+05:30,1302.5,2026-04-10T09:30:00+05:30,1303.000049,1288.2423,1332.515546,2026-04-10T15:20:00+05:30,1321.399976,END_OF_DAY,668,870404.03,0.2,12291.15,359.56,11931.59,1.3708,1.1941,71
BEST,6,equity,RELIANCE_NS,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,1312.300049,1330.900024,1311.099976,1328.5,0.0,-1.2417,2026-04-27T09:50:00+05:30,1336.900024,2026-04-27T09:55:00+05:30,1337.000049,1312.037589,1386.924969,2026-04-27T15:20:00+05:30,1365.600049,END_OF_DAY,397,530789.02,0.2,11354.2,238.79,11115.41,2.0941,1.1127,66
BEST,7,equity,BHARTIARTL_NS,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,1815.0,1816.199951,1803.800049,1810.099976,0.0,1.4250,2026-04-01T10:25:00+05:30,1802.800049,2026-04-01T10:30:00+05:30,1802.3,1815.363,1776.174,2026-04-01T15:20:00+05:30,1783.600024,END_OF_DAY,554,998474.2,0.2,10359.79,398.49,9961.3,0.9977,1.3557,59
BEST,8,equity,RELIANCE_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1355.0,1355.0,1336.400024,1338.699951,0.0,0.4150,2026-04-06T09:20:00+05:30,1331.599976,2026-04-06T09:25:00+05:30,1330.999951,1355.271,1282.457854,2026-04-06T15:20:00+05:30,1306.399951,END_OF_DAY,408,543047.98,0.2,10036.8,237.0,9799.8,1.8046,0.9815,72
BEST,9,derivatives,CNXFMCG,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,51065.300781,51259.449219,51040.300781,51167.648438,0.0,0.3582,2026-04-29T09:20:00+05:30,51320.75,2026-04-29T09:25:00+05:30,51327.898438,51055.087721,51873.51987,2026-04-29T12:10:00+05:30,51868.51987,TARGET,19,975230.07,5.0,10271.81,604.11,9667.7,0.9913,1.8316,34
BEST,10,equity,RELIANCE_NS,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,1341.400024,1351.5,1341.400024,1346.0,0.0,-0.3121,2026-04-17T11:00:00+05:30,1351.900024,2026-04-17T11:05:00+05:30,1351.899951,1341.131744,1373.436365,2026-04-17T15:20:00+05:30,1365.200024,END_OF_DAY,739,999054.06,0.2,9828.75,404.5,9424.25,0.9433,1.1627,52
WORST,1,commodities,CLF,2026-04-15,OPEN_EQUALS_HIGH,SHORT,2026-04-15T09:15:00-04:00,91.43,91.440002,91.129997,91.309998,1343.0,-0.2944,2026-04-15T09:25:00-04:00,90.959999,2026-04-15T09:30:00-04:00,90.740002,91.448286,89.323435,2026-04-15T09:55:00-04:00,91.648286,STOP_LOSS,11009,998956.69,0.2,-9999.3,17347.21,-27346.51,-2.7375,-2.7348,6
WORST,2,commodities,SIF,2026-04-24,OPEN_EQUALS_HIGH,SHORT,2026-04-24T09:15:00-04:00,75.589996,75.650002,75.415001,75.57,458.0,-0.2376,2026-04-24T09:30:00-04:00,75.239998,2026-04-24T09:35:00-04:00,75.045003,75.605114,73.92478,2026-04-24T09:40:00-04:00,75.805114,STOP_LOSS,13155,987217.01,0.2,-9999.27,17145.39,-27144.66,-2.7496,-2.7147,2
WORST,3,commodities,CLF,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00-04:00,89.349998,89.349998,89.089996,89.160004,1443.0,-1.6835,2026-04-16T09:20:00-04:00,88.980003,2026-04-16T09:25:00-04:00,88.759999,89.367868,87.54426,2026-04-16T09:35:00-04:00,89.567868,STOP_LOSS,11266,999970.15,0.2,-9101.46,17353.33,-26454.79,-2.6456,-2.9067,3
WORST,4,commodities,CLF,2026-04-28,OPEN_EQUALS_HIGH,SHORT,2026-04-28T09:15:00-04:00,100.330002,100.389999,100.010002,100.080002,1996.0,4.2931,2026-04-28T09:20:00-04:00,99.849998,2026-04-28T09:25:00-04:00,99.649998,100.350068,98.24986,2026-04-28T10:35:00-04:00,100.550068,STOP_LOSS,10035,999987.73,0.2,-9032.2,17352.76,-26384.96,-2.6385,-2.9212,15
