timeframe,ma_pair,input_file,tested_start_date,tested_end_date,first_csv_timestamp,first_signal_usable_timestamp,gap_events,missing_candles_total,total_trades,long_trades,short_trades,winning_trades,losing_trades,win_rate_pct,total_points,average_points,max_drawdown_points,starting_capital,fixed_trade_notional_usd,gross_pnl_usd,average_pnl_usd,ending_equity,total_return_pct,max_drawdown_usd,max_drawdown_pct
15m,25/50,btc/data/BTCUSD_data_15m.csv,2021-05-11,2026-05-10,2021-05-11 19:00:00+00:00,2021-05-12 07:30:00+00:00,8,79,4183,2091,2092,1498,2685,35.8116,28908.75,6.91,50632.27,100000.00,100000.00,86599.46,20.70,186599.46,86.5995,65720.49,43.0242
