date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,7,6,1491.1,775.55,715.57,0.7156,100715.57,0.0,0.0
2026-03-31,13,5,8,-2526.37,760.51,-3286.9,-3.2635,97428.67,-3286.9,-3.2635
2026-04-01,54,23,31,-5493.15,3054.48,-8547.66,-8.7732,88881.01,-11834.56,-11.7505
2026-04-02,36,15,21,-2596.66,2097.96,-4694.63,-5.2819,84186.38,-16529.19,-16.4118
2026-04-06,56,33,23,3723.0,3308.2,414.81,0.4927,84601.19,-16114.38,-15.9999
2026-04-07,76,43,33,4741.84,4301.79,440.04,0.5201,85041.23,-15674.34,-15.563
2026-04-08,48,25,23,1914.55,2820.77,-906.31,-1.0657,84134.92,-16580.65,-16.4628
2026-04-09,56,21,35,-5335.12,3188.37,-8523.48,-10.1307,75611.44,-25104.13,-24.9258
2026-04-10,73,30,43,-2949.44,4218.89,-7168.34,-9.4805,68443.1,-32272.47,-32.0432
2026-04-13,54,21,33,4121.95,3039.58,1082.37,1.5814,69525.47,-31190.1,-30.9685
2026-04-14,9,4,5,1109.79,539.69,570.11,0.82,70095.58,-30619.99,-30.4024
2026-04-15,70,30,40,-5780.61,3863.55,-9644.15,-13.7586,60451.43,-40264.14,-39.9781
2026-04-16,66,20,46,-5329.19,3790.87,-9120.06,-15.0866,51331.37,-49384.2,-49.0333
2026-04-17,69,31,38,-382.45,3928.62,-4311.14,-8.3986,47020.23,-53695.34,-53.3138
2026-04-20,25,12,13,1467.11,1490.72,-23.58,-0.0501,46996.65,-53718.92,-53.3373
2026-04-21,52,13,39,-7120.6,3003.0,-10123.55,-21.541,36873.1,-63842.47,-63.3889
2026-04-22,63,22,41,-6274.88,3442.99,-9717.84,-26.3548,27155.26,-73560.31,-73.0377
2026-04-23,66,31,35,593.57,3740.89,-3147.3,-11.59,24007.96,-76707.61,-76.1626
2026-04-24,52,20,32,-3224.2,2866.26,-6090.45,-25.3685,17917.51,-82798.06,-82.2098
2026-04-27,59,30,29,472.59,3353.07,-2880.49,-16.0764,15037.02,-85678.55,-85.0698
2026-04-28,54,19,35,-857.63,2984.41,-3842.06,-25.5507,11194.96,-89520.61,-88.8846
2026-04-29,20,3,17,-3060.36,1106.18,-4166.55,-37.2181,7028.41,-93687.16,-93.0215
