market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,33,37,47.14,-8518.42,-121.69,1853.73,-1060.2,0.6718
commodities,GCF,59,21,38,35.59,-7180.84,-121.71,360.88,-638.53,0.2975
commodities,HGF,53,16,37,30.19,-5965.84,-112.56,490.09,-412.01,0.2839
commodities,NGF,71,39,32,54.93,743.69,10.47,1069.36,-805.43,1.0468
commodities,SIF,68,37,31,54.41,-867.17,-12.75,1007.11,-925.69,0.9374
derivatives,CNXAUTO,43,13,30,30.23,-4548.55,-105.78,753.8,-557.97,0.4132
derivatives,CNXFMCG,56,22,34,39.29,-2512.1,-44.86,633.46,-474.97,0.6262
derivatives,CNXIT,53,24,29,45.28,-4344.68,-81.98,479.5,-615.15,0.5068
derivatives,NSEBANK,50,22,28,44.0,-1945.65,-38.91,485.21,-278.82,0.4537
derivatives,NSEI,49,16,33,32.65,-3921.81,-80.04,610.04,-358.4,0.4105
equity,BHARTIARTL_NS,57,29,28,50.88,-3168.92,-55.6,614.21,-559.18,0.6527
equity,HDFCBANK_NS,46,19,27,41.3,-5833.42,-126.81,597.07,-668.2,0.4021
equity,ICICIBANK_NS,52,26,26,50.0,-3468.96,-66.71,840.76,-659.59,0.5868
equity,INFY_NS,53,28,25,52.83,-3928.65,-74.13,531.87,-735.99,0.6422
equity,ITC_NS,57,21,36,36.84,-5144.38,-90.25,739.85,-479.96,0.3931
equity,KOTAKBANK_NS,41,10,31,24.39,-8392.17,-204.69,640.72,-571.94,0.2492
equity,LT_NS,58,25,33,43.1,-6961.96,-120.03,1148.02,-680.57,0.4138
equity,RELIANCE_NS,55,20,35,36.36,-8296.69,-150.85,246.79,-704.75,0.2731
equity,SBIN_NS,49,22,27,44.9,-6672.27,-136.17,555.41,-683.14,0.3765
equity,TCS_NS,44,18,26,40.91,-5578.71,-126.79,594.45,-727.13,0.3988
