target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
2,commodities,NGF,2026-04-20,INVERSE_BUY,BUY,SHORT,2026-04-20T10:00:00-04:00,2026-04-20T10:05:00-04:00,2.692,2.691462,2.704359,2.667283,2.679641,2.667283,2.654924,2.642565,2.630206,0.008239,0.012359,2.683692,2.682707,2.683761,57.7294,0.000307,-0.000912,19.038,784.0,703.85,85.71,0.0,STRONG BULL,37154,99998.56,499.27,1,6,2026-04-20T10:30:00-04:00,2.677535,OPPOSITE_SIGNAL,517.43,59.84,457.58,0.4576,0.9165
2,commodities,NGF,2026-04-20,INVERSE_SELL,SELL,LONG,2026-04-20T10:25:00-04:00,2026-04-20T10:30:00-04:00,2.676,2.677535,2.664082,2.699837,2.687919,2.699837,2.711756,2.723674,2.735593,0.007946,0.011919,2.681311,2.681885,2.683388,44.7702,-0.000554,-0.000364,14.5964,923.0,796.85,0.0,85.71,STRONG BEAR,37347,99997.92,522.36,1,3,2026-04-20T10:40:00-04:00,2.689462,OPPOSITE_SIGNAL,445.44,60.13,385.31,0.3853,0.7376
2,commodities,NGF,2026-04-20,INVERSE_BUY,BUY,SHORT,2026-04-20T10:35:00-04:00,2026-04-20T10:40:00-04:00,2.69,2.689462,2.702037,2.665926,2.677963,2.665926,2.653889,2.641852,2.629815,0.008025,0.012037,2.682999,2.68255,2.683361,55.8907,0.00017,-0.000288,13.5854,652.0,844.05,71.43,0.0,STRONG BULL,37182,99999.58,487.66,0,5,2026-04-20T11:00:00-04:00,2.702577,STOP_LOSS,-487.66,60.15,-547.8,-0.5478,-1.1233
2,commodities,NGF,2026-04-20,INVERSE_SELL,SELL,LONG,2026-04-20T13:05:00-04:00,2026-04-20T13:10:00-04:00,2.697,2.697539,2.6881,2.714801,2.705901,2.714801,2.723702,2.732602,2.741503,0.005934,0.008901,2.702707,2.703207,2.694059,44.4191,0.001281,0.00376,20.0234,1156.0,706.0,28.57,57.14,MILD BEAR,37070,99997.79,369.87,1,16,2026-04-20T14:25:00-04:00,2.687562,STOP_LOSS,-369.85,59.89,-429.74,-0.4297,-1.1619
2,commodities,NGF,2026-04-21,INVERSE_BUY,BUY,SHORT,2026-04-21T10:30:00-04:00,2026-04-21T10:35:00-04:00,2.695,2.694461,2.705488,2.674025,2.684512,2.674025,2.663537,2.653049,2.642562,0.006992,0.010488,2.681958,2.681043,2.676985,64.0014,-0.000847,-0.003391,20.8197,1360.0,664.35,85.71,0.0,STRONG BULL,37113,99999.53,429.32,0,5,2026-04-21T10:55:00-04:00,2.706029,STOP_LOSS,-429.31,60.13,-489.44,-0.4894,-1.14
2,commodities,NGF,2026-04-21,INVERSE_SELL,SELL,LONG,2026-04-21T13:25:00-04:00,2026-04-21T13:30:00-04:00,2.698,2.697539,2.689429,2.715141,2.706571,2.715141,2.723712,2.732283,2.740854,0.005714,0.008571,2.70052,2.700627,2.693405,47.4063,0.00079,0.001895,13.4277,293.0,673.55,14.29,57.14,STRONG BEAR,37070,99997.79,320.58,0,2,2026-04-21T13:35:00-04:00,2.688891,STOP_LOSS,-320.57,59.9,-380.47,-0.3805,-1.1868
2,commodities,NGF,2026-04-21,INVERSE_BUY,BUY,SHORT,2026-04-21T14:40:00-04:00,2026-04-21T14:45:00-04:00,2.702,2.70146,2.71146,2.683081,2.69254,2.683081,2.673621,2.664161,2.654702,0.006306,0.00946,2.698391,2.697924,2.694573,55.5251,0.000203,-0.000399,12.5356,1574.0,1063.15,85.71,0.0,STRONG BULL,37017,99999.93,390.25,0,5,2026-04-21T15:05:00-04:00,2.696539,OPPOSITE_SIGNAL,182.15,59.95,122.2,0.1222,0.3131
2,commodities,NGF,2026-04-21,INVERSE_SELL,SELL,LONG,2026-04-21T15:00:00-04:00,2026-04-21T15:05:00-04:00,2.694,2.696539,2.684489,2.713021,2.703511,2.713021,2.722532,2.732043,2.741553,0.00634,0.009511,2.697584,2.697768,2.694721,44.8108,-0.000123,-4e-05,12.4187,261.0,1055.6,0.0,71.43,STRONG BEAR,37084,99998.46,466.77,0,4,2026-04-21T15:20:00-04:00,2.695461,SESSION_END,-39.98,59.99,-99.97,-0.1,-0.2142
2,commodities,NGF,2026-04-22,INVERSE_BUY,BUY,SHORT,2026-04-22T09:15:00-04:00,2026-04-22T09:20:00-04:00,2.738,2.737452,2.752516,2.708968,2.723484,2.708968,2.694453,2.679937,2.665421,0.009677,0.014516,2.705534,2.701285,2.741,76.0287,0.003081,0.000527,15.1637,1298.0,997.3,57.14,28.57,MILD BULL,36530,99999.13,570.37,0,27,2026-04-22T11:30:00-04:00,2.753066,STOP_LOSS,-570.39,60.17,-630.56,-0.6306,-1.1055
2,commodities,NGF,2026-04-22,INVERSE_SELL,SELL,LONG,2026-04-22T12:50:00-04:00,2026-04-22T12:55:00-04:00,2.741,2.740548,2.731734,2.759532,2.750266,2.759532,2.768797,2.778063,2.787329,0.006177,0.009266,2.747245,2.747613,2.744292,43.0412,0.001542,0.003889,29.7364,828.0,650.75,0.0,100.0,STRONG BEAR,36489,99999.86,341.54,0,2,2026-04-22T13:00:00-04:00,2.731188,STOP_LOSS,-341.54,59.9,-401.44,-0.4014,-1.1754
2,commodities,NGF,2026-04-23,INVERSE_BUY,BUY,SHORT,2026-04-23T09:15:00-04:00,2026-04-23T09:20:00-04:00,2.787,2.785443,2.801774,2.757451,2.772226,2.757451,2.742677,2.727903,2.713129,0.009849,0.014774,2.728563,2.723803,2.785667,82.6396,0.001585,-0.003832,36.3952,2282.0,680.2,100.0,0.0,STRONG BULL,35900,99997.4,606.41,2,16,2026-04-23T10:35:00-04:00,2.758003,TP2,985.1,59.7,925.39,0.9254,1.526
2,commodities,NGF,2026-04-23,INVERSE_SELL,SELL,LONG,2026-04-23T10:45:00-04:00,2026-04-23T10:50:00-04:00,2.742,2.743549,2.726538,2.772925,2.757463,2.772925,2.788388,2.80385,2.819313,0.010308,0.015463,2.7613,2.7615,2.772943,39.3459,0.003941,0.009991,39.2801,3664.0,1906.1,0.0,85.71,STRONG BEAR,36449,99999.6,639.91,0,18,2026-04-23T12:15:00-04:00,2.725992,STOP_LOSS,-639.93,59.81,-699.73,-0.6997,-1.0935
2,commodities,NGF,2026-04-23,INVERSE_BUY,BUY,SHORT,2026-04-23T13:40:00-04:00,2026-04-23T13:45:00-04:00,2.745,2.744451,2.756897,2.721205,2.733103,2.721205,2.709308,2.697411,2.685513,0.007932,0.011897,2.730536,2.729004,2.749098,62.9216,-0.000906,-0.004522,18.8958,2064.0,1481.4,71.43,14.29,STRONG BULL,36437,99999.56,473.6,2,2,2026-04-23T13:50:00-04:00,2.721749,TP2,827.18,59.75,767.42,0.7674,1.6204
2,commodities,NGF,2026-04-24,INVERSE_SELL,SELL,LONG,2026-04-24T09:15:00-04:00,2026-04-24T09:20:00-04:00,2.687,2.687537,2.670217,2.720565,2.703783,2.720565,2.737348,2.754131,2.770914,0.011188,0.016783,2.73515,2.739619,2.688667,21.9106,-0.001805,0.003096,23.1123,1068.0,1362.2,0.0,71.43,STRONG BEAR,37208,99997.89,664.32,0,9,2026-04-24T10:00:00-04:00,2.669683,STOP_LOSS,-664.3,59.8,-724.1,-0.7241,-1.09
2,commodities,NGF,2026-04-24,INVERSE_BUY,BUY,SHORT,2026-04-24T12:45:00-04:00,2026-04-24T12:50:00-04:00,2.681,2.680464,2.693656,2.655688,2.668344,2.655688,2.643032,2.630377,2.617721,0.008437,0.012656,2.6706,2.669414,2.672098,57.829,-0.00175,-0.005487,27.9513,790.0,1063.1,85.71,0.0,STRONG BULL,37306,99997.38,512.24,0,9,2026-04-24T13:30:00-04:00,2.694195,STOP_LOSS,-512.23,60.15,-572.39,-0.5724,-1.1174
2,commodities,NGF,2026-04-24,INVERSE_SELL,SELL,LONG,2026-04-24T15:10:00-04:00,2026-04-24T15:15:00-04:00,2.679,2.679536,2.669639,2.697722,2.688361,2.697722,2.707083,2.716444,2.725805,0.006241,0.009361,2.684115,2.6844,2.67739,43.9375,0.000469,0.001572,15.1615,350.0,1330.35,14.29,57.14,STRONG BEAR,37319,99997.59,389.27,0,2,2026-04-24T15:20:00-04:00,2.680464,SESSION_END,34.62,60.01,-25.38,-0.0254,-0.0652
2,commodities,NGF,2026-04-27,INVERSE_BUY,BUY,SHORT,2026-04-27T09:15:00-04:00,2026-04-27T09:20:00-04:00,2.792,2.791442,2.812691,2.750619,2.77131,2.750619,2.729929,2.709238,2.688548,0.013794,0.020691,2.704283,2.693345,2.791667,85.7764,0.008379,0.002405,19.4153,1954.0,1342.35,71.43,14.29,STRONG BULL,35823,99997.81,781.35,1,33,2026-04-27T12:00:00-04:00,2.766553,OPPOSITE_SIGNAL,891.59,59.73,831.86,0.8319,1.0646
2,commodities,NGF,2026-04-27,INVERSE_SELL,SELL,LONG,2026-04-27T11:55:00-04:00,2026-04-27T12:00:00-04:00,2.766,2.766553,2.752158,2.793683,2.779842,2.793683,2.807525,2.821367,2.835209,0.009228,0.013842,2.784851,2.786039,2.79315,37.8485,0.003995,0.010411,31.3743,2161.0,1293.15,0.0,100.0,STRONG BEAR,36146,99999.83,540.21,0,21,2026-04-27T13:40:00-04:00,2.751608,STOP_LOSS,-540.21,59.84,-600.04,-0.6,-1.1108
2,commodities,NGF,2026-04-28,INVERSE_BUY,BUY,SHORT,2026-04-28T10:35:00-04:00,2026-04-28T10:40:00-04:00,2.742,2.741452,2.755461,2.715079,2.72854,2.715079,2.701619,2.688158,2.674698,0.008974,0.01346,2.730645,2.729108,2.719955,58.7119,-0.00131,-0.005179,40.0389,919.0,760.25,100.0,0.0,STRONG BULL,36477,99999.93,531.1,1,6,2026-04-28T11:05:00-04:00,2.718544,OPPOSITE_SIGNAL,835.63,59.75,775.88,0.7759,1.4609
2,commodities,NGF,2026-04-28,INVERSE_SELL,SELL,LONG,2026-04-28T11:00:00-04:00,2026-04-28T11:05:00-04:00,2.718,2.718544,2.704597,2.744806,2.731403,2.744806,2.758209,2.771612,2.785016,0.008935,0.013403,2.727156,2.728184,2.721542,40.9095,-0.001955,-0.002424,32.9235,784.0,792.2,14.29,71.43,STRONG BEAR,36784,99998.91,532.91,0,30,2026-04-28T13:30:00-04:00,2.704056,STOP_LOSS,-532.93,59.84,-592.77,-0.5928,-1.1123
2,commodities,SIF,2026-03-30,INVERSE_BUY,BUY,SHORT,2026-03-30T11:00:00-04:00,2026-03-30T11:05:00-04:00,71.144997,71.150768,71.608371,70.218247,70.681622,70.218247,69.754873,69.291498,68.828123,0.308916,0.463375,70.904216,70.888296,70.77158,50.598,-0.035312,-0.110299,,126.0,223.8,71.43,0.0,STRONG BULL,1405,99966.83,663.05,0,17,2026-03-30T12:25:00-04:00,70.864168,OPPOSITE_SIGNAL,402.67,59.86,342.81,0.3429,0.517
2,commodities,SIF,2026-03-30,INVERSE_SELL,SELL,LONG,2026-03-30T12:20:00-04:00,2026-03-30T12:25:00-04:00,70.879997,70.864168,70.518937,71.602118,71.241057,71.602118,71.963178,72.324238,72.685298,0.240707,0.36106,71.008487,71.014819,70.86716,43.8194,0.005654,0.030923,14.4851,55.0,134.0,14.29,57.14,STRONG BEAR,1411,99989.34,507.02,0,10,2026-03-30T13:10:00-04:00,70.504833,STOP_LOSS,-507.02,59.84,-566.86,-0.5669,-1.118
2,commodities,SIF,2026-03-31,INVERSE_BUY,BUY,SHORT,2026-03-31T09:15:00-04:00,2026-03-31T09:20:00-04:00,73.160004,73.185357,73.804159,71.871694,72.515849,71.871694,71.227539,70.583384,69.939229,0.429437,0.644155,70.658555,70.515577,73.211667,81.4363,0.044475,-0.127671,34.2927,81.0,96.9,71.43,14.29,STRONG BULL,1366,99971.2,865.45,0,9,2026-03-31T10:00:00-04:00,73.818919,STOP_LOSS,-865.45,60.24,-925.69,-0.926,-1.0696
2,commodities,SIF,2026-04-01,INVERSE_SELL,SELL,LONG,2026-04-01T09:50:00-04:00,2026-04-01T09:55:00-04:00,74.885002,74.894973,74.475778,75.703451,75.294227,75.703451,76.112676,76.5219,76.931125,0.272816,0.409225,75.123293,75.137387,75.17078,43.7253,0.037719,0.098681,23.1672,308.0,150.15,0.0,85.71,STRONG BEAR,1335,99984.79,579.51,1,11,2026-04-01T10:45:00-04:00,75.399918,OPPOSITE_SIGNAL,674.1,60.19,613.91,0.614,1.0594
2,commodities,SIF,2026-04-01,INVERSE_BUY,BUY,SHORT,2026-04-01T10:40:00-04:00,2026-04-01T10:45:00-04:00,75.360001,75.399918,75.818374,74.443253,74.901627,74.443253,73.984879,73.526505,73.068132,0.305583,0.458374,75.133842,75.109462,75.073213,59.1654,0.027172,0.013412,15.0981,471.0,263.25,85.71,0.0,STRONG BULL,1326,99980.29,574.98,0,5,2026-04-01T11:05:00-04:00,75.833538,STOP_LOSS,-574.98,60.16,-635.14,-0.6353,-1.1046
2,commodities,SIF,2026-04-01,INVERSE_SELL,SELL,LONG,2026-04-01T14:10:00-04:00,2026-04-01T14:15:00-04:00,75.745003,75.735145,75.48716,76.260689,76.002846,76.260689,76.518531,76.776374,77.034217,0.171895,0.257843,75.914027,75.927099,75.58513,42.0644,0.03272,0.094527,14.994,106.0,236.95,14.29,57.14,STRONG BEAR,1320,99970.39,347.27,0,1,2026-04-01T14:15:00-04:00,75.472062,STOP_LOSS,-347.27,59.88,-407.15,-0.4073,-1.1724
2,commodities,SIF,2026-04-02,INVERSE_BUY,BUY,SHORT,2026-04-02T11:15:00-04:00,2026-04-02T11:20:00-04:00,72.620003,72.565486,73.266046,71.327916,71.973959,71.327916,70.681872,70.035829,69.389786,0.430696,0.646043,72.511543,72.509659,71.730887,49.5106,-0.161897,-0.344723,19.6298,274.0,468.1,42.86,28.57,MILD BULL,1378,99995.24,985.56,0,2,2026-04-02T11:25:00-04:00,72.124423,OPPOSITE_SIGNAL,607.79,59.81,547.97,0.548,0.556
2,commodities,SIF,2026-04-02,INVERSE_SELL,SELL,LONG,2026-04-02T11:20:00-04:00,2026-04-02T11:25:00-04:00,72.120003,72.124423,71.460105,73.439799,72.779901,73.439799,74.099697,74.759595,75.419493,0.439932,0.659898,72.433235,72.474236,71.749036,42.848,-0.177265,-0.311231,18.7691,420.0,476.7,28.57,42.86,MILD BEAR,1386,99964.45,940.55,0,19,2026-04-02T12:55:00-04:00,72.630468,OPPOSITE_SIGNAL,701.38,60.19,641.19,0.6414,0.6817
2,commodities,SIF,2026-04-02,INVERSE_BUY,BUY,SHORT,2026-04-02T12:50:00-04:00,2026-04-02T12:55:00-04:00,72.644997,72.630468,73.109151,71.716688,72.180842,71.716688,71.252533,70.788378,70.324224,0.309436,0.464155,72.309363,72.265975,71.84664,58.7203,-0.028083,-0.115383,12.3,242.0,206.65,85.71,0.0,STRONG BULL,1376,99939.52,678.79,0,30,2026-04-02T15:20:00-04:00,72.894573,SESSION_END,-363.41,60.07,-423.48,-0.4237,-0.6239
2,commodities,SIF,2026-04-06,INVERSE_SELL,SELL,LONG,2026-04-06T09:45:00-04:00,2026-04-06T09:50:00-04:00,72.440002,72.45449,72.04402,73.231967,72.835985,73.231967,73.627949,74.023932,74.419914,0.263988,0.395982,72.70604,72.716295,72.781686,42.0493,0.022064,0.07049,13.417,219.0,105.6,0.0,85.71,STRONG BEAR,1380,99987.2,586.33,1,2,2026-04-06T09:55:00-04:00,72.905414,OPPOSITE_SIGNAL,622.28,60.18,562.1,0.5622,0.9587
2,commodities,SIF,2026-04-06,INVERSE_BUY,BUY,SHORT,2026-04-06T09:50:00-04:00,2026-04-06T09:55:00-04:00,72.849998,72.905414,73.269661,72.010674,72.430336,72.010674,71.591012,71.17135,70.751688,0.279775,0.419662,72.734832,72.728449,72.774454,53.7242,0.030532,0.062498,12.5955,180.0,112.8,71.43,14.29,STRONG BULL,1371,99953.32,519.47,0,3,2026-04-06T10:05:00-04:00,72.469493,OPPOSITE_SIGNAL,597.65,59.79,537.86,0.5381,1.0354
2,commodities,SIF,2026-04-06,INVERSE_SELL,SELL,LONG,2026-04-06T10:00:00-04:00,2026-04-06T10:05:00-04:00,72.474998,72.469493,72.021961,73.381074,72.928036,73.381074,73.834111,74.287149,74.740186,0.302025,0.453038,72.696492,72.712975,72.756731,44.3092,0.009561,0.047419,12.2843,360.0,129.05,0.0,85.71,STRONG BEAR,1379,99935.43,637.01,1,5,2026-04-06T10:25:00-04:00,72.835428,OPPOSITE_SIGNAL,504.63,60.11,444.51,0.4448,0.6978
2,commodities,SIF,2026-04-06,INVERSE_BUY,BUY,SHORT,2026-04-06T10:20:00-04:00,2026-04-06T10:25:00-04:00,72.900002,72.835428,73.348809,72.002386,72.451194,72.002386,71.553578,71.10477,70.655962,0.299205,0.448808,72.733796,72.722007,72.731633,55.209,0.019389,0.022873,12.0131,190.0,144.1,71.43,14.29,STRONG BULL,1372,99930.21,724.49,1,10,2026-04-06T11:10:00-04:00,72.569511,OPPOSITE_SIGNAL,364.84,59.85,304.99,0.3052,0.421
2,commodities,SIF,2026-04-06,INVERSE_SELL,SELL,LONG,2026-04-06T11:05:00-04:00,2026-04-06T11:10:00-04:00,72.565002,72.569511,72.115599,73.463809,73.014406,73.463809,73.913212,74.362616,74.812019,0.299602,0.449403,72.731405,72.748495,72.743956,45.2539,0.000842,0.027723,11.129,133.0,143.2,0.0,71.43,STRONG BEAR,1377,99928.22,644.9,0,2,2026-04-06T11:15:00-04:00,72.101176,STOP_LOSS,-644.9,59.76,-704.66,-0.7052,-1.0927
2,commodities,SIF,2026-04-06,INVERSE_BUY,BUY,SHORT,2026-04-06T12:10:00-04:00,2026-04-06T12:15:00-04:00,72.785004,72.780439,73.150578,72.053855,72.419429,72.053855,71.68828,71.322706,70.957131,0.243716,0.365574,72.622788,72.615004,72.663324,55.4141,-0.011229,-0.043164,17.1827,170.0,112.45,85.71,0.0,STRONG BULL,1373,99927.54,528.29,1,13,2026-04-06T13:15:00-04:00,72.504496,OPPOSITE_SIGNAL,378.87,59.84,319.03,0.3193,0.6039
2,commodities,SIF,2026-04-06,INVERSE_SELL,SELL,LONG,2026-04-06T13:10:00-04:00,2026-04-06T13:15:00-04:00,72.485001,72.504496,72.18782,73.079361,72.782181,73.079361,73.376541,73.673721,73.970901,0.19812,0.29718,72.647219,72.659167,72.661567,41.1214,-0.003944,0.012352,12.5244,215.0,88.35,0.0,85.71,STRONG BEAR,1379,99983.7,456.6,1,3,2026-04-06T13:25:00-04:00,72.870425,OPPOSITE_SIGNAL,504.62,60.14,444.47,0.4445,0.9734
2,commodities,SIF,2026-04-06,INVERSE_BUY,BUY,SHORT,2026-04-06T13:20:00-04:00,2026-04-06T13:25:00-04:00,72.900002,72.870425,73.242647,72.214711,72.557356,72.214711,71.872066,71.52942,71.186775,0.22843,0.342645,72.66862,72.665013,72.671821,59.3134,0.004392,0.005768,13.2716,996.0,136.65,71.43,14.29,STRONG BULL,1372,99978.22,530.79,0,14,2026-04-06T14:30:00-04:00,73.257295,STOP_LOSS,-530.79,60.15,-590.93,-0.5911,-1.1133
2,commodities,SIF,2026-04-07,INVERSE_SELL,SELL,LONG,2026-04-07T09:15:00-04:00,2026-04-07T09:20:00-04:00,72.084999,72.069411,71.750027,72.754943,72.419971,72.754943,73.089915,73.424888,73.75986,0.223315,0.334972,72.87763,72.922518,72.131666,27.9957,-0.000572,0.072376,14.3868,78.0,43.1,0.0,85.71,STRONG BEAR,1387,99960.27,462.89,0,4,2026-04-07T09:35:00-04:00,71.735677,STOP_LOSS,-462.89,59.84,-522.73,-0.5229,-1.1293
2,commodities,SIF,2026-04-07,INVERSE_BUY,BUY,SHORT,2026-04-07T11:55:00-04:00,2026-04-07T12:00:00-04:00,71.519997,71.525693,71.959819,70.640351,71.080174,70.640351,70.200529,69.760706,69.320884,0.293215,0.439823,71.202182,71.180645,70.971373,55.6175,-0.080934,-0.210736,26.5102,311.0,332.25,85.71,0.0,STRONG BULL,1398,99992.92,627.03,0,13,2026-04-07T13:00:00-04:00,71.974211,STOP_LOSS,-627.03,60.18,-687.21,-0.6873,-1.096
2,commodities,SIF,2026-04-07,INVERSE_SELL,SELL,LONG,2026-04-07T14:55:00-04:00,2026-04-07T15:00:00-04:00,71.489998,71.529302,71.213866,72.042261,71.76613,72.042261,72.318393,72.594525,72.870657,0.184088,0.276132,71.932973,71.99113,71.326672,33.2737,0.005515,0.103127,25.5042,295.0,189.6,14.29,85.71,STRONG BEAR,1398,99997.96,460.89,3,4,2026-04-07T15:15:00-04:00,72.027853,TP2,696.97,60.21,636.77,0.6368,1.3816
2,commodities,SIF,2026-04-08,INVERSE_SELL,SELL,LONG,2026-04-08T13:20:00-04:00,2026-04-08T13:25:00-04:00,75.400002,75.395073,75.095407,76.00919,75.704596,76.00919,76.313784,76.618379,76.922973,0.203063,0.304594,75.535204,75.54985,75.861009,45.9495,0.02697,0.069584,11.4799,2420.0,341.15,0.0,85.71,STRONG BEAR,1326,99973.87,417.27,0,11,2026-04-08T14:15:00-04:00,75.080388,STOP_LOSS,-417.27,59.86,-477.13,-0.4773,-1.1435
2,commodities,SIF,2026-04-09,INVERSE_BUY,BUY,SHORT,2026-04-09T09:35:00-04:00,2026-04-09T09:40:00-04:00,75.269997,75.259947,75.684104,74.441781,74.855889,74.441781,74.027673,73.613566,73.199458,0.276072,0.414108,74.674413,74.623718,74.93844,64.2911,-0.057747,-0.221498,34.2505,670.0,288.9,100.0,0.0,STRONG BULL,1328,99945.21,583.38,2,12,2026-04-09T10:35:00-04:00,74.45667,TP2,1066.75,59.65,1007.11,1.0077,1.7263
2,commodities,SIF,2026-04-09,INVERSE_SELL,SELL,LONG,2026-04-09T10:40:00-04:00,2026-04-09T10:45:00-04:00,74.559998,74.544905,74.12813,75.423733,74.991866,75.423733,75.855601,76.287469,76.719337,0.287912,0.431868,74.804874,74.836298,74.983811,43.0078,-0.011595,0.037222,22.2929,286.0,315.15,0.0,71.43,STRONG BEAR,1341,99964.72,578.78,1,7,2026-04-09T11:15:00-04:00,75.004993,OPPOSITE_SIGNAL,616.98,60.16,556.81,0.557,0.962
2,commodities,SIF,2026-04-09,INVERSE_BUY,BUY,SHORT,2026-04-09T11:10:00-04:00,2026-04-09T11:15:00-04:00,75.0,75.004993,75.402815,74.194371,74.597185,74.194371,73.791556,73.388742,72.985927,0.268543,0.402815,74.858799,74.850934,74.95725,53.6638,0.006552,0.00775,15.7323,264.0,322.1,57.14,14.29,STRONG BULL,1333,99981.66,550.4,0,1,2026-04-09T11:15:00-04:00,75.417895,STOP_LOSS,-550.4,60.15,-610.55,-0.6107,-1.1093
2,commodities,SIF,2026-04-09,INVERSE_SELL,SELL,LONG,2026-04-09T14:30:00-04:00,2026-04-09T14:35:00-04:00,75.974998,75.980189,75.60528,76.714436,76.344717,76.714436,77.084154,77.453873,77.823591,0.246479,0.369719,76.260348,76.296549,75.803501,42.6679,0.036543,0.131957,29.3838,400.0,403.3,14.29,71.43,STRONG BEAR,1316,99989.93,513.28,0,10,2026-04-09T15:20:00-04:00,75.979804,SESSION_END,-0.51,59.99,-60.5,-0.0605,-0.1179
2,commodities,SIF,2026-04-10,INVERSE_BUY,BUY,SHORT,2026-04-10T09:20:00-04:00,2026-04-10T09:25:00-04:00,76.440002,76.449703,76.772204,75.775599,76.107801,75.775599,75.443397,75.111195,74.778993,0.221468,0.332202,76.161862,76.161037,76.382924,57.9592,-0.004497,-0.027366,27.0039,456.0,180.05,100.0,0.0,STRONG BULL,1308,99996.21,441.91,0,11,2026-04-10T10:15:00-04:00,76.787559,STOP_LOSS,-441.92,60.13,-502.05,-0.5021,-1.1361
2,commodities,SIF,2026-04-10,INVERSE_SELL,SELL,LONG,2026-04-10T11:35:00-04:00,2026-04-10T11:40:00-04:00,76.169998,76.200235,75.827971,76.854052,76.512025,76.854052,77.196079,77.538105,77.880132,0.228018,0.342027,76.527777,76.533453,76.547297,39.5385,0.027762,0.073458,13.1892,485.0,262.65,0.0,85.71,STRONG BEAR,1312,99974.71,508.31,0,21,2026-04-10T13:20:00-04:00,76.469704,OPPOSITE_SIGNAL,353.54,60.09,293.45,0.2935,0.5773
2,commodities,SIF,2026-04-10,INVERSE_BUY,BUY,SHORT,2026-04-10T13:15:00-04:00,2026-04-10T13:20:00-04:00,76.474998,76.469704,76.734925,75.955145,76.215072,75.955145,75.695218,75.435292,75.175365,0.173284,0.259927,76.328115,76.317278,76.423536,56.4699,-0.008014,-0.038643,19.0701,857.0,259.4,85.71,0.0,STRONG BULL,1307,99945.9,366.7,1,10,2026-04-10T14:05:00-04:00,76.185232,OPPOSITE_SIGNAL,371.8,59.86,311.95,0.3121,0.8507
2,commodities,SIF,2026-04-10,INVERSE_SELL,SELL,LONG,2026-04-10T14:00:00-04:00,2026-04-10T14:05:00-04:00,76.175003,76.185232,75.95021,76.62459,76.399796,76.62459,76.849383,77.074177,77.29897,0.149862,0.224793,76.344117,76.347656,76.424766,40.9336,-0.000725,0.007118,13.3409,175.0,345.65,0.0,71.43,STRONG BEAR,1312,99955.02,328.28,1,4,2026-04-10T14:20:00-04:00,76.504693,OPPOSITE_SIGNAL,419.13,60.1,359.03,0.3592,1.0937
2,commodities,SIF,2026-04-10,INVERSE_BUY,BUY,SHORT,2026-04-10T14:15:00-04:00,2026-04-10T14:20:00-04:00,76.550003,76.504693,76.776911,76.096186,76.323095,76.096186,75.869278,75.642369,75.415461,0.151272,0.226908,76.382989,76.363679,76.421577,58.6277,0.014442,0.00536,13.5179,120.0,363.3,71.43,0.0,STRONG BULL,1307,99991.63,375.86,0,13,2026-04-10T15:20:00-04:00,76.560307,SESSION_END,-72.69,60.02,-132.7,-0.1327,-0.3531
2,commodities,SIF,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,74.135002,74.139825,73.691774,75.021458,74.57823,75.021458,75.464687,75.907915,76.351143,0.295485,0.443228,76.050739,76.272561,74.110001,14.9563,-0.147055,0.005798,15.5233,200.0,110.2,28.57,57.14,MILD BEAR,1348,99940.48,623.84,0,6,2026-04-13T09:45:00-04:00,73.677036,STOP_LOSS,-623.84,59.78,-683.62,-0.684,-1.0958
2,commodities,SIF,2026-04-13,INVERSE_BUY,BUY,SHORT,2026-04-13T12:20:00-04:00,2026-04-13T12:25:00-04:00,74.764999,74.760047,75.063336,74.168326,74.466663,74.168326,73.86999,73.571654,73.273317,0.198891,0.298336,74.357279,74.302797,74.216987,63.7792,-0.036376,-0.152568,31.104,637.0,217.8,100.0,0.0,STRONG BULL,1337,99954.18,425.57,0,1,2026-04-13T12:25:00-04:00,75.078349,STOP_LOSS,-425.57,60.1,-485.67,-0.4859,-1.1412
2,commodities,SIF,2026-04-14,INVERSE_SELL,SELL,LONG,2026-04-14T14:20:00-04:00,2026-04-14T14:25:00-04:00,79.150002,79.155827,78.903306,79.643393,79.396697,79.643393,79.890089,80.136785,80.383481,0.164464,0.246696,79.390063,79.417042,79.137406,38.8974,0.027446,0.091351,21.7864,303.0,469.3,14.29,57.14,STRONG BEAR,1263,99973.81,338.87,1,9,2026-04-14T15:05:00-04:00,79.549089,OPPOSITE_SIGNAL,496.69,60.13,436.56,0.4367,1.2883
