trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T12:00:00-04:00,2026-03-30,commodities,CLF,1296.66,101296.66,0.0,0.0
2,2026-03-30T12:05:00-04:00,2026-03-30,commodities,CLF,-803.81,100492.85,-803.81,-0.7935
3,2026-03-30T12:25:00-04:00,2026-03-30,commodities,NGF,560.39,101053.24,-243.42,-0.2403
4,2026-03-30T12:25:00-04:00,2026-03-30,commodities,SIF,342.81,101396.05,0.0,0.0
5,2026-03-30T13:05:00-04:00,2026-03-30,commodities,GCF,319.78,101715.83,0.0,0.0
6,2026-03-30T13:05:00-04:00,2026-03-30,commodities,HGF,145.02,101860.85,0.0,0.0
7,2026-03-30T13:10:00-04:00,2026-03-30,commodities,GCF,-353.02,101507.83,-353.02,-0.3466
8,2026-03-30T13:10:00-04:00,2026-03-30,commodities,SIF,-566.86,100940.97,-919.88,-0.9031
9,2026-03-30T13:15:00-04:00,2026-03-30,commodities,HGF,-273.62,100667.35,-1193.5,-1.1717
10,2026-03-30T13:45:00-04:00,2026-03-30,commodities,NGF,528.95,101196.3,-664.55,-0.6524
11,2026-03-30T14:25:00-04:00,2026-03-30,commodities,NGF,-539.88,100656.42,-1204.43,-1.1824
12,2026-03-30T14:50:00-04:00,2026-03-30,commodities,CLF,660.24,101316.66,-544.19,-0.5342
13,2026-03-30T15:05:00-04:00,2026-03-30,commodities,CLF,-601.09,100715.57,-1145.28,-1.1244
14,2026-03-31T09:50:00-04:00,2026-03-31,commodities,CLF,-735.91,99979.66,-1881.19,-1.8468
15,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,-503.05,99476.61,-2384.24,-2.3407
16,2026-03-31T10:00:00-04:00,2026-03-31,commodities,HGF,-339.49,99137.12,-2723.73,-2.674
17,2026-03-31T10:00:00-04:00,2026-03-31,commodities,SIF,-925.69,98211.43,-3649.42,-3.5828
18,2026-03-31T11:10:00-04:00,2026-03-31,commodities,NGF,-754.74,97456.69,-4404.16,-4.3237
19,2026-03-31T12:10:00-04:00,2026-03-31,commodities,CLF,-851.96,96604.73,-5256.12,-5.1601
20,2026-03-31T12:40:00-04:00,2026-03-31,commodities,NGF,1589.38,98194.11,-3666.74,-3.5998
21,2026-03-31T13:00:00-04:00,2026-03-31,commodities,CLF,-1050.78,97143.33,-4717.52,-4.6313
22,2026-03-31T14:10:00-04:00,2026-03-31,commodities,NGF,383.95,97527.28,-4333.57,-4.2544
23,2026-03-31T14:15:00-04:00,2026-03-31,commodities,NGF,313.35,97840.63,-4020.22,-3.9468
24,2026-03-31T15:20:00-04:00,2026-03-31,commodities,CLF,6.45,97847.08,-4013.77,-3.9404
25,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,72.75,97919.83,-3941.02,-3.869
26,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-100.03,97819.8,-4041.05,-3.9672
27,2026-04-01T09:35:00-04:00,2026-04-01,commodities,CLF,-1052.4,96767.4,-5093.45,-5.0004
28,2026-04-01T09:50:00-04:00,2026-04-01,commodities,NGF,-805.43,95961.97,-5898.88,-5.7911
29,2026-04-01T10:00:00-04:00,2026-04-01,commodities,HGF,-320.22,95641.75,-6219.1,-6.1055
30,2026-04-01T10:45:00-04:00,2026-04-01,commodities,SIF,613.91,96255.66,-5605.19,-5.5028
31,2026-04-01T11:00:00+05:30,2026-04-01,derivatives,CNXAUTO,-557.97,95697.69,-6163.16,-6.0506
32,2026-04-01T11:00:00+05:30,2026-04-01,derivatives,CNXFMCG,-474.97,95222.72,-6638.13,-6.5169
33,2026-04-01T11:05:00-04:00,2026-04-01,commodities,SIF,-635.14,94587.58,-7273.27,-7.1404
34,2026-04-01T11:10:00+05:30,2026-04-01,equity,RELIANCE_NS,117.18,94704.76,-7156.09,-7.0254
35,2026-04-01T11:20:00-04:00,2026-04-01,commodities,HGF,-342.47,94362.29,-7498.56,-7.3616
36,2026-04-01T11:55:00+05:30,2026-04-01,equity,HDFCBANK_NS,293.26,94655.55,-7205.3,-7.0737
37,2026-04-01T11:55:00+05:30,2026-04-01,equity,SBIN_NS,-547.85,94107.7,-7753.15,-7.6115
38,2026-04-01T12:05:00+05:30,2026-04-01,derivatives,CNXIT,254.68,94362.38,-7498.47,-7.3615
39,2026-04-01T12:05:00+05:30,2026-04-01,equity,HDFCBANK_NS,422.71,94785.09,-7075.76,-6.9465
40,2026-04-01T12:05:00+05:30,2026-04-01,equity,INFY_NS,285.35,95070.44,-6790.41,-6.6664
41,2026-04-01T12:05:00+05:30,2026-04-01,equity,RELIANCE_NS,-454.81,94615.63,-7245.22,-7.1129
42,2026-04-01T12:10:00+05:30,2026-04-01,equity,TCS_NS,54.13,94669.76,-7191.09,-7.0597
43,2026-04-01T12:10:00-04:00,2026-04-01,commodities,CLF,-987.9,93681.86,-8178.99,-8.0296
44,2026-04-01T12:20:00+05:30,2026-04-01,equity,TCS_NS,22.11,93703.97,-8156.88,-8.0079
45,2026-04-01T12:25:00+05:30,2026-04-01,equity,TCS_NS,-432.37,93271.6,-8589.25,-8.4323
46,2026-04-01T12:30:00+05:30,2026-04-01,equity,INFY_NS,531.87,93803.47,-8057.38,-7.9102
47,2026-04-01T12:35:00+05:30,2026-04-01,derivatives,CNXIT,367.39,94170.86,-7689.99,-7.5495
48,2026-04-01T12:35:00+05:30,2026-04-01,equity,ICICIBANK_NS,-9.73,94161.13,-7699.72,-7.5591
49,2026-04-01T12:45:00+05:30,2026-04-01,derivatives,NSEBANK,-218.35,93942.78,-7918.07,-7.7734
50,2026-04-01T12:45:00+05:30,2026-04-01,equity,LT_NS,-534.38,93408.4,-8452.45,-8.298
51,2026-04-01T12:50:00+05:30,2026-04-01,equity,ICICIBANK_NS,96.81,93505.21,-8355.64,-8.203
52,2026-04-01T13:05:00+05:30,2026-04-01,derivatives,CNXIT,-366.51,93138.7,-8722.15,-8.5628
53,2026-04-01T13:05:00+05:30,2026-04-01,equity,INFY_NS,-467.34,92671.36,-9189.49,-9.0216
54,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-413.61,92257.75,-9603.1,-9.4277
55,2026-04-01T13:10:00+05:30,2026-04-01,equity,ICICIBANK_NS,-400.35,91857.4,-10003.45,-9.8207
56,2026-04-01T13:35:00+05:30,2026-04-01,derivatives,NSEI,234.73,92092.13,-9768.72,-9.5903
57,2026-04-01T13:35:00+05:30,2026-04-01,equity,KOTAKBANK_NS,345.15,92437.28,-9423.57,-9.2514
58,2026-04-01T13:40:00+05:30,2026-04-01,derivatives,NSEI,-280.26,92157.02,-9703.83,-9.5266
59,2026-04-01T13:40:00+05:30,2026-04-01,equity,ITC_NS,121.37,92278.39,-9582.46,-9.4074
60,2026-04-01T13:40:00+05:30,2026-04-01,equity,ITC_NS,-340.12,91938.27,-9922.58,-9.7413
61,2026-04-01T13:40:00+05:30,2026-04-01,equity,KOTAKBANK_NS,-457.76,91480.51,-10380.34,-10.1907
62,2026-04-01T13:40:00+05:30,2026-04-01,equity,RELIANCE_NS,-393.67,91086.84,-10774.01,-10.5772
63,2026-04-01T13:45:00+05:30,2026-04-01,derivatives,CNXFMCG,525.63,91612.47,-10248.38,-10.0612
64,2026-04-01T13:45:00-04:00,2026-04-01,commodities,CLF,-715.57,90896.9,-10963.95,-10.7637
65,2026-04-01T14:00:00-04:00,2026-04-01,commodities,GCF,-270.88,90626.02,-11234.83,-11.0296
66,2026-04-01T14:15:00+05:30,2026-04-01,derivatives,CNXAUTO,-435.09,90190.93,-11669.92,-11.4567
67,2026-04-01T14:15:00-04:00,2026-04-01,commodities,HGF,-256.97,89933.96,-11926.89,-11.709
68,2026-04-01T14:15:00-04:00,2026-04-01,commodities,SIF,-407.15,89526.81,-12334.04,-12.1087
69,2026-04-01T14:30:00+05:30,2026-04-01,derivatives,NSEBANK,120.68,89647.49,-12213.36,-11.9902
70,2026-04-01T14:35:00+05:30,2026-04-01,derivatives,NSEBANK,21.23,89668.72,-12192.13,-11.9694
71,2026-04-01T14:35:00+05:30,2026-04-01,equity,LT_NS,-573.84,89094.88,-12765.97,-12.5328
72,2026-04-01T14:40:00+05:30,2026-04-01,derivatives,NSEBANK,-210.2,88884.68,-12976.17,-12.7391
73,2026-04-01T14:45:00+05:30,2026-04-01,equity,HDFCBANK_NS,253.22,89137.9,-12722.95,-12.4905
74,2026-04-01T14:50:00-04:00,2026-04-01,commodities,NGF,290.32,89428.22,-12432.63,-12.2055
75,2026-04-01T15:05:00+05:30,2026-04-01,equity,HDFCBANK_NS,-470.08,88958.14,-12902.71,-12.667
76,2026-04-01T15:20:00+05:30,2026-04-01,derivatives,CNXFMCG,215.08,89173.22,-12687.63,-12.4558
77,2026-04-01T15:20:00+05:30,2026-04-01,equity,ICICIBANK_NS,81.04,89254.26,-12606.59,-12.3763
78,2026-04-01T15:20:00+05:30,2026-04-01,equity,SBIN_NS,-476.17,88778.09,-13082.76,-12.8438
79,2026-04-01T15:20:00-04:00,2026-04-01,commodities,CLF,309.44,89087.53,-12773.32,-12.54
80,2026-04-01T15:20:00-04:00,2026-04-01,commodities,NGF,184.61,89272.14,-12588.71,-12.3587
81,2026-04-02T11:15:00+05:30,2026-04-02,equity,TCS_NS,163.65,89435.79,-12425.06,-12.1981
82,2026-04-02T11:15:00-04:00,2026-04-02,commodities,GCF,109.13,89544.92,-12315.93,-12.0909
83,2026-04-02T11:25:00-04:00,2026-04-02,commodities,SIF,547.97,90092.89,-11767.96,-11.553
84,2026-04-02T11:30:00+05:30,2026-04-02,derivatives,CNXIT,-455.95,89636.94,-12223.91,-12.0006
85,2026-04-02T11:55:00+05:30,2026-04-02,equity,INFY_NS,314.53,89951.47,-11909.38,-11.6918
86,2026-04-02T12:00:00-04:00,2026-04-02,commodities,HGF,319.02,90270.49,-11590.36,-11.3786
87,2026-04-02T12:15:00-04:00,2026-04-02,commodities,GCF,-638.53,89631.96,-12228.89,-12.0055
88,2026-04-02T12:30:00+05:30,2026-04-02,derivatives,CNXAUTO,-380.04,89251.92,-12608.93,-12.3786
89,2026-04-02T12:35:00+05:30,2026-04-02,derivatives,CNXFMCG,-306.0,88945.92,-12914.93,-12.679
90,2026-04-02T12:35:00+05:30,2026-04-02,derivatives,NSEI,-268.55,88677.37,-13183.48,-12.9426
91,2026-04-02T12:35:00+05:30,2026-04-02,equity,ITC_NS,-378.56,88298.81,-13562.04,-13.3143
92,2026-04-02T12:35:00+05:30,2026-04-02,equity,KOTAKBANK_NS,-476.55,87822.26,-14038.59,-13.7821
93,2026-04-02T12:35:00+05:30,2026-04-02,equity,LT_NS,-395.47,87426.79,-14434.06,-14.1704
94,2026-04-02T12:35:00+05:30,2026-04-02,equity,TCS_NS,171.84,87598.63,-14262.22,-14.0017
95,2026-04-02T12:55:00+05:30,2026-04-02,equity,HDFCBANK_NS,-413.21,87185.42,-14675.43,-14.4073
96,2026-04-02T12:55:00-04:00,2026-04-02,commodities,SIF,641.19,87826.61,-14034.24,-13.7779
97,2026-04-02T13:00:00+05:30,2026-04-02,derivatives,NSEBANK,-184.5,87642.11,-14218.74,-13.959
98,2026-04-02T13:00:00+05:30,2026-04-02,equity,BHARTIARTL_NS,159.26,87801.37,-14059.48,-13.8026
99,2026-04-02T13:00:00+05:30,2026-04-02,equity,ICICIBANK_NS,-394.98,87406.39,-14454.46,-14.1904
100,2026-04-02T13:00:00+05:30,2026-04-02,equity,SBIN_NS,-460.62,86945.77,-14915.08,-14.6426
101,2026-04-02T13:05:00+05:30,2026-04-02,equity,INFY_NS,200.12,87145.89,-14714.96,-14.4461
102,2026-04-02T13:10:00+05:30,2026-04-02,equity,INFY_NS,-465.54,86680.35,-15180.5,-14.9032
103,2026-04-02T13:10:00+05:30,2026-04-02,equity,TCS_NS,-399.97,86280.38,-15580.47,-15.2958
104,2026-04-02T13:20:00-04:00,2026-04-02,commodities,NGF,7.03,86287.41,-15573.44,-15.2889
105,2026-04-02T13:25:00-04:00,2026-04-02,commodities,NGF,-555.97,85731.44,-16129.41,-15.8347
106,2026-04-02T13:30:00+05:30,2026-04-02,equity,BHARTIARTL_NS,384.29,86115.73,-15745.12,-15.4575
107,2026-04-02T13:30:00-04:00,2026-04-02,commodities,GCF,157.81,86273.54,-15587.31,-15.3026
108,2026-04-02T13:45:00-04:00,2026-04-02,commodities,HGF,-46.34,86227.2,-15633.65,-15.348
109,2026-04-02T14:00:00+05:30,2026-04-02,equity,BHARTIARTL_NS,-469.11,85758.09,-16102.76,-15.8086
110,2026-04-02T14:10:00+05:30,2026-04-02,equity,RELIANCE_NS,-462.63,85295.46,-16565.39,-16.2628
111,2026-04-02T14:50:00-04:00,2026-04-02,commodities,GCF,241.77,85537.23,-16323.62,-16.0254
112,2026-04-02T15:05:00-04:00,2026-04-02,commodities,HGF,-279.03,85258.2,-16602.65,-16.2993
113,2026-04-02T15:10:00-04:00,2026-04-02,commodities,GCF,-353.05,84905.15,-16955.7,-16.6459
114,2026-04-02T15:20:00-04:00,2026-04-02,commodities,CLF,88.81,84993.96,-16866.89,-16.5588
115,2026-04-02T15:20:00-04:00,2026-04-02,commodities,NGF,7.03,85000.99,-16859.86,-16.5519
116,2026-04-02T15:20:00-04:00,2026-04-02,commodities,SIF,-423.48,84577.51,-17283.34,-16.9676
117,2026-04-06T09:20:00+05:30,2026-04-06,equity,RELIANCE_NS,-704.75,83872.76,-17988.09,-17.6595
118,2026-04-06T09:35:00-04:00,2026-04-06,commodities,CLF,-822.25,83050.51,-18810.34,-18.4667
119,2026-04-06T09:55:00-04:00,2026-04-06,commodities,SIF,562.1,83612.61,-18248.24,-17.9149
120,2026-04-06T10:05:00-04:00,2026-04-06,commodities,SIF,537.86,84150.47,-17710.38,-17.3868
121,2026-04-06T10:20:00+05:30,2026-04-06,derivatives,NSEI,191.18,84341.65,-17519.2,-17.1991
122,2026-04-06T10:25:00-04:00,2026-04-06,commodities,HGF,490.09,84831.74,-17029.11,-16.718
123,2026-04-06T10:25:00-04:00,2026-04-06,commodities,SIF,444.51,85276.25,-16584.6,-16.2816
124,2026-04-06T10:30:00+05:30,2026-04-06,equity,ICICIBANK_NS,397.85,85674.1,-16186.75,-15.891
125,2026-04-06T10:50:00-04:00,2026-04-06,commodities,HGF,478.51,86152.61,-15708.24,-15.4213
126,2026-04-06T11:05:00+05:30,2026-04-06,derivatives,NSEI,106.34,86258.95,-15601.9,-15.3169
127,2026-04-06T11:05:00+05:30,2026-04-06,equity,SBIN_NS,-683.14,85575.81,-16285.04,-15.9875
128,2026-04-06T11:10:00-04:00,2026-04-06,commodities,SIF,304.99,85880.8,-15980.05,-15.6881
129,2026-04-06T11:15:00-04:00,2026-04-06,commodities,NGF,576.44,86457.24,-15403.61,-15.1222
130,2026-04-06T11:15:00-04:00,2026-04-06,commodities,SIF,-704.66,85752.58,-16108.27,-15.814
131,2026-04-06T11:20:00+05:30,2026-04-06,equity,LT_NS,210.63,85963.21,-15897.64,-15.6072
132,2026-04-06T11:25:00+05:30,2026-04-06,equity,ITC_NS,277.14,86240.35,-15620.5,-15.3351
133,2026-04-06T11:25:00-04:00,2026-04-06,commodities,CLF,917.66,87158.01,-14702.84,-14.4342
134,2026-04-06T11:35:00+05:30,2026-04-06,equity,BHARTIARTL_NS,410.47,87568.48,-14292.37,-14.0313
135,2026-04-06T11:45:00+05:30,2026-04-06,equity,LT_NS,-501.91,87066.57,-14794.28,-14.524
136,2026-04-06T11:50:00+05:30,2026-04-06,derivatives,NSEI,133.12,87199.69,-14661.16,-14.3933
137,2026-04-06T11:55:00+05:30,2026-04-06,equity,BHARTIARTL_NS,-505.48,86694.21,-15166.64,-14.8896
138,2026-04-06T11:55:00+05:30,2026-04-06,equity,ICICIBANK_NS,-570.67,86123.54,-15737.31,-15.4498
139,2026-04-06T11:55:00-04:00,2026-04-06,commodities,NGF,395.72,86519.26,-15341.59,-15.0613
140,2026-04-06T12:00:00+05:30,2026-04-06,derivatives,CNXAUTO,212.19,86731.45,-15129.4,-14.853
141,2026-04-06T12:00:00+05:30,2026-04-06,equity,KOTAKBANK_NS,640.72,87372.17,-14488.68,-14.224
142,2026-04-06T12:20:00+05:30,2026-04-06,derivatives,NSEI,-351.15,87021.02,-14839.83,-14.5687
143,2026-04-06T12:20:00+05:30,2026-04-06,equity,KOTAKBANK_NS,-483.11,86537.91,-15322.94,-15.043
144,2026-04-06T12:25:00+05:30,2026-04-06,equity,TCS_NS,217.64,86755.55,-15105.3,-14.8293
145,2026-04-06T12:25:00-04:00,2026-04-06,commodities,HGF,69.87,86825.42,-15035.43,-14.7608
146,2026-04-06T12:35:00+05:30,2026-04-06,equity,ITC_NS,-479.96,86345.46,-15515.39,-15.2319
147,2026-04-06T12:40:00+05:30,2026-04-06,derivatives,CNXFMCG,52.46,86397.92,-15462.93,-15.1804
148,2026-04-06T12:40:00-04:00,2026-04-06,commodities,CLF,248.08,86646.0,-15214.85,-14.9369
149,2026-04-06T12:45:00+05:30,2026-04-06,equity,SBIN_NS,-524.61,86121.39,-15739.46,-15.4519
150,2026-04-06T12:55:00+05:30,2026-04-06,derivatives,CNXAUTO,-461.1,85660.29,-16200.56,-15.9046
151,2026-04-06T12:55:00+05:30,2026-04-06,derivatives,CNXFMCG,-325.31,85334.98,-16525.87,-16.224
152,2026-04-06T12:55:00+05:30,2026-04-06,equity,TCS_NS,-439.3,84895.68,-16965.17,-16.6552
153,2026-04-06T13:00:00+05:30,2026-04-06,equity,INFY_NS,379.34,85275.02,-16585.83,-16.2828
154,2026-04-06T13:00:00-04:00,2026-04-06,commodities,CLF,392.04,85667.06,-16193.79,-15.898
155,2026-04-06T13:00:00-04:00,2026-04-06,commodities,CLF,-750.26,84916.8,-16944.05,-16.6345
156,2026-04-06T13:00:00-04:00,2026-04-06,commodities,NGF,397.54,85314.34,-16546.51,-16.2442
157,2026-04-06T13:10:00-04:00,2026-04-06,commodities,GCF,-424.82,84889.52,-16971.33,-16.6613
158,2026-04-06T13:15:00-04:00,2026-04-06,commodities,SIF,319.03,85208.55,-16652.3,-16.3481
159,2026-04-06T13:25:00-04:00,2026-04-06,commodities,SIF,444.47,85653.02,-16207.83,-15.9117
