rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,4,commodities,CLF,2026-04-07,INVERSE_BUY,BUY,SHORT,2026-04-07T14:55:00-04:00,2026-04-07T15:00:00-04:00,115.120003,115.076978,116.035433,111.458282,114.204573,113.289142,112.373712,111.458282,110.542852,0.610287,0.91543,114.285081,114.232307,115.065125,59.6118,-0.099177,-0.327968,26.6474,1964.0,3382.7,85.71,0.0,STRONG BULL,868,99886.82,852.08,3,5,2026-04-07T15:20:00-04:00,112.46249,OPPOSITE_SIGNAL,2269.38,59.25,2210.12,2.2126,2.5938
BEST,2,4,commodities,NGF,2026-04-13,INVERSE_BUY,BUY,SHORT,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,2.707,2.707458,2.722323,2.64571,2.691677,2.676355,2.661032,2.64571,2.630387,0.010215,0.015323,2.656143,2.651452,2.703667,79.3713,0.002064,-0.002516,21.6926,1073.0,1540.3,71.43,0.0,STRONG BULL,36935,99999.97,569.12,3,21,2026-04-13T11:00:00-04:00,2.65253,OPPOSITE_SIGNAL,2028.75,59.39,1969.36,1.9694,3.4604
BEST,3,4,equity,LT_NS,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,3850.800049,3849.7698,3826.802817,3946.788976,3874.797281,3898.794512,3922.791744,3946.788976,3970.786207,15.998154,23.997232,3935.319963,3943.795843,3847.700033,15.0746,-5.491912,0.51824,22.7728,0.0,53920.4,14.29,57.14,STRONG BEAR,25,96244.24,593.31,3,25,2026-04-13T11:20:00+05:30,3928.614022,OPPOSITE_SIGNAL,1971.11,58.34,1912.77,1.9874,3.2239
BEST,4,4,commodities,CLF,2026-04-13,INVERSE_BUY,BUY,SHORT,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,103.589996,103.559286,105.037753,97.798968,102.142239,100.694482,99.246725,97.798968,96.351211,0.965171,1.447757,97.596425,97.314625,103.589999,82.8133,0.005542,-0.461402,41.2565,1431.0,2922.65,71.43,14.29,STRONG BULL,666,68970.48,998.65,2,40,2026-04-13T12:35:00-04:00,100.980191,OPPOSITE_SIGNAL,1717.68,40.87,1676.81,2.4312,1.6791
BEST,5,4,commodities,NGF,2026-04-23,INVERSE_BUY,BUY,SHORT,2026-04-23T09:15:00-04:00,2026-04-23T09:20:00-04:00,2.787,2.785443,2.801774,2.727903,2.772226,2.757451,2.742677,2.727903,2.713129,0.009849,0.014774,2.728563,2.723803,2.785667,82.6396,0.001585,-0.003832,36.3952,2282.0,680.2,100.0,0.0,STRONG BULL,35900,99997.4,606.41,3,19,2026-04-23T10:50:00-04:00,2.743549,OPPOSITE_SIGNAL,1504.01,59.55,1444.46,1.4445,2.382
BEST,6,4,commodities,SIF,2026-04-07,INVERSE_SELL,SELL,LONG,2026-04-07T14:55:00-04:00,2026-04-07T15:00:00-04:00,71.489998,71.529302,71.213866,72.594525,71.76613,72.042261,72.318393,72.594525,72.870657,0.184088,0.276132,71.932973,71.99113,71.326672,33.2737,0.005515,0.103127,25.5042,295.0,189.6,14.29,85.71,STRONG BEAR,1398,99997.96,460.89,4,5,2026-04-07T15:20:00-04:00,72.580006,TP4,1468.88,60.44,1408.45,1.4085,3.0559
BEST,7,4,commodities,CLF,2026-03-30,INVERSE_SELL,SELL,LONG,2026-03-30T11:40:00-04:00,2026-03-30T11:45:00-04:00,101.529999,101.560309,100.872264,104.160939,102.187734,102.845469,103.503204,104.160939,104.818674,0.43849,0.657735,102.075535,102.096368,102.124457,42.1444,0.021893,0.084693,13.0405,2423.0,2776.1,0.0,71.43,STRONG BEAR,984,99935.34,696.89,2,4,2026-03-30T12:00:00-04:00,102.939407,OPPOSITE_SIGNAL,1357.03,60.37,1296.66,1.2975,1.8606
BEST,8,4,commodities,NGF,2026-03-31,INVERSE_BUY,BUY,SHORT,2026-03-31T12:30:00-04:00,2026-03-31T12:35:00-04:00,2.93,2.928414,2.946816,2.862736,2.913184,2.896368,2.879552,2.862736,2.845919,0.011211,0.016816,2.915309,2.914003,2.929735,60.8405,0.000123,-0.002253,24.6318,1204.0,1103.4,85.71,0.0,STRONG BULL,34148,99999.48,648.52,3,3,2026-03-31T12:45:00-04:00,2.891578,OPPOSITE_SIGNAL,1257.87,59.62,1198.25,1.1983,1.8477
BEST,9,4,commodities,NGF,2026-04-17,INVERSE_SELL,SELL,LONG,2026-04-17T09:25:00-04:00,2026-04-17T09:30:00-04:00,2.633,2.633526,2.620835,2.681661,2.645165,2.65733,2.669496,2.681661,2.693826,0.00811,0.012165,2.647953,2.649359,2.635075,36.982,0.000536,0.003698,28.7215,2639.0,934.3,14.29,85.71,STRONG BEAR,37971,99997.63,501.83,3,5,2026-04-17T09:50:00-04:00,2.665467,OPPOSITE_SIGNAL,1212.82,60.36,1152.46,1.1525,2.2965
BEST,10,4,commodities,CLF,2026-04-10,INVERSE_SELL,SELL,LONG,2026-04-10T10:20:00-04:00,2026-04-10T10:25:00-04:00,97.57,97.589514,96.823244,100.557023,98.316755,99.063511,99.810267,100.557023,101.303778,0.497837,0.746756,98.060367,98.110425,98.223927,41.8138,0.018069,0.132344,16.6204,1474.0,1576.1,0.0,71.43,STRONG BEAR,1024,99931.66,804.49,1,6,2026-04-10T10:50:00-04:00,98.74025,OPPOSITE_SIGNAL,1178.35,60.31,1118.04,1.1188,1.3898
WORST,1,4,commodities,CLF,2026-04-08,INVERSE_BUY,BUY,SHORT,2026-04-08T14:55:00-04:00,2026-04-08T15:00:00-04:00,95.43,95.410914,96.346714,91.763144,94.513286,93.596572,92.679858,91.763144,90.84643,0.611143,0.916714,94.960845,94.938173,94.647143,54.3056,-0.081643,-0.193891,13.3118,1814.0,4291.85,71.43,0.0,STRONG BULL,1047,99895.23,999.96,0,5,2026-04-08T15:20:00-04:00,96.365984,STOP_LOSS,-999.96,60.24,-1060.2,-1.0613,-1.0602
WORST,2,4,commodities,CLF,2026-04-01,INVERSE_SELL,SELL,LONG,2026-04-01T09:15:00-04:00,2026-04-01T09:20:00-04:00,100.300003,100.340064,99.226577,104.593706,101.373429,102.446854,103.52028,104.593706,105.667131,0.715617,1.073426,101.786871,101.924898,100.34667,34.6908,-0.142436,-0.091839,26.3343,2997.0,3181.75,0.0,85.71,STRONG BEAR,882,88499.94,999.6,0,4,2026-04-01T09:35:00-04:00,99.206732,STOP_LOSS,-999.6,52.8,-1052.4,-1.1892,-1.0528
WORST,3,4,commodities,CLF,2026-04-09,INVERSE_BUY,BUY,SHORT,2026-04-09T14:25:00-04:00,2026-04-09T14:30:00-04:00,97.889999,97.870421,99.003794,93.434822,96.776205,95.66241,94.548616,93.434822,92.321027,0.74253,1.113794,97.203364,97.189252,98.886419,56.2549,-0.200459,-0.492192,28.2785,14390.0,4312.55,71.43,28.57,STRONG BULL,867,84853.66,999.8,0,10,2026-04-09T15:15:00-04:00,99.023595,STOP_LOSS,-999.8,51.21,-1051.01,-1.2386,-1.0512
