date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,7,6,1491.1,775.55,715.57,0.7156,100715.57,0.0,0.0
2026-03-31,13,5,8,-2135.36,760.4,-2895.77,-2.8752,97819.8,-2895.77,-2.8752
2026-04-01,54,23,31,-5493.15,3054.48,-8547.66,-8.7382,89272.14,-11443.43,-11.3621
2026-04-02,36,15,21,-2596.66,2097.96,-4694.63,-5.2588,84577.51,-16138.06,-16.0234
2026-04-06,56,33,23,3723.0,3308.2,414.81,0.4904,84992.32,-15723.25,-15.6115
2026-04-07,76,43,33,4413.44,4301.65,111.77,0.1315,85104.09,-15611.48,-15.5006
2026-04-08,48,25,23,1914.55,2820.77,-906.31,-1.0649,84197.78,-16517.79,-16.4004
2026-04-09,56,21,35,-5335.12,3188.37,-8523.48,-10.1232,75674.3,-25041.27,-24.8634
2026-04-10,73,30,43,-2949.44,4218.89,-7168.34,-9.4726,68505.96,-32209.61,-31.9808
2026-04-13,54,21,33,3623.1,3039.63,583.48,0.8517,69089.44,-31626.13,-31.4014
2026-04-14,9,4,5,1109.79,539.69,570.11,0.8252,69659.55,-31056.02,-30.8354
2026-04-15,70,30,40,-5780.61,3863.55,-9644.15,-13.8447,60015.4,-40700.17,-40.411
2026-04-16,66,20,46,-5449.51,3790.9,-9240.41,-15.3967,50774.99,-49940.58,-49.5858
2026-04-17,69,31,38,-249.74,3928.66,-4178.47,-8.2294,46596.52,-54119.05,-53.7345
2026-04-20,25,12,13,1467.11,1490.72,-23.58,-0.0506,46572.94,-54142.63,-53.758
2026-04-21,52,13,39,-7414.65,3002.91,-10417.51,-22.3682,36155.43,-64560.14,-64.1014
2026-04-22,63,22,41,-6274.88,3442.99,-9717.84,-26.878,26437.59,-74277.98,-73.7502
2026-04-23,66,31,35,533.99,3740.9,-3206.88,-12.13,23230.71,-77484.86,-76.9343
2026-04-24,52,20,32,-3224.2,2866.26,-6090.45,-26.2172,17140.26,-83575.31,-82.9815
2026-04-27,59,30,29,472.59,3353.07,-2880.49,-16.8054,14259.77,-86455.8,-85.8415
2026-04-28,54,19,35,-857.63,2984.41,-3842.06,-26.9434,10417.71,-90297.86,-89.6563
2026-04-29,20,3,17,-3060.36,1106.18,-4166.55,-39.9949,6251.16,-94464.41,-93.7933
