period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021-05,19,1,3,0,42,0,19,23,32,10,0,0,4,11,0,-215.96,-14.40,-10079.51,-671.97,989920.49,2021-05-15,689.09,13917.58,2021-05-21,-396.97,-9721.93,1,4,1118.27,29448.20,2.8889
2021-06,30,0,1,0,111,0,59,52,88,23,0,0,12,17,0,210.25,7.25,555.33,19.15,990475.85,2021-06-13,540.43,15180.56,2021-06-19,-436.04,-12164.15,3,5,1484.11,43515.69,4.2085
2021-07,31,0,1,0,155,0,80,75,118,37,0,0,18,12,0,1543.39,51.45,52371.29,1745.71,1042847.18,2021-07-25,520.49,15317.84,2021-07-02,-581.81,-17348.60,9,3,1110.98,32504.68,3.2817
2021-08,31,2,3,0,124,0,61,63,100,24,0,0,10,16,0,-589.24,-22.66,-11950.30,-459.63,1030896.92,2021-08-19,1362.00,30332.32,2021-08-11,-726.13,-15913.12,3,4,1733.90,35871.85,3.3627
2021-09,30,1,4,0,171,0,91,80,147,24,0,0,10,15,0,-4985.35,-199.41,-109121.03,-4364.84,921775.93,2021-09-11,785.41,17300.81,2021-09-09,-1238.32,-26760.30,2,4,5620.44,123120.33,11.8495
2021-10,31,0,2,0,172,0,85,87,147,25,0,0,8,21,0,-5721.61,-197.30,-103005.84,-3551.93,818770.05,2021-10-26,1672.36,26727.71,2021-10-17,-1557.89,-25546.97,2,5,5721.61,103005.88,11.1747
2021-11,30,1,2,0,147,1,64,83,120,27,0,0,13,14,0,-417.74,-15.47,-3337.92,-123.63,815432.12,2021-11-07,1729.63,28116.75,2021-11-03,-1750.88,-27755.97,4,4,3859.11,60888.48,7.4366
2021-12,31,0,2,0,174,0,91,83,141,33,0,0,15,14,0,779.92,26.89,18950.28,653.46,834382.43,2021-12-16,1045.65,21567.63,2021-12-05,-1094.00,-22252.45,4,2,1650.71,30286.26,3.7141
2022-01,31,0,2,0,189,0,98,91,153,36,0,0,11,18,0,-1535.00,-52.93,-26212.34,-903.87,808170.09,2022-01-17,881.83,20593.55,2022-01-09,-851.69,-20422.90,3,7,4584.12,103054.80,12.3510
2022-02,28,2,1,0,161,0,85,76,141,20,0,0,7,18,0,-4670.36,-186.81,-108020.60,-4320.82,700149.51,2022-02-04,940.74,25288.14,2022-02-06,-1462.90,-35154.86,2,6,5508.93,130564.32,15.7309
2022-03,31,1,2,0,218,0,111,107,178,40,0,0,13,15,0,-241.37,-8.62,516.75,18.46,700666.29,2022-03-06,992.87,25420.40,2022-03-26,-884.27,-19898.53,2,3,1978.66,45692.48,6.1270
2022-04,30,0,4,0,150,0,83,67,132,18,0,0,9,17,0,-3842.85,-147.80,-95415.43,-3669.82,605250.85,2022-04-20,662.40,16029.52,2022-04-24,-947.02,-23894.76,4,7,4900.98,119458.74,16.6514
2022-05,31,0,2,0,157,0,89,68,132,25,0,0,14,15,0,-1738.09,-59.93,-62607.20,-2158.87,542643.61,2022-05-15,892.82,30047.24,2022-05-26,-920.88,-31133.95,4,5,2754.50,91774.36,14.4659
2022-06,30,0,2,0,118,0,50,68,91,27,0,0,14,14,0,715.74,25.56,24199.57,864.27,566843.16,2022-06-08,409.13,13450.99,2022-06-04,-475.10,-16020.97,3,4,713.69,23467.27,4.3246
2022-07,31,2,1,0,136,0,77,59,108,28,0,0,13,15,0,71.16,2.54,3214.97,114.82,570058.15,2022-07-22,394.16,17099.47,2022-07-09,-386.19,-17865.96,4,5,848.50,38442.30,6.7146
2022-08,31,0,1,0,185,0,92,93,150,35,0,0,14,16,0,-652.56,-21.75,-31718.95,-1057.30,538339.24,2022-08-16,407.67,16829.64,2022-08-28,-396.56,-19854.99,3,3,910.35,42764.16,7.3591
2022-09,30,0,1,0,174,0,92,82,143,31,0,0,16,13,0,951.24,32.80,48357.25,1667.49,586696.41,2022-09-01,514.55,25607.11,2022-09-11,-464.41,-21524.65,3,3,687.68,33005.83,5.5791
2022-10,31,1,3,0,196,0,99,97,159,37,0,0,12,15,0,81.30,3.01,3796.57,140.61,590492.96,2022-10-10,229.84,11896.32,2022-10-05,-266.69,-13192.40,2,3,452.86,22848.65,3.8644
2022-11,30,0,2,0,190,0,98,92,160,30,0,0,13,15,0,-571.30,-20.40,-26048.55,-930.31,564444.37,2022-11-18,291.49,17521.81,2022-11-01,-458.68,-22377.44,3,3,1122.68,58127.19,9.8438
2022-12,31,0,0,0,233,0,119,114,197,36,0,0,13,18,0,-509.08,-16.42,-30448.72,-982.22,533995.69,2022-12-13,225.67,13147.17,2022-12-02,-202.72,-11974.58,4,6,692.76,41553.35,7.3618
2023-01,31,1,1,0,193,0,107,86,162,31,0,0,14,15,0,-10.45,-0.36,-285.03,-9.83,533710.67,2023-01-25,746.54,32747.60,2023-01-27,-534.34,-23217.99,3,5,936.06,41685.92,7.6257
2023-02,28,1,0,0,140,0,66,74,111,29,0,0,15,12,0,1883.99,69.78,77424.44,2867.57,611135.12,2023-02-21,623.35,25211.80,2023-02-01,-309.21,-13433.68,4,4,476.85,21680.02,3.9065
