market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,21,49,30.0,-24742.43,-353.46,34805.65,-9999.64,0.9011
commodities,GCF,59,22,37,37.29,14642.93,248.19,17026.22,-3447.73,1.2429
commodities,HGF,53,19,34,35.85,-4769.12,-89.98,8429.29,-5719.87,0.9224
commodities,NGF,71,17,54,23.94,-79603.96,-1121.18,19591.14,-7410.62,0.6004
commodities,SIF,68,22,46,32.35,-9795.97,-144.06,29371.17,-7418.78,0.9438
derivatives,CNXAUTO,43,19,24,44.19,19170.02,445.81,11928.4,-5171.01,1.3694
derivatives,CNXFMCG,56,17,39,30.36,-2977.11,-53.16,11015.57,-4356.43,0.956
derivatives,CNXIT,53,20,33,37.74,48698.01,918.83,15983.76,-4044.01,1.6895
derivatives,NSEBANK,50,12,38,24.0,7713.87,154.28,10158.51,-4863.26,1.1331
derivatives,NSEI,49,18,31,36.73,16605.84,338.89,11525.31,-3864.16,1.3521
equity,BHARTIARTL_NS,56,18,38,32.14,18611.48,332.35,15505.09,-5150.66,1.2254
equity,HDFCBANK_NS,45,14,31,31.11,3984.08,88.54,13152.71,-5233.11,1.0506
equity,ICICIBANK_NS,51,14,37,27.45,44299.79,868.62,19235.41,-4980.0,1.614
equity,INFY_NS,53,16,37,30.19,7085.51,133.69,19614.39,-5822.56,1.0666
equity,ITC_NS,57,13,44,22.81,-9200.18,-161.41,11692.37,-4192.01,0.8659
equity,KOTAKBANK_NS,41,16,25,39.02,60173.4,1467.64,16169.64,-6934.74,2.0132
equity,LT_NS,58,16,42,27.59,4773.36,82.3,18505.95,-6681.5,1.0517
equity,RELIANCE_NS,55,17,38,30.91,11724.35,213.17,22867.09,-5505.23,1.1528
equity,SBIN_NS,49,19,30,38.78,73525.94,1500.53,18143.06,-5777.22,2.0922
equity,TCS_NS,44,17,27,38.64,66443.09,1510.07,16247.45,-4792.01,1.9878
