market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,21,49,30.0,3836.85,54.81,30318.33,-9999.64,1.0153
commodities,GCF,59,22,37,37.29,14311.14,242.56,12742.67,-3447.73,1.2374
commodities,HGF,53,19,34,35.85,-12720.76,-240.01,6321.96,-5719.87,0.7931
commodities,NGF,71,17,54,23.94,-81848.08,-1152.79,15012.66,-7410.62,0.5891
commodities,SIF,68,23,45,33.82,-19451.65,-286.05,25853.05,-7418.78,0.8859
derivatives,CNXAUTO,43,19,24,44.19,33087.18,769.47,10942.46,-5171.01,1.6377
derivatives,CNXFMCG,56,17,39,30.36,-10229.93,-182.68,9212.57,-4356.43,0.8486
derivatives,CNXIT,53,20,33,37.74,45754.32,863.29,16750.56,-4044.01,1.6478
derivatives,NSEBANK,50,12,38,24.0,-1215.59,-24.31,7621.5,-4863.26,0.979
derivatives,NSEI,49,18,31,36.73,15420.22,314.7,8638.48,-3864.16,1.327
equity,BHARTIARTL_NS,56,18,38,32.14,35002.98,625.05,12849.9,-5150.66,1.424
equity,HDFCBANK_NS,45,14,31,31.11,-553.13,-12.29,13015.26,-5233.11,0.993
equity,ICICIBANK_NS,51,14,37,27.45,28384.53,556.56,16269.6,-4980.0,1.3934
equity,INFY_NS,53,16,37,30.19,9916.08,187.1,18619.27,-5822.56,1.0932
equity,ITC_NS,57,13,44,22.81,-17522.02,-307.4,8687.94,-4192.01,0.7446
equity,KOTAKBANK_NS,41,16,25,39.02,46023.83,1122.53,12127.23,-6934.74,1.7749
equity,LT_NS,58,16,42,27.59,688.09,11.86,13720.18,-6681.5,1.0075
equity,RELIANCE_NS,55,17,38,30.91,840.76,15.29,17280.88,-5505.23,1.011
equity,SBIN_NS,49,19,30,38.78,55245.1,1127.45,13521.03,-5777.22,1.8206
equity,TCS_NS,44,17,27,38.64,51229.93,1164.32,13720.0,-4792.01,1.7616
