market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,32,38,45.71,16215.93,231.66,10378.77,-9999.64,1.083
commodities,GCF,59,27,32,45.76,11180.24,189.5,5452.76,-3447.73,1.208
commodities,HGF,53,26,27,49.06,-7753.2,-146.29,3117.76,-5719.87,0.8464
commodities,NGF,71,25,46,35.21,-67644.8,-952.74,7059.64,-7410.62,0.619
commodities,SIF,68,28,40,41.18,-47536.84,-699.07,8253.45,-7418.78,0.6861
derivatives,CNXAUTO,43,24,19,55.81,13335.98,310.14,4604.19,-5171.01,1.3005
derivatives,CNXFMCG,56,28,28,50.0,-2414.68,-43.12,4018.86,-4356.43,0.955
derivatives,CNXIT,53,24,29,45.28,1367.34,25.8,5578.19,-4044.01,1.0216
derivatives,NSEBANK,50,18,32,36.0,-5087.56,-101.75,4307.31,-4863.26,0.8925
derivatives,NSEI,49,24,25,48.98,-4420.89,-90.22,2864.83,-3864.16,0.8973
equity,BHARTIARTL_NS,56,22,34,39.29,-16396.29,-292.79,4661.18,-5150.66,0.7889
equity,HDFCBANK_NS,45,22,23,48.89,6384.89,141.89,5728.51,-5233.11,1.1026
equity,ICICIBANK_NS,51,17,34,33.33,-9089.4,-178.22,5621.48,-4980.0,0.8636
equity,INFY_NS,53,21,32,39.62,-27133.72,-511.96,6402.99,-5822.56,0.7339
equity,ITC_NS,57,24,33,42.11,-4205.96,-73.79,3809.03,-4192.01,0.9221
equity,KOTAKBANK_NS,41,26,15,63.41,34609.56,844.14,4725.98,-6934.74,1.8239
equity,LT_NS,58,25,33,43.1,232.23,4.0,5976.29,-6681.5,1.003
equity,RELIANCE_NS,55,26,29,47.27,8802.71,160.05,6108.46,-5505.23,1.1356
equity,SBIN_NS,49,25,24,51.02,21331.42,435.34,5883.29,-5777.22,1.3761
equity,TCS_NS,44,22,22,50.0,11004.48,250.1,6312.9,-4792.01,1.1952
