date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,4,9,-9586.38,0.0,-9586.38,-0.9586,990413.62,-9586.38,-0.9586
2026-03-31,13,2,11,-3169.17,0.0,-3169.17,-0.32,987244.45,-12755.55,-1.2756
2026-04-01,54,21,33,16914.85,0.0,16914.85,1.7133,1004159.3,0.0,0.0
2026-04-02,36,17,19,118551.06,0.0,118551.06,11.806,1122710.36,0.0,0.0
2026-04-06,56,17,39,-11051.26,0.0,-11051.26,-0.9843,1111659.1,-11051.26,-0.9843
2026-04-07,76,21,55,4242.47,0.0,4242.47,0.3816,1115901.57,-6808.79,-0.6065
2026-04-08,48,15,33,-10426.56,0.0,-10426.56,-0.9344,1105475.01,-17235.35,-1.5352
2026-04-09,56,21,35,72236.12,0.0,72236.12,6.5344,1177711.13,0.0,0.0
2026-04-10,73,23,50,-413.81,0.0,-413.81,-0.0351,1177297.32,-413.81,-0.0351
2026-04-13,54,19,35,48665.86,0.0,48665.86,4.1337,1225963.18,0.0,0.0
2026-04-14,9,2,7,6985.85,0.0,6985.85,0.5698,1232949.03,0.0,0.0
2026-04-15,70,20,50,-36609.74,0.0,-36609.74,-2.9693,1196339.29,-36609.74,-2.9693
2026-04-16,66,25,41,20674.83,0.0,20674.83,1.7282,1217014.12,-15934.91,-1.2924
2026-04-17,69,20,49,-10029.89,0.0,-10029.89,-0.8241,1206984.23,-25964.8,-2.1059
2026-04-20,25,5,20,-49810.06,0.0,-49810.06,-4.1268,1157174.17,-75774.86,-6.1458
2026-04-21,49,14,35,13330.6,0.0,13330.6,1.152,1170504.77,-62444.26,-5.0646
2026-04-22,63,23,40,63126.64,0.0,63126.64,5.3931,1233631.41,0.0,0.0
2026-04-23,66,15,51,-8444.61,0.0,-8444.61,-0.6845,1225186.8,-8444.61,-0.6845
2026-04-24,52,17,35,-25735.95,0.0,-25735.95,-2.1006,1199450.85,-34180.56,-2.7707
2026-04-27,59,18,41,4540.61,0.0,4540.61,0.3786,1203991.46,-29639.95,-2.4027
2026-04-28,54,17,37,597.06,0.0,597.06,0.0496,1204588.52,-29042.89,-2.3543
2026-04-29,20,11,9,61774.38,0.0,61774.38,5.1283,1266362.9,0.0,0.0
