market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,102,219,31.78,-95872.5,-298.67,30318.33,-9999.64,0.8707
derivatives,251,86,165,34.26,82816.2,329.95,16750.56,-5171.01,1.2805
equity,509,160,349,31.43,209256.15,411.11,18619.27,-6934.74,1.2712
