date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,4,9,-15304.37,0.0,-15304.37,-1.5304,984695.63,-15304.37,-1.5304
2026-03-31,13,2,11,-24054.2,0.0,-24054.2,-2.4428,960641.43,-39358.57,-3.9359
2026-04-01,54,22,32,19669.92,0.0,19669.92,2.0476,980311.35,-19688.65,-1.9689
2026-04-02,36,17,19,33404.89,0.0,33404.89,3.4076,1013716.24,0.0,0.0
2026-04-06,56,17,39,-60665.72,0.0,-60665.72,-5.9845,953050.52,-60665.72,-5.9845
2026-04-07,76,25,51,12059.15,0.0,12059.15,1.2653,965109.67,-48606.57,-4.7949
2026-04-08,48,15,33,-27634.96,0.0,-27634.96,-2.8634,937474.71,-76241.53,-7.521
2026-04-09,56,22,34,65894.15,0.0,65894.15,7.0289,1003368.86,-10347.38,-1.0207
2026-04-10,73,25,48,10912.5,0.0,10912.5,1.0876,1014281.36,0.0,0.0
2026-04-13,54,20,34,10697.16,0.0,10697.16,1.0547,1024978.52,0.0,0.0
2026-04-14,9,2,7,-3000.57,0.0,-3000.57,-0.2927,1021977.95,-3000.57,-0.2927
2026-04-15,70,20,50,-32073.79,0.0,-32073.79,-3.1384,989904.16,-35074.36,-3.422
2026-04-16,66,27,39,20177.04,0.0,20177.04,2.0383,1010081.2,-14897.32,-1.4534
2026-04-17,69,20,49,-16183.67,0.0,-16183.67,-1.6022,993897.53,-31080.99,-3.0324
2026-04-20,25,5,20,-43462.87,0.0,-43462.87,-4.373,950434.66,-74543.86,-7.2727
2026-04-21,49,17,32,29314.43,0.0,29314.43,3.0843,979749.09,-45229.43,-4.4127
2026-04-22,63,26,37,72681.85,0.0,72681.85,7.4184,1052430.94,0.0,0.0
2026-04-23,66,18,48,-14187.9,0.0,-14187.9,-1.3481,1038243.04,-14187.9,-1.3481
2026-04-24,52,18,34,2612.81,0.0,2612.81,0.2517,1040855.85,-11575.09,-1.0998
2026-04-27,59,19,40,-3849.61,0.0,-3849.61,-0.3699,1037006.24,-15424.7,-1.4656
2026-04-28,54,17,37,-14303.09,0.0,-14303.09,-1.3793,1022703.15,-29727.79,-2.8247
2026-04-29,20,11,9,40562.85,0.0,40562.85,3.9662,1063266.0,0.0,0.0
