market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,101,220,31.46,-104268.55,-324.82,34805.65,-9999.64,0.8601
derivatives,251,86,165,34.26,89210.63,355.42,15983.76,-5171.01,1.3022
equity,509,160,349,31.43,281420.82,552.89,22867.09,-6934.74,1.3647
