market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,100,221,31.15,-126169.92,-393.05,32683.15,-9999.64,0.8313
derivatives,251,86,165,34.26,116234.18,463.08,19966.5,-5171.01,1.3937
equity,509,160,349,31.43,339406.12,666.81,28453.3,-6934.74,1.4399
