market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,23,47,32.86,4153.84,59.34,20499.27,-9999.64,1.0171
commodities,GCF,59,23,36,38.98,16832.98,285.3,8459.11,-3447.73,1.2809
commodities,HGF,53,21,32,39.62,-1875.83,-35.39,6320.51,-5719.87,0.9679
commodities,NGF,71,19,52,26.76,-53521.01,-753.82,14119.28,-7410.62,0.7248
commodities,SIF,68,24,44,35.29,-38799.62,-570.58,17053.25,-7418.78,0.7719
derivatives,CNXAUTO,43,20,23,46.51,28241.54,656.78,8211.37,-5171.01,1.5451
derivatives,CNXFMCG,56,18,38,32.14,-13942.06,-248.97,6113.36,-4356.43,0.7875
derivatives,CNXIT,53,20,33,37.74,26159.31,493.57,11164.38,-4044.01,1.3704
derivatives,NSEBANK,50,15,35,30.0,2092.41,41.85,6239.11,-4863.26,1.0397
derivatives,NSEI,49,18,31,36.73,5812.08,118.61,5751.65,-3864.16,1.1232
equity,BHARTIARTL_NS,56,19,37,33.93,20108.94,359.09,9322.36,-5150.66,1.2441
equity,HDFCBANK_NS,45,15,30,33.33,-9325.22,-207.23,8780.17,-5233.11,0.8758
equity,ICICIBANK_NS,51,14,37,27.45,4428.3,86.83,10846.4,-4980.0,1.0614
equity,INFY_NS,53,16,37,30.19,-9609.23,-181.31,12423.98,-5822.56,0.9097
equity,ITC_NS,57,13,44,22.81,-25088.02,-440.14,7276.25,-4192.01,0.6343
equity,KOTAKBANK_NS,41,16,25,39.02,26533.49,647.16,8089.94,-6934.74,1.4468
equity,LT_NS,58,19,39,32.76,9995.76,172.34,11460.57,-6681.5,1.1115
equity,RELIANCE_NS,55,19,36,34.55,7243.93,131.71,11694.67,-5505.23,1.1002
equity,SBIN_NS,49,20,29,40.82,37849.03,772.43,8975.67,-5777.22,1.5668
equity,TCS_NS,44,17,27,38.64,25975.38,590.35,12429.81,-4792.01,1.3862
