date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,5,8,-14859.83,0.0,-14859.83,-1.486,985140.17,-14859.83,-1.486
2026-03-31,13,5,8,2861.73,0.0,2861.73,0.2905,988001.9,-11998.1,-1.1998
2026-04-01,54,30,24,45950.55,0.0,45950.55,4.6509,1033952.45,0.0,0.0
2026-04-02,36,19,17,8331.97,0.0,8331.97,0.8058,1042284.42,0.0,0.0
2026-04-06,56,20,36,-71124.58,0.0,-71124.58,-6.8239,971159.84,-71124.58,-6.8239
2026-04-07,76,30,46,-28780.78,0.0,-28780.78,-2.9635,942379.06,-99905.36,-9.5852
2026-04-08,48,16,32,-41028.09,0.0,-41028.09,-4.3537,901350.97,-140933.45,-13.5216
2026-04-09,56,27,29,26244.32,0.0,26244.32,2.9117,927595.29,-114689.13,-11.0036
2026-04-10,73,35,38,11467.47,0.0,11467.47,1.2363,939062.76,-103221.66,-9.9034
2026-04-13,54,26,28,-11868.86,0.0,-11868.86,-1.2639,927193.9,-115090.52,-11.0421
2026-04-14,9,2,7,-7993.78,0.0,-7993.78,-0.8621,919200.12,-123084.3,-11.8091
2026-04-15,70,30,40,3275.55,0.0,3275.55,0.3563,922475.67,-119808.75,-11.4948
2026-04-16,66,35,31,24783.01,0.0,24783.01,2.6866,947258.68,-95025.74,-9.1171
2026-04-17,69,25,44,-30118.88,0.0,-30118.88,-3.1796,917139.8,-125144.62,-12.0068
2026-04-20,25,7,18,-39262.12,0.0,-39262.12,-4.2809,877877.68,-164406.74,-15.7737
2026-04-21,49,24,25,22398.37,0.0,22398.37,2.5514,900276.05,-142008.37,-13.6247
2026-04-22,63,31,32,36678.89,0.0,36678.89,4.0742,936954.94,-105329.48,-10.1056
2026-04-23,66,28,38,-13000.5,0.0,-13000.5,-1.3875,923954.44,-118329.98,-11.3529
2026-04-24,52,28,24,15830.24,0.0,15830.24,1.7133,939784.68,-102499.74,-9.8341
2026-04-27,59,24,35,-19755.85,0.0,-19755.85,-2.1022,920028.83,-122255.59,-11.7296
2026-04-28,54,27,27,-6761.47,0.0,-6761.47,-0.7349,913267.36,-129017.06,-12.3783
2026-04-29,20,12,8,19514.08,0.0,19514.08,2.1367,932781.44,-109502.98,-10.5061
