trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,initial_stop_points,initial_risk_points,target_price_points,entry_gap_pct,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,quantity_btc,entry_notional_usd,exit_notional_usd,gross_pnl_usd,trade_return_pct,cumulative_pnl_usd,equity_after_trade,holding_days,remarks
T00001,2025-05-15,2025-05-15,2025-05-15,2025-05-15 00:00:00+00:00,2025-05-15 00:15:00+00:00,LONG,103726.32,103617.73,103617.73,108.59,103943.50,0.1048,2025-05-15 01:00:00+00:00,2025-05-15 01:15:00+00:00,103615.70,stop_loss_ma_touch,103615.70,-110.62,9.64075463,1000000.00,998933.52,-1066.48,-0.1066,-1066.48,998933.52,0,
T00002,2025-05-15,2025-05-15,2025-05-15,2025-05-15 01:00:00+00:00,2025-05-15 01:15:00+00:00,SHORT,103601.48,103611.32,103611.32,9.84,103581.81,0.0095,2025-05-15 01:15:00+00:00,2025-05-15 01:30:00+00:00,103611.32,stop_loss_ma_touch,103611.32,-9.84,9.65237176,1000000.00,1000094.95,-94.95,-0.0095,-1161.43,998838.57,0,
T00003,2025-05-15,2025-05-15,2025-05-15,2025-05-15 01:15:00+00:00,2025-05-15 01:30:00+00:00,SHORT,103500.02,103607.07,103607.07,107.05,103285.92,0.1033,2025-05-15 01:30:00+00:00,2025-05-15 01:45:00+00:00,103285.92,target_hit_2r,103607.07,214.10,9.66183388,1000000.00,997931.43,2068.57,0.2069,907.14,1000907.14,0,Fixed 2R target hit.
T00004,2025-05-15,2025-05-15,2025-05-15,2025-05-15 02:00:00+00:00,2025-05-15 02:15:00+00:00,SHORT,103069.52,103585.88,103585.88,516.36,102036.80,0.4985,2025-05-15 07:15:00+00:00,2025-05-15 07:30:00+00:00,102036.80,target_hit_2r,103374.46,1032.72,9.70218936,1000000.00,989980.32,10019.68,1.0020,10926.82,1010926.82,0,Fixed 2R target hit.
T00005,2025-05-15,2025-05-15,2025-05-15,2025-05-15 12:15:00+00:00,2025-05-15 12:30:00+00:00,SHORT,102569.21,103018.05,103018.05,448.84,101671.54,0.4357,2025-05-15 13:45:00+00:00,2025-05-15 14:00:00+00:00,101671.54,target_hit_2r,102945.38,897.67,9.74951450,1000000.00,991248.14,8751.86,0.8752,19678.67,1019678.67,0,Fixed 2R target hit.
T00006,2025-05-15,2025-05-15,2025-05-15,2025-05-15 15:15:00+00:00,2025-05-15 15:30:00+00:00,SHORT,102535.05,102849.61,102849.61,314.56,101905.93,0.3058,2025-05-15 15:30:00+00:00,2025-05-15 15:45:00+00:00,102849.61,stop_loss_ma_touch,102849.61,-314.56,9.75276259,1000000.00,1003067.81,-3067.81,-0.3068,16610.86,1016610.86,0,
T00007,2025-05-15,2025-05-15,2025-05-15,2025-05-15 15:30:00+00:00,2025-05-15 15:45:00+00:00,LONG,103021.05,102845.56,102845.56,175.49,103372.04,0.1706,2025-05-15 16:00:00+00:00,2025-05-15 16:15:00+00:00,103372.04,target_hit_2r,102842.95,350.99,9.70675411,1000000.00,1003406.95,3406.95,0.3407,20017.81,1020017.81,0,Fixed 2R target hit.
T00008,2025-05-15,2025-05-15,2025-05-15,2025-05-15 16:15:00+00:00,2025-05-15 16:30:00+00:00,LONG,103185.28,102834.47,102834.47,350.81,103886.89,0.3411,2025-05-15 17:00:00+00:00,2025-05-15 17:15:00+00:00,103886.89,target_hit_2r,102841.68,701.61,9.69130481,1000000.00,1006799.54,6799.54,0.6800,26817.35,1026817.35,0,Fixed 2R target hit.
T00009,2025-05-15,2025-05-15,2025-05-15,2025-05-15 18:30:00+00:00,2025-05-15 18:45:00+00:00,LONG,103331.76,102887.38,102887.38,444.38,104220.52,0.4319,2025-05-15 18:45:00+00:00,2025-05-15 19:00:00+00:00,102887.38,stop_loss_ma_touch,102887.38,-444.38,9.67756670,1000000.00,995699.48,-4300.52,-0.4301,22516.83,1022516.83,0,
T00010,2025-05-15,2025-05-15,2025-05-15,2025-05-15 18:45:00+00:00,2025-05-15 19:00:00+00:00,SHORT,102712.37,102878.74,102878.74,166.37,102379.63,0.1617,2025-05-15 19:00:00+00:00,2025-05-15 19:15:00+00:00,102878.74,stop_loss_ma_touch,102878.74,-166.37,9.73592567,1000000.00,1001619.79,-1619.79,-0.1620,20897.04,1020897.04,0,
T00011,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:00:00+00:00,2025-05-15 19:15:00+00:00,LONG,103053.86,102873.49,102873.49,180.37,103414.60,0.1753,2025-05-15 19:15:00+00:00,2025-05-15 19:30:00+00:00,102873.49,stop_loss_ma_touch,102873.49,-180.37,9.70366370,1000000.00,998249.77,-1750.23,-0.1750,19146.82,1019146.82,0,
T00012,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:15:00+00:00,2025-05-15 19:30:00+00:00,SHORT,102824.45,102865.94,102865.94,41.49,102741.47,0.0403,2025-05-15 19:30:00+00:00,2025-05-15 19:45:00+00:00,102865.94,stop_loss_ma_touch,102865.94,-41.49,9.72531339,1000000.00,1000403.52,-403.52,-0.0404,18743.30,1018743.30,0,
T00013,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:30:00+00:00,2025-05-15 19:45:00+00:00,LONG,103082.90,102861.59,102861.59,221.31,103525.52,0.2152,2025-05-15 21:15:00+00:00,2025-05-15 21:30:00+00:00,102850.94,stop_loss_ma_touch,102850.94,-231.96,9.70093003,1000000.00,997749.73,-2250.27,-0.2250,16493.04,1016493.04,0,
T00014,2025-05-15,2025-05-15,2025-05-15,2025-05-15 21:15:00+00:00,2025-05-15 21:30:00+00:00,LONG,103074.03,102845.89,102845.89,228.14,103530.32,0.2218,2025-05-15 22:00:00+00:00,2025-05-15 22:15:00+00:00,103530.32,target_hit_2r,102838.30,456.29,9.70176484,1000000.00,1004426.78,4426.78,0.4427,20919.81,1020919.81,0,Fixed 2R target hit.
T00015,2025-05-16,2025-05-16,2025-05-16,2025-05-16 07:45:00+00:00,2025-05-16 08:00:00+00:00,LONG,103737.28,103232.99,103232.99,504.29,104745.85,0.4885,2025-05-16 08:15:00+00:00,2025-05-16 08:30:00+00:00,103248.87,stop_loss_ma_touch,103248.87,-488.41,9.63973607,1000000.00,995291.82,-4708.18,-0.4708,16211.63,1016211.63,0,
T00016,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:15:00+00:00,2025-05-16 08:30:00+00:00,LONG,103292.31,103261.50,103261.50,30.81,103353.93,0.0298,2025-05-16 08:30:00+00:00,2025-05-16 08:45:00+00:00,103261.50,stop_loss_ma_touch,103261.50,-30.81,9.68126282,1000000.00,999701.71,-298.29,-0.0298,15913.35,1015913.35,0,
T00017,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:30:00+00:00,2025-05-16 08:45:00+00:00,LONG,103338.96,103273.41,103273.41,65.55,103470.07,0.0635,2025-05-16 08:45:00+00:00,2025-05-16 09:00:00+00:00,103273.41,stop_loss_ma_touch,103273.41,-65.55,9.67689243,1000000.00,999365.63,-634.37,-0.0634,15278.98,1015278.98,0,
T00018,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:45:00+00:00,2025-05-16 09:00:00+00:00,LONG,103427.69,103285.28,103285.28,142.41,103712.51,0.1379,2025-05-16 09:15:00+00:00,2025-05-16 09:30:00+00:00,103712.51,target_hit_2r,103302.22,284.82,9.66859068,1000000.00,1002753.82,2753.82,0.2754,18032.81,1018032.81,0,Fixed 2R target hit.
T00019,2025-05-16,2025-05-16,2025-05-16,2025-05-16 09:30:00+00:00,2025-05-16 09:45:00+00:00,LONG,103701.90,103340.85,103340.85,361.05,104424.01,0.3494,2025-05-16 12:45:00+00:00,2025-05-16 13:00:00+00:00,103538.95,stop_loss_ma_touch,103538.95,-162.95,9.64302486,1000000.00,998428.68,-1571.32,-0.1571,16461.48,1016461.48,0,
T00020,2025-05-16,2025-05-16,2025-05-16,2025-05-16 12:45:00+00:00,2025-05-16 13:00:00+00:00,SHORT,103542.51,103548.92,103548.92,6.41,103529.69,0.0062,2025-05-16 13:00:00+00:00,2025-05-16 13:15:00+00:00,103548.92,stop_loss_ma_touch,103548.92,-6.41,9.65786902,1000000.00,1000061.93,-61.93,-0.0062,16399.55,1016399.55,0,
T00021,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:00:00+00:00,2025-05-16 13:15:00+00:00,LONG,103664.57,103558.17,103558.17,106.40,103877.38,0.1027,2025-05-16 13:15:00+00:00,2025-05-16 13:30:00+00:00,103558.17,stop_loss_ma_touch,103558.17,-106.40,9.64649735,1000000.00,998973.58,-1026.42,-0.1026,15373.14,1015373.14,0,
T00022,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:15:00+00:00,2025-05-16 13:30:00+00:00,SHORT,103547.15,103568.10,103568.10,20.95,103505.25,0.0202,2025-05-16 13:30:00+00:00,2025-05-16 13:45:00+00:00,103568.10,stop_loss_ma_touch,103568.10,-20.95,9.65743625,1000000.00,1000202.31,-202.31,-0.0202,15170.82,1015170.82,0,
