date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-04-01,3,0,3,-17524.12,1819.28,-19343.4,-1.9343,980656.6,-19343.4,-1.9343
2026-04-02,3,0,3,-27893.87,1505.12,-29398.99,-2.9979,951257.61,-48742.39,-4.8742
2026-04-06,1,0,1,-9209.52,614.05,-9823.57,-1.0327,941434.04,-58565.96,-5.8566
2026-04-08,1,1,0,3298.5,603.53,2694.97,0.2863,944129.01,-55870.99,-5.5871
2026-04-09,1,0,1,-7036.3,612.3,-7648.6,-0.8101,936480.41,-63519.59,-6.352
2026-04-10,3,2,1,6678.78,1534.94,5143.84,0.5493,941624.25,-58375.75,-5.8376
2026-04-15,1,0,1,-2487.03,593.53,-3080.56,-0.3272,938543.69,-61456.31,-6.1456
2026-04-16,1,1,0,5032.84,608.52,4424.32,0.4714,942968.01,-57031.99,-5.7032
2026-04-17,1,1,0,14486.54,580.2,13906.34,1.4747,956874.35,-43125.65,-4.3126
2026-04-21,2,1,1,1033.32,1207.29,-173.97,-0.0182,956700.38,-43299.62,-4.33
2026-04-22,2,1,1,-1396.55,1007.03,-2403.58,-0.2512,954296.8,-45703.2,-4.5703
2026-04-23,1,1,0,7989.5,602.84,7386.66,0.774,961683.46,-38316.54,-3.8317
2026-04-24,1,1,0,3218.57,593.04,2625.53,0.273,964308.99,-35691.01,-3.5691
2026-04-27,4,2,2,5224.37,2317.0,2907.37,0.3015,967216.36,-32783.64,-3.2784
2026-04-28,1,0,1,-3520.25,584.21,-4104.46,-0.4244,963111.9,-36888.1,-3.6888
2026-04-29,3,1,2,4795.06,1674.54,3120.52,0.324,966232.42,-33767.58,-3.3768
