date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,2,0,2,-16641.01,21873.51,-38514.52,-3.8515,961485.48,-38514.52,-3.8515
2026-04-01,1,0,1,-9999.78,2260.76,-12260.54,-1.2752,949224.94,-50775.06,-5.0775
2026-04-02,4,1,3,-12738.21,10626.82,-23365.03,-2.4615,925859.91,-74140.09,-7.414
2026-04-06,9,3,6,-4428.12,37507.48,-41935.6,-4.5294,883924.31,-116075.69,-11.6076
2026-04-07,15,3,12,-11604.87,46705.05,-58309.92,-6.5967,825614.39,-174385.61,-17.4386
2026-04-08,10,3,7,-44498.57,42127.14,-86625.71,-10.4923,738988.68,-261011.32,-26.1011
2026-04-09,8,1,7,-22195.78,3831.12,-26026.9,-3.522,712961.78,-287038.22,-28.7038
2026-04-10,11,5,6,21543.72,9506.69,12037.03,1.6883,724998.81,-275001.19,-27.5001
2026-04-13,15,3,12,-54024.54,21153.1,-75177.64,-10.3693,649821.17,-350178.83,-35.0179
2026-04-14,3,0,3,13068.42,49477.18,-36408.76,-5.6029,613412.41,-386587.59,-38.6588
2026-04-15,9,1,8,-37790.44,4394.86,-42185.3,-6.8772,571227.11,-428772.89,-42.8773
2026-04-16,18,3,15,-51052.79,65356.43,-116409.22,-20.3788,454817.89,-545182.11,-54.5182
2026-04-17,8,2,6,-13262.38,50460.42,-63722.8,-14.0106,391095.09,-608904.91,-60.8905
2026-04-20,4,2,2,-6339.18,6132.64,-12471.82,-3.1889,378623.27,-621376.73,-62.1377
2026-04-21,11,2,9,-21040.96,38931.34,-59972.3,-15.8396,318650.97,-681349.03,-68.1349
2026-04-22,10,2,8,-25519.85,27604.05,-53123.9,-16.6715,265527.07,-734472.93,-73.4473
2026-04-23,10,3,7,-10508.96,38429.65,-48938.61,-18.4307,216588.46,-783411.54,-78.3412
2026-04-24,8,4,4,1517.44,5357.17,-3839.73,-1.7728,212748.73,-787251.27,-78.7251
2026-04-27,4,1,3,-14045.42,8126.25,-22171.67,-10.4215,190577.06,-809422.94,-80.9423
2026-04-28,12,3,9,-27806.41,59840.86,-87647.27,-45.9905,102929.79,-897070.21,-89.707
2026-04-29,7,5,2,16947.51,3647.34,13300.17,12.9216,116229.96,-883770.04,-88.377
