trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T11:40:00-04:00,2026-03-30,commodities,HGF,-14548.21,985451.79,-14548.21,-1.4548
2,2026-03-30T12:30:00-04:00,2026-03-30,commodities,GCF,-20541.25,964910.54,-35089.46,-3.5089
3,2026-03-30T12:40:00-04:00,2026-03-30,commodities,CLF,-25551.0,939359.54,-60640.46,-6.064
4,2026-03-30T12:55:00-04:00,2026-03-30,commodities,SIF,-26870.36,912489.18,-87510.82,-8.7511
5,2026-03-30T13:00:00-04:00,2026-03-30,commodities,HGF,-14531.08,897958.1,-102041.9,-10.2042
6,2026-03-30T14:20:00-04:00,2026-03-30,commodities,CLF,-24703.91,873254.19,-126745.81,-12.6746
7,2026-03-30T14:30:00-04:00,2026-03-30,commodities,NGF,-12401.07,860853.12,-139146.88,-13.9147
8,2026-03-30T14:30:00-04:00,2026-03-30,commodities,SIF,-23921.79,836931.33,-163068.67,-16.3069
9,2026-03-30T14:55:00-04:00,2026-03-30,commodities,GCF,-12253.22,824678.11,-175321.89,-17.5322
10,2026-03-30T15:00:00-04:00,2026-03-30,commodities,SIF,-23963.19,800714.92,-199285.08,-19.9285
11,2026-03-30T15:15:00-04:00,2026-03-30,commodities,HGF,-14551.33,786163.59,-213836.41,-21.3836
12,2026-03-30T15:20:00-04:00,2026-03-30,commodities,CLF,-19233.65,766929.94,-233070.06,-23.307
13,2026-03-31T09:20:00-04:00,2026-03-31,commodities,HGF,-14536.08,752393.86,-247606.14,-24.7606
14,2026-03-31T09:20:00-04:00,2026-03-31,commodities,NGF,-12408.44,739985.42,-260014.58,-26.0015
15,2026-03-31T09:30:00-04:00,2026-03-31,commodities,SIF,-24892.01,715093.41,-284906.59,-28.4907
16,2026-03-31T10:00:00-04:00,2026-03-31,commodities,GCF,-9024.34,706069.07,-293930.93,-29.3931
17,2026-03-31T10:20:00-04:00,2026-03-31,commodities,CLF,-27207.07,678862.0,-321138.0,-32.1138
18,2026-03-31T11:15:00-04:00,2026-03-31,commodities,CLF,-27010.61,651851.39,-348148.61,-34.8149
19,2026-03-31T12:10:00-04:00,2026-03-31,commodities,SIF,-24698.13,627153.26,-372846.74,-37.2847
20,2026-03-31T12:35:00-04:00,2026-03-31,commodities,CLF,-25223.62,601929.64,-398070.36,-39.807
21,2026-03-31T12:40:00-04:00,2026-03-31,commodities,HGF,-14627.21,587302.43,-412697.57,-41.2698
22,2026-03-31T13:20:00-04:00,2026-03-31,commodities,GCF,-11917.45,575384.98,-424615.02,-42.4615
23,2026-03-31T13:25:00-04:00,2026-03-31,commodities,NGF,-12214.49,563170.49,-436829.51,-43.683
24,2026-03-31T14:10:00-04:00,2026-03-31,commodities,HGF,-14547.11,548623.38,-451376.62,-45.1377
25,2026-04-01T09:20:00-04:00,2026-04-01,commodities,NGF,-12260.54,536362.84,-463637.16,-46.3637
26,2026-04-01T09:40:00-04:00,2026-04-01,commodities,SIF,-24285.98,512076.86,-487923.14,-48.7923
27,2026-04-01T10:20:00+05:30,2026-04-01,derivatives,NSEBANK,1260.23,513337.09,-486662.91,-48.6663
28,2026-04-01T10:25:00+05:30,2026-04-01,equity,SBIN_NS,2387.64,515724.73,-484275.27,-48.4275
29,2026-04-01T10:40:00+05:30,2026-04-01,equity,ITC_NS,-5317.08,510407.65,-489592.35,-48.9592
30,2026-04-01T10:45:00+05:30,2026-04-01,equity,LT_NS,-2692.34,507715.31,-492284.69,-49.2285
31,2026-04-01T11:20:00-04:00,2026-04-01,commodities,HGF,-14601.09,493114.22,-506885.78,-50.6886
