rank_type,rank,variant,market,instrument,session_date,signal,scope,structure_tag,direction,signal_time,entry_time,entry_price,pivot_level,pivot_time,stop_price,stop_source,target_price,risk_reward,atr_at_signal,order_block_high,order_block_low,order_block_time,quantity,notional,position_risk_amount,slippage_points,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,swing_all,equity,RELIANCE_NS,2026-04-06,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-06T09:25:00+05:30,2026-04-06T09:30:00+05:30,1324.999951,1328.099976,2026-04-02T10:25:00+05:30,1334.12853,atr_fallback,1306.742793,2.0,6.08572,,,,754,999049.96,7033.75,0.2,17,2026-04-06T10:50:00+05:30,1306.942793,TARGET,13615.1,397.76,13217.34,1.323,1.8791
BEST,2,swing_all,equity,TCS_NS,2026-04-10,SWING_BEARISH_CHoCH,swing,CHoCH,SHORT,2026-04-10T09:20:00+05:30,2026-04-10T09:25:00+05:30,2536.900098,2540.5,2026-04-08T09:25:00+05:30,2553.603632,atr_fallback,2503.493028,2.0,11.13569,,,,394,999538.64,6659.99,0.2,19,2026-04-10T10:55:00+05:30,2503.693028,TARGET,13083.59,398.09,12685.5,1.2691,1.9047
BEST,3,swing_all,equity,INFY_NS,2026-04-10,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-10T09:15:00+05:30,2026-04-10T09:20:00+05:30,1307.200024,1314.099976,2026-04-09T09:45:00+05:30,1315.782191,atr_fallback,1290.035692,2.0,5.721444,,,,764,998700.82,6709.58,0.2,5,2026-04-10T09:40:00+05:30,1290.235692,TARGET,12960.75,397.83,12562.92,1.2579,1.8724
BEST,4,swing_all,equity,INFY_NS,2026-04-22,SWING_BEARISH_BOS,swing,BOS,SHORT,2026-04-22T09:15:00+05:30,2026-04-22T09:20:00+05:30,1279.600049,1299.400024,2026-04-21T09:15:00+05:30,1287.496498,atr_fallback,1263.80715,2.0,5.2643,,,,781,999367.64,6323.33,0.2,13,2026-04-22T10:20:00+05:30,1264.00715,TARGET,12178.05,398.29,11779.76,1.1787,1.8629
BEST,5,swing_all,equity,INFY_NS,2026-04-07,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-07T10:00:00+05:30,2026-04-07T10:05:00+05:30,1321.2,1320.0,2026-04-06T09:20:00+05:30,1313.271415,atr_fallback,1337.057169,2.0,5.285723,,,,756,998827.2,6145.21,0.2,19,2026-04-07T11:35:00+05:30,1336.857169,TARGET,11836.82,405.0,11431.82,1.1445,1.8603
BEST,6,swing_all,equity,BHARTIARTL_NS,2026-04-07,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-07T10:15:00+05:30,2026-04-07T10:20:00+05:30,1811.2,1809.099976,2026-04-06T09:15:00+05:30,1800.978556,atr_fallback,1831.642889,2.0,6.814296,,,,552,999782.4,5752.64,0.2,58,2026-04-07T15:05:00+05:30,1831.442889,TARGET,11174.07,405.15,10768.92,1.0771,1.872
BEST,7,swing_all,equity,RELIANCE_NS,2026-04-08,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-08T09:15:00+05:30,2026-04-08T09:20:00+05:30,1334.2,1307.0,2026-04-06T15:10:00+05:30,1325.596449,atr_fallback,1351.407101,2.0,5.7357,,,,749,999315.8,6593.86,0.2,73,2026-04-08T15:20:00+05:30,1348.499951,SESSION_END,10710.66,404.85,10305.81,1.0313,1.5629
BEST,8,swing_all,derivatives,CNXIT,2026-04-10,SWING_BEARISH_CHoCH,swing,CHoCH,SHORT,2026-04-10T09:20:00+05:30,2026-04-10T09:25:00+05:30,31100.699219,31109.050781,2026-04-09T09:45:00+05:30,31256.967076,atr_fallback,30788.163504,2.0,104.178571,,,,32,995222.38,5160.57,5.0,5,2026-04-10T09:45:00+05:30,30793.163504,TARGET,9841.14,604.9,9236.24,0.9281,1.7898
BEST,9,swing_all,equity,RELIANCE_NS,2026-04-28,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-28T09:40:00+05:30,2026-04-28T09:45:00+05:30,1367.500049,1365.900024,2026-04-22T15:15:00+05:30,1361.467901,atr_fallback,1379.564345,2.0,4.021432,,,,731,999642.54,4555.7,0.2,14,2026-04-28T10:50:00+05:30,1379.364345,TARGET,8672.8,404.38,8268.42,0.8271,1.815
BEST,10,swing_all,equity,KOTAKBANK_NS,2026-04-27,SWING_BULLISH_CHoCH,swing,CHoCH,LONG,2026-04-27T09:15:00+05:30,2026-04-27T09:20:00+05:30,376.400012,372.600006,2026-04-24T09:15:00+05:30,374.878586,atr_fallback,379.442865,2.0,1.014284,,,,2656,999718.43,4572.11,0.2,2,2026-04-27T09:25:00+05:30,379.242865,TARGET,7550.62,404.08,7146.54,0.7149,1.5631
WORST,1,swing_all,commodities,CLF,2026-04-28,SWING_BULLISH_BOS,swing,BOS,LONG,2026-04-28T09:15:00-04:00,2026-04-28T09:20:00-04:00,100.289996,98.389999,2026-04-23T13:45:00-04:00,99.541069,atr_fallback,101.787851,2.0,0.499285,,,,9971,999991.55,9461.76,0.2,1,2026-04-28T09:20:00-04:00,99.341069,STOP_LOSS,-9461.75,17119.87,-26581.62,-2.6582,-2.8094
