date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,12,0,12,-79312.83,153757.23,-233070.06,-23.307,766929.94,-233070.06,-23.307
2026-03-31,12,0,12,-82026.24,136280.32,-218306.56,-28.465,548623.38,-451376.62,-45.1377
2026-04-01,53,12,41,-101194.05,157303.11,-258497.16,-47.1174,290126.22,-709873.78,-70.9874
2026-04-02,64,20,44,-98503.84,146818.56,-245322.4,-84.5571,44803.82,-955196.18,-95.5196
2026-04-06,58,16,42,-122619.84,191621.82,-314241.66,-701.3725,-269437.84,-1269437.84,-126.9438
2026-04-07,66,18,48,-117321.3,222978.7,-340300.0,126.3,-609737.84,-1609737.84,-160.9738
2026-04-08,48,10,38,-130740.79,163595.56,-294336.35,48.2726,-904074.19,-1904074.19,-190.4074
2026-04-09,57,14,43,-83730.39,155085.64,-238816.03,26.4155,-1142890.22,-2142890.22,-214.289
2026-04-10,67,9,58,-159098.43,225957.58,-385056.01,33.6914,-1527946.23,-2527946.23,-252.7946
2026-04-13,70,10,60,-189111.51,235573.06,-424684.57,27.7945,-1952630.8,-2952630.8,-295.2631
2026-04-14,17,0,17,-86181.57,163781.03,-249962.6,12.8013,-2202593.4,-3202593.4,-320.2593
2026-04-15,58,10,48,-148891.57,181112.3,-330003.87,14.9825,-2532597.27,-3532597.27,-353.2597
2026-04-16,64,17,47,-120706.17,232106.53,-352812.7,13.9309,-2885409.97,-3885409.97,-388.541
2026-04-17,62,9,53,-146105.29,190288.82,-336394.11,11.6585,-3221804.08,-4221804.08,-422.1804
2026-04-20,30,4,26,-146549.82,206565.22,-353115.04,10.9602,-3574919.12,-4574919.12,-457.4919
2026-04-21,65,18,47,-58726.54,227316.82,-286043.36,8.0014,-3860962.48,-4860962.48,-486.0962
2026-04-22,56,18,38,-19347.12,221496.02,-240843.14,6.2379,-4101805.62,-5101805.62,-510.1806
2026-04-23,63,21,42,-81823.17,294739.17,-376562.34,9.1804,-4478367.96,-5478367.96,-547.8368
2026-04-24,58,13,45,-103895.18,212209.93,-316105.11,7.0585,-4794473.07,-5794473.07,-579.4473
2026-04-27,63,13,50,-107730.24,188459.0,-296189.24,6.1777,-5090662.31,-6090662.31,-609.0662
2026-04-28,69,15,54,-137113.01,235392.96,-372505.98,7.3174,-5463168.29,-6463168.29,-646.3168
2026-04-29,29,11,18,28572.56,13889.52,14683.04,-0.2688,-5448485.25,-6448485.25,-644.8485
