trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T15:00:00-04:00,2026-03-30,commodities,SIF,-23963.19,976036.81,-23963.19,-2.3963
2,2026-03-30T15:15:00-04:00,2026-03-30,commodities,HGF,-14551.33,961485.48,-38514.52,-3.8515
3,2026-04-01T09:20:00-04:00,2026-04-01,commodities,NGF,-12260.54,949224.94,-50775.06,-5.0775
4,2026-04-02T09:30:00+05:30,2026-04-02,equity,HDFCBANK_NS,-6464.03,942760.91,-57239.09,-5.7239
5,2026-04-02T09:50:00-04:00,2026-04-02,commodities,CLF,-19205.45,923555.46,-76444.54,-7.6445
6,2026-04-02T14:25:00+05:30,2026-04-02,derivatives,CNXIT,6094.33,929649.79,-70350.21,-7.035
7,2026-04-02T15:20:00+05:30,2026-04-02,equity,HDFCBANK_NS,-3789.88,925859.91,-74140.09,-7.414
8,2026-04-06T09:30:00+05:30,2026-04-06,equity,TCS_NS,-5567.07,920292.84,-79707.16,-7.9707
9,2026-04-06T10:50:00+05:30,2026-04-06,equity,RELIANCE_NS,13217.34,933510.18,-66489.82,-6.649
10,2026-04-06T13:25:00-04:00,2026-04-06,commodities,CLF,-25093.51,908416.67,-91583.33,-9.1583
11,2026-04-06T14:10:00+05:30,2026-04-06,derivatives,NSEBANK,5267.96,913684.63,-86315.37,-8.6315
12,2026-04-06T14:35:00-04:00,2026-04-06,commodities,SIF,-24598.16,889086.47,-110913.53,-11.0914
13,2026-04-06T14:55:00+05:30,2026-04-06,equity,ITC_NS,-3263.51,885822.96,-114177.04,-11.4177
14,2026-04-06T15:20:00+05:30,2026-04-06,derivatives,CNXAUTO,-279.59,885543.37,-114456.63,-11.4457
15,2026-04-06T15:20:00+05:30,2026-04-06,equity,KOTAKBANK_NS,569.39,886112.76,-113887.24,-11.3887
16,2026-04-06T15:20:00+05:30,2026-04-06,equity,SBIN_NS,-2188.45,883924.31,-116075.69,-11.6076
17,2026-04-07T09:20:00+05:30,2026-04-07,equity,INFY_NS,-3732.41,880191.9,-119808.1,-11.9808
18,2026-04-07T09:20:00-04:00,2026-04-07,commodities,NGF,-12375.16,867816.74,-132183.26,-13.2183
19,2026-04-07T09:25:00+05:30,2026-04-07,derivatives,CNXAUTO,-5028.58,862788.16,-137211.84,-13.7212
20,2026-04-07T09:35:00+05:30,2026-04-07,derivatives,CNXIT,-4340.15,858448.01,-141551.99,-14.1552
21,2026-04-07T09:50:00-04:00,2026-04-07,commodities,GCF,-19733.33,838714.68,-161285.32,-16.1285
22,2026-04-07T10:00:00-04:00,2026-04-07,commodities,HGF,-14517.65,824197.03,-175802.97,-17.5803
23,2026-04-07T10:00:00-04:00,2026-04-07,commodities,SIF,-10073.44,814123.59,-185876.41,-18.5876
24,2026-04-07T11:35:00+05:30,2026-04-07,equity,INFY_NS,11431.82,825555.41,-174444.59,-17.4445
25,2026-04-07T13:55:00+05:30,2026-04-07,derivatives,NSEI,-2834.85,822720.56,-177279.44,-17.7279
26,2026-04-07T13:55:00+05:30,2026-04-07,equity,ICICIBANK_NS,-4262.75,818457.81,-181542.19,-18.1542
27,2026-04-07T15:05:00+05:30,2026-04-07,equity,BHARTIARTL_NS,10768.92,829226.73,-170773.27,-17.0773
28,2026-04-07T15:10:00+05:30,2026-04-07,equity,HDFCBANK_NS,-4192.08,825034.65,-174965.35,-17.4965
29,2026-04-07T15:20:00+05:30,2026-04-07,derivatives,CNXAUTO,-1094.16,823940.49,-176059.51,-17.606
30,2026-04-07T15:20:00+05:30,2026-04-07,derivatives,NSEBANK,-959.23,822981.26,-177018.74,-17.7019
31,2026-04-07T15:20:00+05:30,2026-04-07,equity,KOTAKBANK_NS,2633.13,825614.39,-174385.61,-17.4386
32,2026-04-08T09:20:00-04:00,2026-04-08,commodities,HGF,-14318.54,811295.85,-188704.15,-18.8704
33,2026-04-08T09:20:00-04:00,2026-04-08,commodities,NGF,-12141.48,799154.37,-200845.63,-20.0846
34,2026-04-08T09:40:00-04:00,2026-04-08,commodities,SIF,-22041.97,777112.4,-222887.6,-22.2888
35,2026-04-08T09:55:00-04:00,2026-04-08,commodities,GCF,-22223.97,754888.43,-245111.57,-24.5112
36,2026-04-08T10:35:00-04:00,2026-04-08,commodities,CLF,-14501.03,740387.4,-259612.6,-25.9613
37,2026-04-08T14:25:00+05:30,2026-04-08,equity,KOTAKBANK_NS,-4095.56,736291.84,-263708.16,-26.3708
38,2026-04-08T15:00:00+05:30,2026-04-08,equity,SBIN_NS,-9342.73,726949.11,-273050.89,-27.3051
39,2026-04-08T15:20:00+05:30,2026-04-08,equity,HDFCBANK_NS,394.21,727343.32,-272656.68,-27.2657
40,2026-04-08T15:20:00+05:30,2026-04-08,equity,LT_NS,1339.55,728682.87,-271317.13,-27.1317
41,2026-04-08T15:20:00+05:30,2026-04-08,equity,RELIANCE_NS,10305.81,738988.68,-261011.32,-26.1011
42,2026-04-09T09:25:00+05:30,2026-04-09,equity,INFY_NS,-5932.87,733055.81,-266944.19,-26.6944
43,2026-04-09T11:05:00+05:30,2026-04-09,derivatives,CNXIT,-5649.64,727406.17,-272593.83,-27.2594
44,2026-04-09T12:05:00+05:30,2026-04-09,equity,BHARTIARTL_NS,-4383.32,723022.85,-276977.15,-27.6977
45,2026-04-09T12:10:00+05:30,2026-04-09,derivatives,CNXAUTO,-3540.64,719482.21,-280517.79,-28.0518
46,2026-04-09T13:20:00+05:30,2026-04-09,derivatives,CNXIT,-3288.47,716193.74,-283806.26,-28.3806
47,2026-04-09T13:55:00+05:30,2026-04-09,equity,KOTAKBANK_NS,3991.44,720185.18,-279814.82,-27.9815
