period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021,233,5,16,0,1081,1,545,536,911,169,1,0,91,121,0,-3393.38,-16.01,-37808.98,-178.34,962191.17,2021-08-19,1855.70,41324.49,2021-11-03,-1657.40,-26276.26,7,7,13202.74,259870.93,22.8333
2022,365,6,20,0,2073,0,1073,1000,1772,301,0,0,156,183,0,-7535.64,-22.23,-91855.17,-270.96,870336.05,2022-09-01,715.53,35614.36,2022-02-06,-1462.90,-35154.86,7,7,11885.23,302414.35,31.0498
2023,365,8,13,0,2229,2,1128,1101,1886,341,2,0,140,204,0,-2291.67,-6.66,-25649.29,-74.56,844686.76,2023-09-14,978.75,37294.15,2023-01-27,-534.34,-23217.99,7,15,10207.65,341403.94,29.3039
2024,366,7,16,1,1991,3,1000,991,1676,314,1,0,155,187,0,-8811.80,-25.77,-121321.85,-354.74,723365.19,2024-08-13,1686.08,28441.59,2024-01-05,-1404.05,-32141.28,7,11,15239.43,195975.69,22.6462
2025,365,5,9,0,2030,1,1076,954,1721,308,1,0,154,197,0,-13231.75,-37.70,-111021.07,-316.30,612344.02,2025-07-15,3928.25,32965.34,2025-11-22,-3021.55,-35839.86,9,9,22958.39,222074.96,29.5007
2026,130,0,5,0,663,1,333,330,555,107,0,1,62,63,0,7868.46,62.95,94326.40,754.61,706670.43,2026-02-23,2253.73,33617.33,2026-03-12,-1832.77,-26115.39,5,6,5274.31,73215.28,10.2209
