period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2022-03,31,1,2,0,216,0,109,107,186,30,0,0,15,13,0,-444.47,-15.87,-5209.14,-186.04,844928.22,2022-03-16,1348.49,34349.42,2022-03-12,-956.50,-24453.33,4,2,2004.34,45653.52,5.1263
2022-04,30,0,4,0,150,0,83,67,134,16,0,0,9,17,0,-3558.67,-136.87,-87678.18,-3372.24,757250.04,2022-04-20,945.87,22881.02,2022-04-24,-947.02,-23894.76,2,7,4796.37,117442.19,13.7291
2022-05,31,0,2,0,151,0,87,64,133,18,0,0,13,16,0,-1927.59,-66.47,-66984.24,-2309.80,690265.77,2022-05-15,976.16,32811.90,2022-05-26,-920.88,-31133.95,4,5,2923.18,98928.65,12.5354
2022-06,30,0,2,0,115,0,50,65,93,22,0,0,15,13,0,877.82,31.35,35765.84,1277.35,726031.63,2022-06-10,488.21,16206.27,2022-06-04,-475.10,-16020.97,3,2,712.98,23503.18,3.3477
2022-07,31,2,1,0,134,0,76,58,109,25,0,0,15,13,0,1007.73,35.99,48953.20,1748.33,774984.85,2022-07-27,465.55,21975.90,2022-07-19,-343.49,-15611.83,7,5,848.50,38442.31,4.9899
2022-08,31,0,1,0,182,0,91,91,154,28,0,0,15,15,0,31.11,1.04,-4503.85,-150.13,770481.04,2022-08-17,455.32,19074.76,2022-08-28,-465.67,-23306.82,4,4,1133.09,56134.13,6.7908
2022-09,30,0,1,0,168,0,88,80,144,24,0,0,15,14,0,1052.74,36.30,52260.59,1802.09,822741.56,2022-09-01,715.53,35614.36,2022-09-11,-464.41,-21524.65,3,5,772.74,39753.55,4.7371
2022-10,31,1,2,0,194,0,97,97,162,32,0,0,14,14,0,441.39,15.76,21894.79,781.96,844636.33,2022-10-28,411.52,19991.28,2022-10-03,-314.31,-16377.09,3,4,858.45,43498.64,5.2579
2022-11,30,0,2,0,188,0,97,91,161,27,0,0,14,14,0,102.61,3.66,10696.40,382.01,855332.71,2022-11-20,358.46,21638.35,2022-11-01,-428.22,-20893.21,3,3,959.55,46295.00,5.4811
2022-12,31,0,0,0,230,0,114,116,198,32,0,0,12,19,0,265.90,8.58,15003.27,483.98,870336.05,2022-12-13,300.89,17529.56,2022-12-02,-202.72,-11974.58,4,7,590.35,35016.26,3.9466
2023-01,31,1,1,0,191,0,107,84,164,27,0,0,11,18,0,380.65,13.13,22062.32,760.77,892398.34,2023-01-29,732.40,31617.68,2023-01-27,-534.34,-23217.99,3,6,1255.98,54716.33,6.0490
2023-02,28,1,0,0,138,0,66,72,113,25,0,0,15,12,0,2459.40,91.09,102527.72,3797.32,994926.08,2023-02-09,754.29,33017.74,2023-02-01,-309.21,-13433.68,4,3,463.08,19748.88,1.9575
2023-03,31,1,3,0,160,1,82,78,131,28,1,0,16,11,0,3440.12,127.41,135947.24,5035.08,1130873.35,2023-03-16,698.54,28215.38,2023-03-21,-248.63,-8853.48,7,5,505.36,22281.03,2.2095
2023-04,30,1,1,0,181,0,85,96,159,22,0,0,10,18,0,-1463.51,-52.27,-52862.69,-1887.95,1078010.63,2023-04-20,547.65,18952.27,2023-04-04,-564.13,-20168.00,3,8,2454.43,87034.49,7.4705
2023-05,31,1,1,0,163,1,84,79,135,27,1,0,9,20,0,-847.44,-29.22,-29766.40,-1026.43,1048244.25,2023-05-31,561.37,20281.86,2023-05-07,-368.51,-12721.84,2,7,1415.51,50425.40,4.6776
2023-06,30,0,1,0,186,0,99,87,163,23,0,0,9,20,0,-1815.23,-62.59,-68350.68,-2356.92,979893.54,2023-06-16,477.33,18659.50,2023-06-12,-588.98,-22790.59,4,5,2550.34,92445.32,8.8191
2023-07,31,0,0,0,214,0,113,101,182,32,0,0,15,16,0,-230.21,-7.43,-8164.79,-263.38,971728.75,2023-07-24,671.89,22557.44,2023-07-02,-567.21,-18586.55,4,5,1132.81,37612.91,3.7593
2023-08,31,0,2,0,202,0,104,98,169,33,0,0,12,17,0,-306.60,-10.57,-12286.04,-423.66,959442.72,2023-08-08,361.58,12414.34,2023-08-28,-223.51,-8572.51,3,6,774.51,28561.63,2.9040
2023-09,30,2,0,0,234,0,106,128,203,31,0,0,9,19,0,-1367.07,-48.82,-51417.10,-1836.33,908025.55,2023-09-14,978.75,37294.15,2023-09-13,-400.07,-15441.33,2,5,1950.32,73963.82,7.5896
2023-10,31,1,2,0,199,0,104,95,169,30,0,0,10,18,0,-262.42,-9.37,-3407.29,-121.69,904618.33,2023-10-11,778.64,28614.86,2023-10-17,-439.77,-15457.81,3,5,1396.91,45175.25,4.7563
2023-11,30,0,1,0,202,0,108,94,171,31,0,0,11,18,0,-2070.16,-71.38,-57746.80,-1991.27,846871.54,2023-11-24,510.81,13637.91,2023-11-11,-575.09,-15494.95,3,6,2924.25,80977.16,8.9515
2023-12,31,0,1,0,159,0,70,89,127,32,0,0,13,17,0,-209.20,-6.97,-2184.78,-72.83,844686.76,2023-12-15,1047.64,24545.30,2023-12-12,-737.49,-17689.80,4,6,1818.65,42357.38,4.8305
2024-01,31,0,0,0,215,0,105,110,187,28,0,0,12,19,0,-3937.90,-127.03,-93373.46,-3012.05,751313.28,2024-01-28,738.57,17614.29,2024-01-05,-1404.05,-32141.28,2,3,5005.53,118337.89,13.6747
2024-02,29,0,2,1,171,1,88,83,142,29,0,0,13,13,0,1747.82,67.22,26493.96,1019.00,777807.24,2024-02-17,804.90,15538.66,2024-02-02,-686.97,-15989.37,3,5,1857.66,40373.39,5.3737
2024-03,31,1,2,0,139,0,70,69,112,27,0,0,15,13,0,2118.68,75.67,29100.21,1039.29,806907.46,2024-03-13,1812.22,25071.86,2024-03-12,-1207.24,-16763.48,4,6,2677.90,40431.31,5.0005
2024-04,30,0,1,0,165,0,82,83,143,22,0,0,11,18,0,-5071.70,-174.89,-79050.65,-2725.88,727856.89,2024-04-06,1504.78,22185.83,2024-04-26,-1425.63,-22163.06,3,6,6483.04,98029.43,11.8810
2024-05,31,2,0,0,159,1,82,77,132,27,0,0,13,16,0,2935.19,101.21,48739.53,1680.67,776596.42,2024-05-08,1524.27,24187.78,2024-05-22,-1287.71,-18460.17,3,3,1817.37,26263.41,3.3219
2024-06,30,0,0,0,188,0,96,92,163,25,0,0,10,20,0,-5108.53,-170.28,-73322.90,-2444.10,703273.54,2024-06-24,862.25,13457.53,2024-06-19,-1202.79,-18464.72,2,10,6676.23,97397.07,12.5415
2024-07,31,1,4,0,136,0,73,63,114,22,0,0,13,13,0,-426.98,-16.42,4060.82,156.19,707334.41,2024-07-13,1231.02,21317.19,2024-07-31,-1473.69,-22231.72,7,5,5946.30,90777.54,11.3897
2024-08,31,0,3,0,144,0,81,63,115,29,0,0,13,15,0,2818.29,100.65,46671.05,1666.82,754005.48,2024-08-13,1686.08,28441.59,2024-08-10,-1047.28,-17265.87,4,4,2846.93,44825.21,6.2760
2024-09,30,1,1,0,154,0,67,87,128,26,0,0,13,15,0,-220.07,-7.86,-2122.61,-75.81,751882.86,2024-09-17,1015.51,17350.74,2024-09-23,-959.80,-15152.07,3,5,2480.91,42393.67,5.4311
2024-10,31,2,1,0,171,1,92,79,139,31,1,0,16,12,0,3376.53,120.59,52453.89,1873.35,804336.81,2024-10-04,1226.54,20008.69,2024-10-03,-1193.80,-19534.37,4,2,1298.17,19534.35,2.5843
2024-11,30,0,2,0,175,0,88,87,153,22,0,0,10,18,0,-8904.89,-318.03,-99421.20,-3550.76,704915.64,2024-11-06,1267.66,18372.54,2024-11-07,-1503.31,-20065.41,2,7,9790.17,111987.16,13.7087
2024-12,31,0,0,0,174,0,76,98,148,26,0,0,16,15,0,1861.76,60.06,18449.51,595.15,723365.19,2024-12-09,2219.29,22228.73,2024-12-07,-1909.22,-19146.96,4,4,4728.22,47362.47,6.5789
2025-01,31,1,1,0,161,0,78,83,140,21,0,0,10,19,0,-4825.90,-166.41,-47268.15,-1629.94,676097.01,2025-01-02,1208.20,12863.54,2025-01-29,-1567.68,-15348.48,3,4,5143.87,50622.30,6.9659
2025-02,28,0,3,0,145,0,69,76,125,20,0,0,10,15,0,-1068.04,-42.72,-11249.85,-449.99,664847.21,2025-02-20,1894.97,19676.49,2025-02-04,-1900.28,-19207.29,3,4,5157.17,53448.32,7.6652
2025-03,31,1,2,0,162,0,88,74,140,22,0,0,13,15,0,1840.00,65.71,22945.89,819.50,687793.07,2025-03-18,2225.58,26753.11,2025-03-25,-1802.88,-20617.08,2,5,4307.92,49532.45,6.9856
2025-04,30,0,0,0,180,0,97,83,148,32,0,0,14,16,0,2524.44,84.15,32407.27,1080.24,720200.38,2025-04-12,2547.26,30612.07,2025-04-14,-1275.09,-15083.21,3,4,2944.26,32578.97,4.3278
2025-05,31,1,0,0,173,0,88,85,145,28,0,0,12,18,0,-3732.15,-124.40,-35892.28,-1196.41,684308.07,2025-05-18,2354.46,22661.30,2025-05-12,-2935.52,-28165.68,4,9,9003.36,86792.88,11.9453
2025-06,30,2,0,0,195,0,109,86,171,24,0,0,10,18,0,-11023.06,-393.68,-103391.78,-3692.56,580916.32,2025-06-25,1712.94,16223.42,2025-06-19,-2695.17,-25747.54,3,4,11023.06,103391.75,15.1089
2025-07,31,0,0,0,187,0,104,83,159,28,0,0,16,15,0,975.15,31.46,11527.91,371.87,592444.20,2025-07-15,3928.25,32965.34,2025-07-17,-2136.26,-18014.93,6,8,9447.76,79606.26,11.8453
2025-08,31,0,0,0,179,0,88,91,156,23,0,0,13,18,0,-106.32,-3.43,-3515.29,-113.40,588928.89,2025-08-13,2256.28,18743.99,2025-08-08,-2187.21,-18741.93,3,4,5512.36,49489.75,7.7519
2025-09,30,0,1,0,163,0,87,76,139,24,0,0,10,19,0,-2425.83,-83.65,-21644.80,-746.37,567284.04,2025-09-04,1538.68,13821.05,2025-09-15,-1819.22,-15731.23,3,8,5094.69,44386.77,7.4099
2025-10,31,0,0,0,156,1,86,70,124,31,1,0,18,13,0,2854.44,92.08,28220.75,910.35,595504.77,2025-10-11,2121.83,18931.61,2025-10-15,-2251.15,-19972.23,9,5,6582.10,55996.06,9.4622
2025-11,30,0,1,0,174,0,94,80,146,28,0,0,13,16,0,-4716.11,-162.62,-56704.87,-1955.34,538799.91,2025-11-11,3002.40,28507.39,2025-11-22,-3021.55,-35839.86,2,3,9547.60,103649.51,16.2523
2025-12,31,0,1,0,155,0,88,67,128,27,0,0,15,15,0,6471.63,215.72,73544.13,2451.47,612344.02,2025-12-30,2635.93,30015.17,2025-12-07,-1651.94,-18477.26,3,2,2294.36,25403.49,4.5681
2026-01,31,0,1,0,175,0,85,90,146,29,0,0,14,16,0,2578.32,85.94,27763.78,925.46,640107.82,2026-01-25,1764.55,19797.08,2026-01-26,-1593.13,-18163.35,4,4,2537.94,26528.66,4.1449
2026-02,28,0,2,0,125,0,64,61,100,25,0,0,15,11,0,4968.69,191.10,66796.76,2569.11,706904.55,2026-02-23,2253.73,33617.33,2026-02-19,-1374.82,-20609.58,4,3,3361.58,49102.87,7.0527
2026-03,31,0,2,0,153,0,86,67,132,21,0,0,12,17,0,-2012.70,-69.40,-30210.90,-1041.76,676693.60,2026-03-15,1297.37,18221.86,2026-03-12,-1832.77,-26115.39,4,5,3259.50,46404.81,6.5645
2026-04,30,0,0,0,168,0,77,91,144,24,0,0,16,14,0,-341.88,-11.40,-3938.01,-131.27,672755.66,2026-04-28,1472.62,19034.89,2026-04-23,-1485.86,-19051.55,3,5,3650.88,47482.68,6.8756
2026-05,10,0,0,0,42,1,21,21,33,8,0,1,5,5,0,2676.03,267.60,33914.77,3391.48,706670.43,2026-05-07,1661.05,20433.22,2026-05-03,-572.81,-7293.84,2,2,975.22,12397.52,1.7848
