market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,10,2,8,20.0,-5078.86,-507.89,1479.54,-1049.33,0.3391
commodities,GCF,10,2,8,20.0,-1578.25,-157.82,405.12,-537.63,0.3112
commodities,HGF,5,0,5,0.0,-5248.96,-1049.79,-1049.66,-1049.96,0.0
commodities,NGF,10,0,10,0.0,-10141.42,-1014.14,-900.47,-1049.94,0.0
commodities,SIF,15,4,11,26.67,-5039.63,-335.98,1189.28,-1049.93,0.4793
derivatives,CNXAUTO,6,3,3,50.0,-730.07,-121.68,580.75,-768.26,0.552
derivatives,CNXFMCG,6,3,3,50.0,499.02,83.17,712.45,-299.95,1.606
derivatives,CNXIT,3,2,1,66.67,348.0,116.0,347.4,-132.7,3.6225
derivatives,NSEBANK,5,1,4,20.0,-1605.09,-321.02,253.25,-689.92,0.1363
derivatives,NSEI,8,4,4,50.0,-902.83,-112.85,441.01,-887.23,0.5887
equity,BHARTIARTL_NS,7,4,3,57.14,2184.32,312.05,1187.33,-392.0,3.6307
equity,HDFCBANK_NS,7,2,5,28.57,-2851.93,-407.42,630.4,-1049.49,0.2537
equity,ICICIBANK_NS,4,2,2,50.0,-627.33,-156.83,1164.4,-1049.75,0.7005
equity,INFY_NS,8,5,3,62.5,1185.32,148.17,1901.88,-1046.22,1.5002
equity,ITC_NS,8,3,5,37.5,-1690.13,-211.27,868.0,-691.13,0.4164
equity,KOTAKBANK_NS,6,2,4,33.33,-352.07,-58.68,817.9,-1048.12,0.8114
equity,LT_NS,6,3,3,50.0,317.89,52.98,754.0,-999.61,1.2483
equity,RELIANCE_NS,9,5,4,55.56,2344.45,260.49,1065.4,-624.66,2.267
equity,SBIN_NS,2,0,2,0.0,-1241.55,-620.77,-199.59,-1041.96,0.0
equity,TCS_NS,3,3,0,100.0,2914.44,971.48,1875.04,157.0,inf
