trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T12:00:00-04:00,2026-03-30,commodities,CLF,1126.5,101126.5,0.0,0.0
2,2026-03-30T15:20:00-04:00,2026-03-30,commodities,SIF,1153.81,102280.31,0.0,0.0
3,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,307.93,102588.24,0.0,0.0
4,2026-03-31T10:35:00-04:00,2026-03-31,commodities,CLF,-741.45,101846.79,-741.45,-0.7227
5,2026-04-01T09:40:00-04:00,2026-04-01,commodities,SIF,-878.75,100968.04,-1620.2,-1.5793
6,2026-04-01T10:00:00-04:00,2026-04-01,commodities,GCF,-377.03,100591.01,-1997.23,-1.9468
7,2026-04-01T10:20:00+05:30,2026-04-01,equity,HDFCBANK_NS,-1049.49,99541.52,-3046.72,-2.9699
8,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-576.01,98965.51,-3622.73,-3.5313
9,2026-04-01T13:15:00+05:30,2026-04-01,derivatives,NSEI,-435.51,98530.0,-4058.24,-3.9559
10,2026-04-01T13:40:00+05:30,2026-04-01,derivatives,NSEBANK,-470.44,98059.56,-4528.68,-4.4144
11,2026-04-01T15:20:00+05:30,2026-04-01,equity,BHARTIARTL_NS,978.5,99038.06,-3550.18,-3.4606
12,2026-04-01T15:20:00+05:30,2026-04-01,equity,RELIANCE_NS,-393.1,98644.96,-3943.28,-3.8438
13,2026-04-02T09:40:00-04:00,2026-04-02,commodities,CLF,-1049.33,97595.63,-4992.61,-4.8666
14,2026-04-02T09:40:00-04:00,2026-04-02,commodities,GCF,-294.07,97301.56,-5286.68,-5.1533
15,2026-04-02T13:00:00+05:30,2026-04-02,derivatives,NSEI,-814.31,96487.25,-6100.99,-5.9471
16,2026-04-02T13:00:00+05:30,2026-04-02,equity,LT_NS,-999.61,95487.64,-7100.6,-6.9215
17,2026-04-02T13:25:00+05:30,2026-04-02,derivatives,CNXAUTO,-768.26,94719.38,-7868.86,-7.6703
