trade_id,report_date,exit_timestamp,direction,gross_pnl_usd,cumulative_pnl_usd,equity,peak_equity,drawdown_usd,drawdown_pct
T00001,2021-05-14,2021-05-14 19:00:00+00:00,LONG,-2186.33,-2186.33,997813.67,1000000.00,2186.33,0.2186
T00002,2021-05-14,2021-05-14 21:00:00+00:00,LONG,-8029.83,-10216.16,989783.84,1000000.00,10216.16,1.0216
T00003,2021-05-14,2021-05-14 23:00:00+00:00,SHORT,-18950.34,-29166.50,970833.50,1000000.00,29166.50,2.9167
T00004,2021-05-15,2021-05-15 00:00:00+00:00,SHORT,-4088.39,-33254.89,966745.11,1000000.00,33254.89,3.3255
T00005,2021-05-15,2021-05-15 01:00:00+00:00,SHORT,-5715.38,-38970.27,961029.73,1000000.00,38970.27,3.8970
T00006,2021-05-15,2021-05-15 02:00:00+00:00,SHORT,-13322.82,-52293.09,947706.91,1000000.00,52293.09,5.2293
T00007,2021-05-15,2021-05-15 03:00:00+00:00,LONG,-9829.49,-62122.58,937877.42,1000000.00,62122.58,6.2123
T00008,2021-05-16,2021-05-16 05:00:00+00:00,SHORT,33011.40,-29111.17,970888.83,1000000.00,29111.17,2.9111
T00009,2021-05-16,2021-05-16 07:00:00+00:00,SHORT,-4907.23,-34018.40,965981.60,1000000.00,34018.40,3.4018
T00010,2021-05-16,2021-05-16 15:00:00+00:00,LONG,-12228.70,-46247.11,953752.89,1000000.00,46247.11,4.6247
T00011,2021-05-17,2021-05-17 12:00:00+00:00,SHORT,51514.42,5267.31,1005267.31,1005267.31,0.00,0.0000
T00012,2021-05-17,2021-05-17 13:00:00+00:00,LONG,-2501.35,2765.96,1002765.96,1005267.31,2501.35,0.2488
T00013,2021-05-17,2021-05-17 21:00:00+00:00,SHORT,10533.30,13299.26,1013299.26,1013299.26,0.00,0.0000
T00014,2021-05-17,2021-05-17 22:00:00+00:00,LONG,-6280.87,7018.39,1007018.39,1013299.26,6280.87,0.6198
T00015,2021-05-18,2021-05-18 01:00:00+00:00,SHORT,-16339.42,-9321.02,990678.98,1013299.26,22620.28,2.2323
T00016,2021-05-18,2021-05-18 13:00:00+00:00,LONG,1102.25,-8218.77,991781.23,1013299.26,21518.03,2.1236
T00017,2021-05-19,2021-05-19 17:00:00+00:00,SHORT,79349.98,71131.21,1071131.21,1071131.21,0.00,0.0000
T00018,2021-05-19,2021-05-19 18:00:00+00:00,LONG,-5091.75,66039.46,1066039.46,1071131.21,5091.75,0.4754
T00019,2021-05-19,2021-05-19 21:00:00+00:00,SHORT,-10556.92,55482.53,1055482.53,1071131.21,15648.68,1.4609
T00020,2021-05-19,2021-05-19 23:00:00+00:00,SHORT,-30415.39,25067.14,1025067.14,1071131.21,46064.07,4.3005
T00021,2021-05-20,2021-05-20 00:00:00+00:00,SHORT,-4230.79,20836.35,1020836.35,1071131.21,50294.86,4.6955
T00022,2021-05-20,2021-05-20 04:00:00+00:00,SHORT,-50028.38,-29192.03,970807.97,1071131.21,100323.24,9.3661
T00023,2021-05-20,2021-05-20 05:00:00+00:00,SHORT,-1628.49,-30820.52,969179.48,1071131.21,101951.73,9.5181
T00024,2021-05-20,2021-05-20 17:00:00+00:00,LONG,-972.48,-31793.00,968207.00,1071131.21,102924.21,9.6089
T00025,2021-05-20,2021-05-20 18:00:00+00:00,SHORT,-195.88,-31988.88,968011.12,1071131.21,103120.09,9.6272
T00026,2021-05-20,2021-05-20 19:00:00+00:00,LONG,-10818.36,-42807.24,957192.76,1071131.21,113938.45,10.6372
T00027,2021-05-20,2021-05-20 23:00:00+00:00,LONG,-5639.71,-48446.96,951553.04,1071131.21,119578.17,11.1637
T00028,2021-05-21,2021-05-21 04:00:00+00:00,LONG,-24145.49,-72592.44,927407.56,1071131.21,143723.65,13.4179
T00029,2021-05-21,2021-05-21 05:00:00+00:00,LONG,-3521.14,-76113.58,923886.42,1071131.21,147244.79,13.7467
T00030,2021-05-21,2021-05-21 07:00:00+00:00,SHORT,-15223.11,-91336.69,908663.31,1071131.21,162467.90,15.1679
T00031,2021-05-21,2021-05-21 10:00:00+00:00,SHORT,-1274.63,-92611.32,907388.68,1071131.21,163742.53,15.2869
T00032,2021-05-21,2021-05-21 11:00:00+00:00,LONG,-4928.98,-97540.30,902459.70,1071131.21,168671.51,15.7470
T00033,2021-05-21,2021-05-21 12:00:00+00:00,LONG,-1673.96,-99214.26,900785.74,1071131.21,170345.47,15.9033
T00034,2021-05-21,2021-05-21 13:00:00+00:00,LONG,-10557.30,-109771.56,890228.44,1071131.21,180902.77,16.8889
T00035,2021-05-21,2021-05-21 14:00:00+00:00,SHORT,-3285.79,-113057.35,886942.65,1071131.21,184188.56,17.1957
T00036,2021-05-21,2021-05-21 15:00:00+00:00,LONG,-11710.79,-124768.14,875231.86,1071131.21,195899.35,18.2890
T00037,2021-05-22,2021-05-22 11:00:00+00:00,SHORT,10354.80,-114413.34,885586.66,1071131.21,185544.55,17.3223
T00038,2021-05-22,2021-05-22 20:00:00+00:00,LONG,-28644.23,-143057.58,856942.42,1071131.21,214188.79,19.9965
T00039,2021-05-22,2021-05-22 21:00:00+00:00,LONG,-407.60,-143465.18,856534.82,1071131.21,214596.39,20.0346
T00040,2021-05-22,2021-05-22 23:00:00+00:00,LONG,-15047.12,-158512.30,841487.70,1071131.21,229643.51,21.4393
T00041,2021-05-23,2021-05-23 00:00:00+00:00,LONG,-2918.09,-161430.39,838569.61,1071131.21,232561.60,21.7118
T00042,2021-05-23,2021-05-23 01:00:00+00:00,SHORT,-2057.00,-163487.39,836512.61,1071131.21,234618.60,21.9038
T00043,2021-05-23,2021-05-23 03:00:00+00:00,LONG,-16665.80,-180153.20,819846.80,1071131.21,251284.41,23.4597
T00044,2021-05-23,2021-05-23 04:00:00+00:00,SHORT,-2397.66,-182550.85,817449.15,1071131.21,253682.06,23.6836
T00045,2021-05-24,2021-05-24 01:00:00+00:00,SHORT,66832.77,-115718.09,884281.91,1071131.21,186849.30,17.4441
T00046,2021-05-24,2021-05-24 02:00:00+00:00,LONG,-12560.67,-128278.76,871721.24,1071131.21,199409.97,18.6168
T00047,2021-05-24,2021-05-24 05:00:00+00:00,LONG,-17969.26,-146248.02,853751.98,1071131.21,217379.23,20.2944
T00048,2021-05-25,2021-05-25 09:00:00+00:00,LONG,91708.91,-54539.11,945460.89,1071131.21,125670.32,11.7325
T00049,2021-05-25,2021-05-25 10:00:00+00:00,SHORT,-389.56,-54928.67,945071.33,1071131.21,126059.88,11.7689
T00050,2021-05-25,2021-05-25 16:00:00+00:00,SHORT,-6046.07,-60974.74,939025.26,1071131.21,132105.95,12.3333
T00051,2021-05-25,2021-05-25 17:00:00+00:00,LONG,-1816.21,-62790.96,937209.04,1071131.21,133922.17,12.5029
T00052,2021-05-25,2021-05-25 19:00:00+00:00,SHORT,-11505.15,-74296.11,925703.89,1071131.21,145427.32,13.5770
T00053,2021-05-25,2021-05-25 22:00:00+00:00,SHORT,-4715.16,-79011.27,920988.73,1071131.21,150142.48,14.0172
T00054,2021-05-25,2021-05-25 23:00:00+00:00,SHORT,-3357.62,-82368.89,917631.11,1071131.21,153500.10,14.3307
T00055,2021-05-26,2021-05-26 00:00:00+00:00,LONG,-8758.43,-91127.33,908872.67,1071131.21,162258.54,15.1483
T00056,2021-05-26,2021-05-26 01:00:00+00:00,LONG,-7311.70,-98439.03,901560.97,1071131.21,169570.24,15.8309
T00057,2021-05-26,2021-05-26 14:00:00+00:00,LONG,19332.75,-79106.28,920893.72,1071131.21,150237.49,14.0261
T00058,2021-05-26,2021-05-26 15:00:00+00:00,SHORT,-1064.94,-80171.22,919828.78,1071131.21,151302.43,14.1255
T00059,2021-05-26,2021-05-26 16:00:00+00:00,LONG,-4708.25,-84879.46,915120.54,1071131.21,156010.67,14.5650
T00060,2021-05-26,2021-05-26 17:00:00+00:00,SHORT,-5427.56,-90307.02,909692.98,1071131.21,161438.23,15.0718
T00061,2021-05-26,2021-05-26 18:00:00+00:00,SHORT,-11479.15,-101786.17,898213.83,1071131.21,172917.38,16.1434
T00062,2021-05-26,2021-05-26 22:00:00+00:00,SHORT,-4740.33,-106526.50,893473.50,1071131.21,177657.71,16.5860
T00063,2021-05-27,2021-05-27 00:00:00+00:00,SHORT,-4873.98,-111400.48,888599.52,1071131.21,182531.69,17.0410
T00064,2021-05-27,2021-05-27 09:00:00+00:00,SHORT,11012.58,-100387.90,899612.10,1071131.21,171519.11,16.0129
T00065,2021-05-27,2021-05-27 17:00:00+00:00,LONG,-2003.78,-102391.68,897608.32,1071131.21,173522.89,16.2000
T00066,2021-05-27,2021-05-27 18:00:00+00:00,LONG,-1267.59,-103659.27,896340.73,1071131.21,174790.48,16.3183
T00067,2021-05-27,2021-05-27 20:00:00+00:00,LONG,-5611.81,-109271.08,890728.92,1071131.21,180402.29,16.8422
T00068,2021-05-27,2021-05-27 21:00:00+00:00,SHORT,-1141.29,-110412.37,889587.63,1071131.21,181543.58,16.9488
T00069,2021-05-27,2021-05-27 22:00:00+00:00,SHORT,-9593.12,-120005.49,879994.51,1071131.21,191136.70,17.8444
T00070,2021-05-27,2021-05-27 23:00:00+00:00,LONG,-4363.11,-124368.60,875631.40,1071131.21,195499.81,18.2517
T00071,2021-05-28,2021-05-28 01:00:00+00:00,SHORT,-6838.46,-131207.06,868792.94,1071131.21,202338.27,18.8901
T00072,2021-05-29,2021-05-29 02:00:00+00:00,SHORT,41533.10,-89673.96,910326.04,1071131.21,160805.17,15.0126
T00073,2021-05-29,2021-05-29 03:00:00+00:00,LONG,-496.03,-90169.99,909830.01,1071131.21,161301.20,15.0590
T00074,2021-05-29,2021-05-29 04:00:00+00:00,LONG,-1683.36,-91853.35,908146.65,1071131.21,162984.56,15.2161
T00075,2021-05-29,2021-05-29 05:00:00+00:00,LONG,-7065.37,-98918.72,901081.28,1071131.21,170049.93,15.8757
T00076,2021-05-29,2021-05-29 06:00:00+00:00,SHORT,-11818.72,-110737.43,889262.57,1071131.21,181868.64,16.9791
T00077,2021-05-29,2021-05-29 08:00:00+00:00,LONG,-20655.72,-131393.15,868606.85,1071131.21,202524.36,18.9075
T00078,2021-05-29,2021-05-29 09:00:00+00:00,LONG,-2149.95,-133543.10,866456.90,1071131.21,204674.31,19.1082
T00079,2021-05-30,2021-05-30 05:00:00+00:00,SHORT,24531.52,-109011.58,890988.42,1071131.21,180142.79,16.8180
T00080,2021-05-30,2021-05-30 06:00:00+00:00,SHORT,-3203.46,-112215.03,887784.97,1071131.21,183346.24,17.1171
T00081,2021-05-31,2021-05-31 01:00:00+00:00,LONG,4503.33,-107711.70,892288.30,1071131.21,178842.91,16.6966
T00082,2021-05-31,2021-05-31 08:00:00+00:00,SHORT,-5174.25,-112885.95,887114.05,1071131.21,184017.16,17.1797
T00083,2021-06-01,2021-06-01 07:00:00+00:00,LONG,24494.86,-88391.09,911608.91,1071131.21,159522.30,14.8929
T00084,2021-06-01,2021-06-01 08:00:00+00:00,LONG,-2711.18,-91102.26,908897.74,1071131.21,162233.47,15.1460
T00085,2021-06-01,2021-06-01 09:00:00+00:00,SHORT,-938.89,-92041.15,907958.85,1071131.21,163172.36,15.2336
T00086,2021-06-01,2021-06-01 14:00:00+00:00,SHORT,-17275.29,-109316.44,890683.56,1071131.21,180447.65,16.8465
T00087,2021-06-01,2021-06-01 15:00:00+00:00,LONG,-4772.29,-114088.73,885911.27,1071131.21,185219.94,17.2920
T00088,2021-06-02,2021-06-02 00:00:00+00:00,SHORT,496.83,-113591.90,886408.10,1071131.21,184723.11,17.2456
T00089,2021-06-02,2021-06-02 01:00:00+00:00,LONG,-2617.96,-116209.86,883790.14,1071131.21,187341.07,17.4900
T00090,2021-06-02,2021-06-02 03:00:00+00:00,SHORT,-8419.49,-124629.35,875370.65,1071131.21,195760.56,18.2761
T00091,2021-06-02,2021-06-02 04:00:00+00:00,SHORT,-5202.38,-129831.73,870168.27,1071131.21,200962.94,18.7617
T00092,2021-06-03,2021-06-03 02:00:00+00:00,LONG,23936.69,-105895.04,894104.96,1071131.21,177026.25,16.5270
T00093,2021-06-03,2021-06-03 03:00:00+00:00,SHORT,-2143.36,-108038.40,891961.60,1071131.21,179169.61,16.7271
T00094,2021-06-03,2021-06-03 04:00:00+00:00,SHORT,-469.65,-108508.05,891491.95,1071131.21,179639.26,16.7710
T00095,2021-06-04,2021-06-04 02:00:00+00:00,LONG,25708.69,-82799.35,917200.65,1071131.21,153930.56,14.3708
T00096,2021-06-05,2021-06-05 00:00:00+00:00,SHORT,18948.71,-63850.64,936149.36,1071131.21,134981.85,12.6018
T00097,2021-06-05,2021-06-05 01:00:00+00:00,SHORT,-6788.22,-70638.85,929361.15,1071131.21,141770.06,13.2355
T00098,2021-06-05,2021-06-05 10:00:00+00:00,LONG,-13200.46,-83839.32,916160.68,1071131.21,154970.53,14.4679
T00099,2021-06-06,2021-06-06 06:00:00+00:00,SHORT,4302.27,-79537.05,920462.95,1071131.21,150668.26,14.0663
T00100,2021-06-06,2021-06-06 07:00:00+00:00,LONG,-2918.06,-82455.11,917544.89,1071131.21,153586.32,14.3387
T00101,2021-06-06,2021-06-06 08:00:00+00:00,SHORT,-5527.83,-87982.94,912017.06,1071131.21,159114.15,14.8548
T00102,2021-06-06,2021-06-06 09:00:00+00:00,LONG,-4054.27,-92037.21,907962.79,1071131.21,163168.42,15.2333
T00103,2021-06-06,2021-06-06 11:00:00+00:00,LONG,-11157.85,-103195.06,896804.94,1071131.21,174326.27,16.2750
