period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021,233,16,1,0,1219,1,607,612,1218,1,0,80,136,0,-5552.08,-25.70,-27113.03,-125.52,972887.05,2021-12-04,6903.91,122716.50,2021-05-21,-3127.27,-76321.19,3,5,16424.89,332861.47,26.1816
2022,365,29,0,0,2128,0,1104,1024,2128,0,0,134,202,0,2216.17,6.60,-3070.63,-9.14,969816.59,2022-01-22,5699.97,137951.17,2022-05-11,-5046.60,-165540.53,4,8,8623.25,259939.95,22.3206
2023,365,24,0,0,2039,2,1040,999,2037,2,0,134,207,0,15739.60,46.16,679160.04,1991.67,1648976.54,2023-03-14,3944.45,193890.81,2023-04-27,-2166.07,-76050.04,5,9,5403.15,164827.57,10.0744
2024,366,28,0,0,1939,3,964,975,1936,3,0,135,203,0,12563.43,37.17,303805.71,898.83,1952782.18,2024-02-29,9194.77,181398.36,2024-11-18,-4007.26,-44016.13,3,10,16743.91,176552.18,9.0513
2025,365,28,0,0,1917,1,1016,901,1916,1,0,127,210,0,-6955.89,-20.64,-75749.32,-224.78,1877032.81,2025-10-12,7925.68,65061.41,2025-03-07,-9430.48,-107632.60,3,8,30696.28,299944.70,14.8432
2026,130,14,0,0,631,1,310,321,629,1,1,51,65,0,23212.43,200.11,303148.17,2613.35,2180180.93,2026-02-06,9915.87,130380.58,2026-03-31,-2429.76,-36243.84,5,5,8007.81,115943.66,5.5494
