date,status,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,remarks
2026-04-03,TRADED,23,0,9,14,23,0,0,0,23,0,-1742.50,-75.76,-4.54,-208.69,0,23,1742.50,
2026-04-04,TRADED,9,0,4,5,9,0,0,0,9,0,-119.50,-13.28,-0.54,-57.75,0,9,119.50,
2026-04-05,TRADED,7,0,3,4,7,0,0,1,6,0,97.98,14.00,210.23,-28.56,1,6,112.25,
2026-04-06,TRADED,1,0,1,0,1,0,0,1,0,0,1880.50,1880.50,1880.50,1880.50,1,0,0.00,
2026-04-07,TRADED,5,0,0,5,5,0,0,2,3,0,-212.51,-42.50,256.60,-428.78,2,3,607.56,
2026-04-08,TRADED,6,0,3,3,6,0,0,2,4,0,1574.25,262.37,1750.60,-269.38,2,4,537.11,
2026-04-09,TRADED,9,0,4,5,9,0,0,1,8,0,-400.40,-44.49,266.36,-274.28,1,8,666.76,
2026-04-10,TRADED,7,0,2,5,7,0,0,2,5,0,-12.00,-1.71,396.94,-296.20,1,5,426.56,
2026-04-11,TRADED,13,0,7,6,13,0,0,1,12,0,-467.79,-35.98,398.96,-270.06,1,12,866.75,
2026-04-12,TRADED,3,0,3,0,3,0,0,0,3,0,-272.41,-90.80,-26.69,-155.83,0,3,272.41,
2026-04-13,TRADED,4,0,1,3,4,0,0,1,3,0,394.32,98.58,669.41,-119.60,1,3,275.09,
2026-04-14,TRADED,3,0,1,2,3,0,0,1,2,0,2174.03,724.68,2709.22,-282.45,1,2,535.19,
2026-04-15,TRADED,13,0,5,8,13,0,0,0,13,0,-1454.19,-111.86,-6.00,-298.55,0,13,1454.19,
2026-04-16,TRADED,9,0,5,4,9,0,0,1,8,0,-1391.58,-154.62,311.30,-845.69,1,8,1702.88,
2026-04-17,TRADED,10,0,5,5,10,0,0,0,10,0,-723.26,-72.33,-9.66,-302.75,0,10,723.26,
2026-04-18,TRADED,2,0,2,0,2,0,0,1,1,0,2100.48,1050.24,2126.00,-25.52,1,1,25.52,
2026-04-19,TRADED,6,0,2,4,6,0,0,1,5,0,135.50,22.58,1027.67,-435.50,1,5,892.17,
2026-04-20,TRADED,6,0,2,4,6,0,0,1,5,0,-364.85,-60.81,475.20,-295.95,1,5,840.05,
2026-04-21,TRADED,6,0,4,2,6,0,0,1,5,0,-496.16,-82.69,181.25,-370.37,1,5,677.41,
2026-04-22,TRADED,1,0,0,1,1,0,0,0,1,0,-121.78,-121.78,-121.78,-121.78,0,1,121.78,
2026-04-23,TRADED,12,0,4,8,12,0,0,1,11,0,-199.59,-16.63,1853.15,-510.03,1,11,2052.74,
2026-04-24,TRADED,12,0,6,6,12,0,0,0,12,0,-1666.12,-138.84,-24.51,-373.20,0,12,1666.12,
2026-04-25,TRADED,12,0,6,6,12,0,0,1,11,0,-396.65,-33.05,32.26,-197.44,1,11,428.91,
2026-04-26,TRADED,9,0,3,6,9,0,0,1,8,0,-291.54,-32.39,126.15,-97.98,1,8,417.69,
2026-04-27,TRADED,2,0,1,1,2,0,0,0,2,0,-492.31,-246.16,-111.37,-380.94,0,2,492.31,
2026-04-28,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-04-29,TRADED,8,0,5,3,8,0,0,2,6,0,1005.99,125.75,1323.73,-245.87,1,4,391.00,
2026-04-30,TRADED,6,0,2,4,6,0,0,1,5,0,95.41,15.90,396.64,-102.05,1,5,301.23,
2026-05-01,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2026-05-02,TRADED,3,0,2,1,3,0,0,1,2,0,2111.08,703.69,2199.48,-75.87,1,2,88.40,
2026-05-03,TRADED,6,0,4,2,6,0,0,1,5,0,-241.44,-40.24,17.88,-102.27,1,5,259.32,
2026-05-04,TRADED,6,0,3,3,6,0,0,2,4,0,-311.91,-51.98,543.66,-682.93,1,3,682.93,
2026-05-05,TRADED,2,0,2,0,2,0,0,1,1,0,1635.27,817.63,1746.87,-111.60,1,1,111.60,
2026-05-06,TRADED,17,0,9,8,17,0,0,1,16,0,-1213.38,-71.38,189.40,-188.23,1,9,1213.38,
2026-05-07,TRADED,3,0,2,1,3,0,0,1,2,0,-21.69,-7.23,29.81,-49.44,1,2,51.50,
2026-05-08,MIXED,10,1,1,9,9,1,0,1,9,0,-22.90,-2.29,1822.44,-595.78,1,9,1845.34,Missing 13 candle(s) between 2026-05-08 01:00:00+00:00 and 2026-05-08 08:00:00+00:00; resumed on next available row.
2026-05-09,TRADED,3,0,3,0,2,0,1,3,0,0,707.08,235.69,491.66,49.89,3,0,0.00,
