date,status,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,remarks
2025-06-24,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-06-25,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-06-26,TRADED,13,0,6,7,13,0,0,1,12,0,4915.68,378.13,6225.20,-215.84,1,12,1309.52,
2025-06-27,TRADED,21,0,13,8,21,0,0,1,20,0,-1645.04,-78.34,34.38,-208.79,1,20,1679.42,
2025-06-28,TRADED,12,0,7,5,12,0,0,2,10,0,-367.46,-30.62,62.42,-184.59,1,6,410.96,
2025-06-29,TRADED,17,0,6,11,17,0,0,1,16,0,-566.70,-33.34,209.20,-146.35,1,9,566.70,
2025-06-30,TRADED,2,0,1,1,2,0,0,1,1,0,4.89,2.44,182.94,-178.05,1,1,178.05,
2025-07-01,TRADED,2,0,1,1,2,0,0,1,1,0,652.15,326.07,722.37,-70.22,1,1,70.22,
2025-07-02,TRADED,3,0,2,1,3,0,0,1,2,0,307.56,102.52,342.55,-27.40,1,2,34.99,
2025-07-03,TRADED,9,0,5,4,9,0,0,2,7,0,2251.93,250.21,2841.61,-256.53,1,6,589.68,
2025-07-04,TRADED,3,0,3,0,3,0,0,0,3,0,-169.03,-56.34,-5.10,-89.06,0,3,169.03,
2025-07-05,TRADED,30,0,15,15,30,0,0,3,27,0,209.21,6.97,1145.53,-129.48,1,25,936.32,
2025-07-06,TRADED,12,0,6,6,12,0,0,0,12,0,-406.92,-33.91,-8.80,-108.61,0,12,406.92,
2025-07-07,TRADED,5,0,4,1,5,0,0,1,4,0,500.57,100.11,633.59,-61.74,1,4,133.02,
2025-07-08,TRADED,11,0,8,3,11,0,0,1,10,0,-254.69,-23.15,462.19,-199.67,1,10,716.88,
2025-07-09,TRADED,17,0,12,5,17,0,0,3,14,0,-793.31,-46.67,243.13,-210.66,1,5,1036.44,
2025-07-10,TRADED,3,0,3,0,3,0,0,1,2,0,1572.58,524.19,1825.57,-128.04,1,2,252.99,
2025-07-11,TRADED,2,0,1,1,2,0,0,1,1,0,6124.02,3062.01,6195.79,-71.77,1,1,71.77,
2025-07-12,TRADED,16,0,8,8,16,0,0,2,14,0,-1080.09,-67.51,20.84,-253.90,1,13,1100.93,
2025-07-13,TRADED,2,0,0,2,2,0,0,1,1,0,32.40,16.20,70.45,-38.05,1,1,38.05,
2025-07-14,TRADED,2,0,1,1,2,0,0,1,1,0,2630.18,1315.09,2765.05,-134.87,1,1,134.87,
2025-07-15,TRADED,5,0,2,3,5,0,0,1,4,0,2770.72,554.14,2941.56,-64.09,1,4,170.84,
2025-07-16,TRADED,4,0,3,1,4,0,0,1,3,0,624.17,156.04,1268.50,-571.50,1,2,618.52,
2025-07-17,TRADED,19,0,13,6,19,0,0,1,18,0,-3126.60,-164.56,26.56,-604.39,1,17,3126.60,
2025-07-18,TRADED,4,0,1,3,4,0,0,1,3,0,-103.69,-25.92,281.62,-304.75,1,3,385.31,
2025-07-19,TRADED,18,0,6,12,18,0,0,2,16,0,-264.92,-14.72,1136.41,-217.40,2,16,1427.96,
2025-07-20,TRADED,25,0,9,16,25,0,0,1,24,0,-1577.59,-63.10,2.96,-349.81,1,12,1577.59,
2025-07-21,TRADED,12,0,6,6,12,0,0,2,10,0,-1108.74,-92.39,58.91,-342.15,1,7,1167.65,
2025-07-22,TRADED,6,0,3,3,6,0,0,1,5,0,-1367.81,-227.97,139.15,-594.56,1,5,1506.96,
2025-07-23,TRADED,8,0,5,3,8,0,0,1,7,0,-363.37,-45.42,355.55,-222.12,1,4,475.69,
2025-07-24,TRADED,19,0,10,9,19,0,0,2,17,0,-2440.83,-128.46,53.87,-440.89,1,11,2440.83,
2025-07-25,TRADED,2,0,1,1,2,0,0,1,1,0,1782.00,891.00,1878.35,-96.35,1,1,96.35,
2025-07-26,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-07-27,TRADED,9,0,6,3,9,0,0,1,8,0,1083.67,120.41,1404.17,-116.66,1,8,320.50,
2025-07-28,TRADED,14,0,5,9,14,0,0,1,13,0,-385.16,-27.51,636.65,-167.42,1,13,1021.81,
2025-07-29,TRADED,7,0,4,3,7,0,0,1,6,0,-425.47,-60.78,224.21,-191.11,1,6,649.68,
2025-07-30,TRADED,25,0,9,16,25,0,0,1,24,0,-2176.61,-87.06,107.36,-295.65,1,24,2283.97,
2025-07-31,TRADED,12,0,4,8,12,0,0,1,11,0,-965.26,-80.44,134.31,-262.27,1,9,1014.78,
2025-08-01,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-08-02,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-08-03,TRADED,2,0,0,2,2,0,0,1,1,0,4406.87,2203.43,4476.98,-70.11,1,1,70.11,
2025-08-04,TRADED,10,0,8,2,10,0,0,1,9,0,208.78,20.88,934.07,-180.89,1,9,725.29,
2025-08-05,TRADED,15,0,8,7,15,0,0,3,12,0,-633.92,-42.26,402.43,-201.94,1,8,1042.61,
2025-08-06,TRADED,6,0,4,2,6,0,0,1,5,0,-303.82,-50.64,145.79,-176.96,1,4,374.46,
2025-08-07,TRADED,10,0,3,7,10,0,0,1,9,0,-113.65,-11.37,388.56,-127.87,1,9,502.21,
2025-08-08,TRADED,17,0,9,8,17,0,0,2,15,0,314.18,18.48,1662.01,-243.47,1,14,1347.83,
2025-08-09,TRADED,16,0,9,7,16,0,0,2,14,0,-1052.56,-65.79,84.67,-346.60,1,6,1052.56,
2025-08-10,TRADED,3,0,1,2,3,0,0,0,3,0,-188.66,-62.89,-8.54,-167.93,0,3,188.66,
2025-08-11,TRADED,13,0,6,7,13,0,0,1,12,0,1265.66,97.36,2917.43,-461.05,1,12,1651.77,
2025-08-12,TRADED,10,0,5,5,10,0,0,1,9,0,-375.72,-37.57,834.27,-361.42,1,9,1209.99,
2025-08-13,TRADED,11,0,6,5,11,0,0,1,10,0,-807.52,-73.41,37.81,-180.89,1,8,807.52,
2025-08-14,TRADED,7,0,1,6,7,0,0,1,6,0,1495.11,213.59,2227.20,-240.80,1,6,732.09,
2025-08-15,TRADED,14,0,6,8,14,0,0,1,13,0,1689.76,120.70,2828.90,-343.02,1,13,1139.14,
2025-08-16,TRADED,7,0,3,4,7,0,0,3,4,0,399.86,57.12,290.70,-39.54,2,3,49.19,
2025-08-17,TRADED,11,0,7,4,11,0,0,1,10,0,-334.83,-30.44,154.18,-131.93,1,6,371.36,
2025-08-18,TRADED,4,0,1,3,4,0,0,1,3,0,902.29,225.57,1517.68,-249.07,1,3,615.39,
2025-08-19,TRADED,9,0,6,3,9,0,0,0,9,0,-983.16,-109.24,-9.34,-271.83,0,9,983.16,
2025-08-20,TRADED,22,0,13,9,22,0,0,1,21,0,-1023.06,-46.50,1255.39,-459.11,1,21,2278.45,
2025-08-21,TRADED,12,0,5,7,12,0,0,0,12,0,-831.58,-69.30,-26.48,-249.92,0,12,831.58,
2025-08-22,TRADED,22,0,13,9,22,0,0,2,20,0,-1488.91,-67.68,592.63,-380.58,1,20,2108.46,
2025-08-23,TRADED,4,0,3,1,4,0,0,1,3,0,240.78,60.20,360.66,-72.62,1,3,119.88,
2025-08-24,TRADED,4,0,2,2,4,0,0,1,3,0,18.75,4.69,184.06,-112.39,1,3,165.31,
2025-08-25,TRADED,11,0,4,7,11,0,0,1,10,0,1754.98,159.54,2542.31,-196.91,1,10,787.33,
2025-08-26,TRADED,6,0,0,6,6,0,0,2,4,0,838.96,139.83,1495.59,-328.44,1,3,724.28,
2025-08-27,TRADED,14,0,6,8,14,0,0,2,12,0,-749.61,-53.54,391.94,-549.47,1,7,1074.85,
2025-08-28,TRADED,23,0,8,15,23,0,0,1,22,0,-1588.24,-69.05,530.67,-334.90,1,14,1588.24,
2025-08-29,TRADED,4,0,2,2,4,0,0,0,4,0,-219.85,-54.96,-11.61,-95.37,0,4,219.85,
2025-08-30,TRADED,14,0,9,5,14,0,0,1,13,0,2782.46,198.75,3529.56,-113.76,1,13,747.10,
2025-08-31,TRADED,20,0,12,8,20,0,0,1,19,0,-771.65,-38.58,188.80,-159.92,1,19,960.45,
2025-09-01,TRADED,16,0,9,7,16,0,0,1,15,0,-1677.40,-104.84,222.29,-286.36,1,15,1899.69,
2025-09-02,TRADED,5,0,1,4,5,0,0,1,4,0,-91.66,-18.33,684.37,-678.17,1,4,776.03,
2025-09-03,TRADED,8,0,5,3,8,0,0,1,7,0,-35.78,-4.47,226.65,-81.10,1,7,262.43,
2025-09-04,TRADED,5,0,2,3,5,0,0,2,3,0,1215.62,243.12,817.12,-140.06,1,3,290.54,
2025-09-05,TRADED,16,0,9,7,16,0,0,1,15,0,-1180.77,-73.80,391.48,-441.27,1,8,1180.77,
2025-09-06,TRADED,4,0,3,1,4,0,0,1,3,0,314.40,78.60,413.13,-61.05,1,3,98.73,
2025-09-07,TRADED,10,0,5,5,10,0,0,1,9,0,-14.46,-1.45,234.56,-129.08,1,9,249.02,
2025-09-08,TRADED,11,0,7,4,11,0,0,1,10,0,-546.03,-49.64,297.14,-219.48,1,10,843.17,
2025-09-09,TRADED,9,0,6,3,9,0,0,2,7,0,203.76,22.64,566.30,-244.39,1,6,596.17,
2025-09-10,TRADED,3,0,1,2,3,0,0,1,2,0,433.04,144.35,504.23,-56.06,1,2,71.19,
2025-09-11,TRADED,6,0,4,2,6,0,0,1,5,0,722.53,120.42,2014.04,-707.46,1,5,1291.51,
2025-09-12,TRADED,10,0,7,3,10,0,0,1,9,0,-163.02,-16.30,730.59,-291.51,1,9,893.61,
2025-09-13,TRADED,12,0,6,6,12,0,0,1,11,0,401.52,33.46,744.31,-68.70,1,11,342.79,
2025-09-14,TRADED,23,0,10,13,23,0,0,0,23,0,-1038.70,-45.16,-0.09,-115.64,0,23,1038.70,
2025-09-15,TRADED,19,0,10,9,19,0,0,1,18,0,-1364.31,-71.81,326.41,-264.75,1,13,1364.31,
2025-09-16,TRADED,15,0,8,7,15,0,0,0,15,0,-1627.96,-108.53,-1.18,-238.10,0,15,1627.96,
2025-09-17,TRADED,5,0,2,3,5,0,0,1,4,0,675.76,135.15,1021.85,-133.49,1,4,346.09,
2025-09-18,TRADED,6,0,4,2,6,0,0,1,5,0,368.92,61.49,892.93,-264.34,1,4,492.64,
2025-09-19,TRADED,5,0,2,3,5,0,0,0,5,0,-403.80,-80.76,-27.14,-199.90,0,5,403.80,
2025-09-20,TRADED,18,0,10,8,18,0,0,1,17,0,674.99,37.50,1252.99,-92.38,1,17,578.00,
2025-09-21,TRADED,10,0,2,8,10,0,0,0,10,0,-350.45,-35.05,-5.11,-76.32,0,10,350.45,
2025-09-22,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-09-23,TRADED,10,0,5,5,10,0,0,1,9,0,1944.89,194.49,2942.27,-253.86,1,9,997.38,
2025-09-24,TRADED,5,0,4,1,5,0,0,1,4,0,-191.73,-38.35,107.47,-138.09,1,4,299.20,
2025-09-25,TRADED,5,0,3,2,5,0,0,1,4,0,-241.14,-48.23,542.02,-320.27,1,4,783.16,
2025-09-26,TRADED,12,0,6,6,12,0,0,1,11,0,2412.39,201.03,3220.65,-135.98,1,11,808.26,
2025-09-27,TRADED,20,0,11,9,20,0,0,0,20,0,-713.57,-35.68,-0.14,-112.74,0,20,713.57,
2025-09-28,TRADED,24,0,13,11,24,0,0,0,24,0,-786.03,-32.75,-4.59,-187.91,0,24,786.03,
2025-09-29,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-09-30,TRADED,7,0,6,1,7,0,0,1,6,0,3707.16,529.59,4143.60,-157.09,1,6,436.44,
2025-10-01,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-10-02,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-10-03,TRADED,4,0,3,1,4,0,0,2,2,0,5948.53,1487.13,5872.97,-156.66,1,1,156.66,
2025-10-04,TRADED,9,0,4,5,9,0,0,2,7,0,1117.09,124.12,1538.81,-175.85,1,6,421.72,
2025-10-05,TRADED,20,0,11,9,20,0,0,1,19,0,-1611.39,-80.57,567.86,-402.62,1,17,2116.52,
2025-10-06,TRADED,10,0,8,2,10,0,0,0,10,0,-1390.82,-139.08,-13.85,-318.27,0,10,1390.82,
2025-10-07,TRADED,11,0,6,5,11,0,0,1,10,0,-206.53,-18.78,1125.70,-276.70,1,10,1332.23,
2025-10-08,TRADED,3,0,1,2,3,0,0,1,2,0,577.41,192.47,1506.38,-846.23,1,2,928.97,
2025-10-09,TRADED,5,0,4,1,5,0,0,0,5,0,-319.03,-63.81,-25.64,-139.22,0,5,319.03,
2025-10-10,TRADED,23,0,12,11,23,0,0,2,21,0,-1139.36,-49.54,636.23,-230.51,1,15,1775.59,
2025-10-11,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-10-12,TRADED,13,0,8,5,13,0,0,1,12,0,7319.05,563.00,8995.57,-422.14,1,12,1676.52,
2025-10-13,TRADED,19,0,7,12,19,0,0,1,18,0,-1461.94,-76.94,2936.50,-717.87,1,18,4398.44,
2025-10-14,TRADED,11,0,5,6,11,0,0,1,10,0,-424.35,-38.58,1519.66,-794.84,1,7,1462.23,
2025-10-15,TRADED,17,0,12,5,17,0,0,0,17,0,-2695.76,-158.57,-13.06,-484.08,0,17,2695.76,
2025-10-16,TRADED,21,0,9,12,21,0,0,2,19,0,-1899.45,-90.45,697.06,-464.22,1,10,2596.51,
2025-10-17,TRADED,7,0,4,3,7,0,0,1,6,0,2660.81,380.12,3292.71,-228.68,1,6,631.90,
2025-10-18,TRADED,18,0,10,8,18,0,0,1,17,0,-994.59,-55.26,129.48,-190.52,1,12,994.59,
2025-10-19,TRADED,13,0,6,7,13,0,0,0,13,0,-937.27,-72.10,-0.42,-247.91,0,13,937.27,
2025-10-20,TRADED,6,0,4,2,6,0,0,2,4,0,2031.40,338.57,1973.31,-179.05,1,3,323.96,
2025-10-21,TRADED,5,0,2,3,5,0,0,3,2,0,810.99,162.20,929.38,-338.71,2,2,374.92,
2025-10-22,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-10-23,TRADED,1,0,0,1,1,0,0,1,0,0,1657.10,1657.10,1657.10,1657.10,1,0,0.00,
2025-10-24,TRADED,12,0,6,6,12,0,0,2,10,0,893.03,74.42,2237.84,-613.53,1,9,1347.51,
2025-10-25,MIXED,5,1,3,2,4,1,0,1,4,0,371.15,74.23,537.77,-78.52,1,4,166.62,Missing 23 candle(s) between 2025-10-25 15:00:00+00:00 and 2025-10-25 21:00:00+00:00; resumed on next available row.
2025-10-26,TRADED,5,0,2,3,5,0,0,0,5,0,-281.53,-56.31,-10.30,-149.18,0,5,281.53,
2025-10-27,TRADED,6,0,4,2,6,0,0,2,4,0,2470.92,411.82,3108.45,-310.96,1,3,637.53,
2025-10-28,TRADED,10,0,5,5,10,0,0,1,9,0,-947.08,-94.71,369.61,-545.09,1,9,1316.69,
2025-10-29,TRADED,2,0,1,1,2,0,0,1,1,0,119.54,59.77,187.68,-68.14,1,1,68.14,
2025-10-30,TRADED,2,0,0,2,2,0,0,1,1,0,1365.70,682.85,1535.16,-169.46,1,1,169.46,
2025-10-31,TRADED,20,0,10,10,20,0,0,3,17,0,-145.55,-7.28,1889.87,-488.59,1,8,2035.42,
2025-11-01,TRADED,20,0,11,9,20,0,0,2,18,0,-1034.82,-51.74,121.98,-231.50,1,7,1034.82,
2025-11-02,TRADED,22,0,13,9,22,0,0,0,22,0,-1446.64,-65.76,-3.26,-242.86,0,22,1446.64,
2025-11-03,TRADED,2,0,1,1,2,0,0,0,2,0,-86.81,-43.41,-8.79,-78.02,0,2,86.81,
2025-11-04,TRADED,4,0,3,1,4,0,0,1,3,0,3094.54,773.63,3133.70,-34.10,1,3,39.16,
2025-11-05,TRADED,4,0,0,4,4,0,0,2,2,0,4772.52,1193.13,4840.87,-114.41,1,1,114.41,
2025-11-06,TRADED,12,0,6,6,12,0,0,1,11,0,-257.95,-21.50,999.42,-316.50,1,11,1257.37,
2025-11-07,TRADED,11,0,5,6,11,0,0,3,8,0,454.32,41.30,726.61,-326.83,1,4,535.83,
2025-11-08,TRADED,5,0,3,2,5,0,0,2,3,0,133.01,26.60,462.91,-353.39,1,2,364.15,
2025-11-09,TRADED,10,0,3,7,10,0,0,0,10,0,-496.14,-49.61,-11.97,-125.31,0,10,496.14,
2025-11-10,TRADED,12,0,5,7,12,0,0,1,11,0,1281.12,106.76,3146.51,-501.13,1,11,1865.39,
2025-11-11,TRADED,8,0,5,3,8,0,0,0,8,0,-1315.07,-164.38,-43.62,-368.05,0,8,1315.07,
2025-11-12,TRADED,4,0,2,2,4,0,0,1,3,0,1384.53,346.13,2135.55,-363.12,1,3,751.02,
2025-11-13,TRADED,13,0,8,5,13,0,0,0,13,0,-2823.76,-217.21,-19.45,-535.24,0,13,2823.76,
2025-11-14,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-11-15,TRADED,32,0,23,9,32,0,0,1,31,0,3082.64,96.33,5951.37,-284.51,1,31,2868.73,
2025-11-16,TRADED,16,0,7,9,16,0,0,0,16,0,-1306.40,-81.65,-5.84,-268.20,0,16,1306.40,
2025-11-17,TRADED,22,0,10,12,22,0,0,1,21,0,-2058.23,-93.56,549.65,-323.34,1,21,2607.88,
2025-11-18,TRADED,4,0,1,3,4,0,0,1,3,0,2205.47,551.37,2740.64,-261.55,1,3,535.17,
2025-11-19,TRADED,6,0,1,5,6,0,0,1,5,0,-642.92,-107.15,169.60,-462.18,1,5,812.52,
2025-11-20,TRADED,3,0,2,1,3,0,0,0,3,0,-759.03,-253.01,-14.99,-594.64,0,3,759.03,
2025-11-21,TRADED,9,0,2,7,9,0,0,1,8,0,4594.27,510.47,5676.03,-389.31,1,8,1081.76,
2025-11-22,TRADED,37,0,19,18,37,0,0,0,37,0,-4812.74,-130.07,-2.31,-644.24,0,37,4812.74,
2025-11-23,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-11-24,TRADED,20,0,10,10,20,0,0,2,18,0,-1066.20,-53.31,1966.12,-697.41,1,17,3095.80,
2025-11-25,TRADED,12,0,4,8,12,0,0,2,10,0,-1027.28,-85.61,292.96,-337.14,1,7,1320.24,
2025-11-26,TRADED,16,0,8,8,16,0,0,1,15,0,-1556.80,-97.30,91.51,-404.69,1,9,1556.80,
2025-11-27,TRADED,2,0,2,0,2,0,0,1,1,0,3584.37,1792.19,3664.03,-79.66,1,1,79.66,
2025-11-28,TRADED,15,0,8,7,15,0,0,1,14,0,-1574.60,-104.97,194.76,-403.20,1,12,1574.60,
2025-11-29,TRADED,13,0,6,7,13,0,0,1,12,0,-634.49,-48.81,61.49,-158.48,1,12,695.98,
2025-11-30,TRADED,16,0,9,7,16,0,0,1,15,0,-765.20,-47.83,244.32,-160.04,1,8,765.20,
2025-12-01,TRADED,2,0,1,1,2,0,0,1,1,0,4352.25,2176.12,4514.63,-162.38,1,1,162.38,
2025-12-02,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-12-03,TRADED,14,0,10,4,14,0,0,2,12,0,2616.46,186.89,5495.66,-1208.76,1,11,2879.20,
2025-12-04,TRADED,17,0,10,7,17,0,0,2,15,0,-1173.06,-69.00,192.82,-209.23,1,13,1365.88,
2025-12-05,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0,0,0.00,Open position carried through this UTC date with no realized exit.
2025-12-06,TRADED,15,0,8,7,15,0,0,1,14,0,2616.76,174.45,3257.66,-110.53,1,14,640.90,
2025-12-07,TRADED,22,0,10,12,22,0,0,1,21,0,-1641.44,-74.61,205.15,-393.24,1,17,1641.44,
2025-12-08,TRADED,7,0,4,3,7,0,0,1,6,0,408.58,58.37,1267.75,-458.43,1,6,859.17,
2025-12-09,TRADED,8,0,4,4,8,0,0,1,7,0,-487.74,-60.97,320.98,-249.50,1,7,808.72,
2025-12-10,TRADED,17,0,8,9,17,0,0,1,16,0,-240.58,-14.15,1780.15,-528.03,1,16,2020.73,
2025-12-11,TRADED,4,0,2,2,4,0,0,1,3,0,998.48,249.62,1531.81,-381.40,1,3,533.33,
2025-12-12,TRADED,2,0,2,0,2,0,0,1,1,0,721.65,360.82,774.97,-53.32,1,1,53.32,
2025-12-13,TRADED,1,0,0,1,1,0,0,1,0,0,568.95,568.95,568.95,568.95,1,0,0.00,
2025-12-14,TRADED,15,0,9,6,15,0,0,0,15,0,-426.10,-28.41,-1.31,-70.16,0,15,426.10,
2025-12-15,TRADED,8,0,6,2,8,0,0,1,7,0,205.84,25.73,841.65,-226.52,1,7,635.81,
2025-12-16,TRADED,3,0,2,1,3,0,0,1,2,0,551.06,183.69,1274.55,-686.15,1,2,723.49,
2025-12-17,TRADED,6,0,3,3,6,0,0,1,5,0,-2798.74,-466.46,258.91,-2337.10,1,5,3057.65,
2025-12-18,TRADED,11,0,4,7,11,0,0,3,8,0,-921.20,-83.75,258.67,-453.43,1,6,1179.87,
2025-12-19,TRADED,5,0,4,1,5,0,0,1,4,0,-467.62,-93.52,144.47,-268.54,1,4,612.09,
