event_id,report_date,gap_start_timestamp,gap_resume_timestamp,missing_candles,had_active_trade,forced_exit_trade_id,pre_gap_close_points,pre_gap_ma,remarks
G0001,2025-10-25,2025-10-25 15:00:00+00:00,2025-10-25 21:00:00+00:00,23,YES,T01693,111466.20,111142.44,Missing 23 candle(s) between 2025-10-25 15:00:00+00:00 and 2025-10-25 21:00:00+00:00; resumed on next available row.
G0002,2026-05-08,2026-05-08 01:15:00+00:00,2026-05-08 07:45:00+00:00,25,YES,T03572,79593.10,80537.91,Missing 25 candle(s) between 2026-05-08 01:15:00+00:00 and 2026-05-08 07:45:00+00:00; resumed on next available row.
