market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,10,1,9,10.0,-133307.37,-13330.74,1903.11,-23688.16,0.0141
commodities,GCF,10,0,10,0.0,-140406.31,-14040.63,-10112.77,-18804.97,0.0
commodities,HGF,5,0,5,0.0,-37246.75,-7449.35,-5892.07,-10804.42,0.0
commodities,NGF,10,0,10,0.0,-67232.98,-6723.3,-5133.67,-8420.22,0.0
commodities,SIF,15,0,15,0.0,-201417.42,-13427.83,-2537.85,-23877.79,0.0
derivatives,CNXAUTO,4,2,2,50.0,-3360.33,-840.08,4060.98,-5570.96,0.5567
derivatives,CNXFMCG,4,3,1,75.0,11997.79,2999.45,8765.56,-2170.55,6.5275
derivatives,CNXIT,2,2,0,100.0,3051.72,1525.86,2503.76,547.96,inf
derivatives,NSEBANK,3,1,2,33.33,-208.94,-69.65,3483.96,-1956.5,0.9434
derivatives,NSEI,5,3,2,60.0,-512.57,-102.51,2788.39,-4529.2,0.9084
equity,BHARTIARTL_NS,7,4,3,57.14,15479.67,2211.38,9401.25,-3352.08,3.3995
equity,HDFCBANK_NS,7,2,5,28.57,-16129.12,-2304.16,5186.57,-9820.14,0.3339
equity,ICICIBANK_NS,4,2,2,50.0,1207.48,301.87,9080.35,-9268.85,1.1251
equity,INFY_NS,7,4,3,57.14,6824.5,974.93,17209.68,-8306.24,1.4017
equity,ITC_NS,8,3,5,37.5,-8791.69,-1098.96,3950.88,-5396.01,0.4017
equity,KOTAKBANK_NS,6,2,4,33.33,-3216.24,-536.04,5230.77,-9109.47,0.7542
equity,LT_NS,4,3,1,75.0,1677.8,419.45,2650.9,-2047.4,1.8195
equity,RELIANCE_NS,7,4,3,57.14,5245.91,749.42,8737.87,-3588.99,1.5432
equity,SBIN_NS,2,0,2,0.0,-528.24,-264.12,-205.06,-323.18,0.0
equity,TCS_NS,3,3,0,100.0,20207.79,6735.93,17096.69,4.21,inf
