rank_type,rank,sizing_method,market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,atr_at_entry,slippage_points,quantity,equity_at_entry,risk_pct_budget,position_risk_amount,open_risk_before,portfolio_risk_limit,notional,open_notional_before,gross_exposure_limit,limiting_factor,sizing_note,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles,equity_after_exit
BEST,1,fractional_kelly,equity,INFY_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,1260.300049,1272.0,1260.300049,1269.0,0.0,-1.3850,2026-04-02T09:20:00+05:30,1274.400024,2026-04-02T09:25:00+05:30,1274.500049,1260.047989,1303.404169,2026-04-02T15:10:00+05:30,1303.204169,TARGET,4.492833,0.2,611,896476.24,1.0,8952.41,0.0,53788.57,778719.53,0.0,2689428.72,risk_budget,kelly_warmup_fixed_percent_risk,17538.22,328.54,17209.68,2.21,1.9224,70,929511.69
BEST,2,fractional_kelly,equity,TCS_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,2381.100098,2398.0,2381.100098,2392.0,0.0,-1.2975,2026-04-02T09:20:00+05:30,2404.300049,2026-04-02T09:25:00+05:30,2404.2,2380.623878,2451.352245,2026-04-02T13:35:00+05:30,2451.152245,TARGET,7.557094,0.2,372,896476.24,1.0,8844.72,8952.41,53788.57,894362.4,778719.53,2689428.72,per_trade_allocation,kelly_warmup_fixed_percent_risk,17466.24,369.55,17096.69,1.9116,1.933,51,912302.01
BEST,3,fractional_kelly,equity,BHARTIARTL_NS,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,1815.0,1816.199951,1803.800049,1810.099976,0.0,1.4250,2026-04-01T10:25:00+05:30,1802.800049,2026-04-01T10:30:00+05:30,1802.3,1815.363,1776.174,2026-04-01T15:20:00+05:30,1783.600024,END_OF_DAY,3.371434,0.2,523,943446.9,1.0,6936.55,8948.49,56606.81,942602.9,1861191.58,2830340.7,per_trade_allocation,kelly_warmup_fixed_percent_risk,9780.09,378.84,9401.25,0.9974,1.3553,59,942747.99
BEST,4,fractional_kelly,equity,RELIANCE_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1355.0,1355.0,1336.400024,1338.699951,0.0,0.4150,2026-04-06T09:20:00+05:30,1331.599976,2026-04-06T09:25:00+05:30,1330.999951,1355.271,1282.457854,2026-04-06T15:20:00+05:30,1306.399951,END_OF_DAY,5.792855,0.2,363,889875.21,1.0,8882.99,17774.85,53392.51,483152.98,1003263.26,2669625.63,risk_budget,kelly_warmup_fixed_percent_risk,8929.8,216.06,8713.74,1.8035,0.9809,72,870557.0
BEST,5,fractional_kelly,equity,HDFCBANK_NS,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,798.849976,809.349976,798.849976,807.900024,0.0,3.4646,2026-04-08T09:35:00+05:30,811.349976,2026-04-08T09:40:00+05:30,811.45,798.690206,836.969589,2026-04-08T15:20:00+05:30,816.500012,END_OF_DAY,5.017862,0.2,618,801406.74,1.0,8009.15,2408.02,48084.4,501476.1,789305.54,2404220.22,risk_budget,kelly_warmup_fixed_percent_risk,3120.91,226.03,2894.88,0.5773,0.3614,69,806461.53
BEST,6,fractional_kelly,derivatives,NSEI,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,23855.150391,23909.449219,23836.900391,23900.0,0.0,3.1113,2026-04-08T09:35:00+05:30,23913.900391,2026-04-08T09:40:00+05:30,23918.349609,23850.379361,24054.290107,2026-04-08T15:20:00+05:30,23998.800781,END_OF_DAY,89.435547,5.0,33,801406.74,1.0,2408.02,0.0,48084.4,789305.54,0.0,2404220.22,per_trade_allocation,kelly_warmup_fixed_percent_risk,2654.89,494.98,2159.91,0.2736,0.897,69,803566.65
BEST,7,fractional_kelly,equity,SBIN_NS,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,1001.0,1002.0,986.25,987.0,0.0,-1.4715,2026-04-02T10:00:00+05:30,982.299988,2026-04-02T10:05:00+05:30,981.950024,1001.2002,943.449673,2026-04-02T13:35:00+05:30,1001.4002,STOP_LOSS,4.792868,0.2,10,896476.24,1.0,194.5,26846.62,53788.57,9819.5,2679380.43,2689428.72,gross_exposure,kelly_warmup_fixed_percent_risk,-194.5,10.56,-205.06,-2.0883,-1.0543,43,895205.32
BEST,8,fractional_kelly,derivatives,NSEI,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,22383.400391,22383.400391,22209.5,22228.0,0.0,-1.3230,2026-04-02T09:55:00+05:30,22206.5,2026-04-02T10:00:00+05:30,22201.800781,22387.877071,21829.648202,2026-04-02T13:00:00+05:30,22392.877071,STOP_LOSS,61.732422,5.0,5,896476.24,1.0,955.38,25891.24,53788.57,111009.0,2568371.43,2689428.72,gross_exposure,kelly_warmup_fixed_percent_risk,-955.38,110.48,-1065.86,-0.9602,-1.1156,37,895410.38
BEST,9,fractional_kelly,equity,LT_NS,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,3944.0,4021.199951,3944.0,4002.899902,0.0,5.9987,2026-04-08T11:45:00+05:30,4029.899902,2026-04-08T11:50:00+05:30,4031.899951,3943.2112,4209.277454,2026-04-08T15:20:00+05:30,4011.100049,END_OF_DAY,9.828561,0.2,90,801406.74,1.0,7999.99,10417.17,48084.4,362871.0,1290781.64,2404220.22,risk_budget,kelly_warmup_fixed_percent_risk,-1871.99,175.41,-2047.4,-0.5642,-0.2559,43,804414.13
BEST,10,fractional_kelly,commodities,SIF,2026-04-07,OPEN_EQUALS_HIGH,SHORT,2026-04-07T09:15:00-04:00,72.245003,72.269997,72.040001,72.084999,78.0,-1.1020,2026-04-07T09:30:00-04:00,71.940002,2026-04-07T09:35:00-04:00,71.670003,72.259452,70.491105,2026-04-07T10:05:00-04:00,70.691105,TARGET,0.29,0.2,10312,814142.89,1.0,8140.8,1937.7,48848.57,739061.07,812928.03,2442428.67,risk_budget,kelly_warmup_fixed_percent_risk,10094.4,12625.99,-2531.59,-0.3425,-0.311,7,801406.74
