market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,54,267,16.82,-192080.34,-598.38,1640.48,-1050.0,0.0675
derivatives,251,95,156,37.85,-16027.01,-63.85,940.8,-602.96,0.5147
equity,512,215,297,41.99,-54009.74,-105.49,1950.0,-717.35,0.4643
