market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,23,47,32.86,-30187.39,-431.25,508.32,-1049.91,0.1333
commodities,GCF,59,27,32,45.76,-4532.57,-76.82,273.72,-598.53,0.4366
commodities,HGF,53,0,53,0.0,-54009.41,-1019.05,-895.61,-1050.0,0.0
commodities,NGF,71,0,71,0.0,-71826.3,-1011.64,-951.62,-1049.99,0.0
commodities,SIF,68,5,63,7.35,-33523.69,-493.0,78.52,-1049.87,0.0058
derivatives,CNXAUTO,43,16,27,37.21,-4821.04,-112.12,329.5,-550.42,0.3215
derivatives,CNXFMCG,56,24,32,42.86,-3499.76,-62.5,344.9,-452.75,0.4415
derivatives,CNXIT,53,26,27,49.06,-4324.72,-81.6,311.36,-602.96,0.4609
derivatives,NSEBANK,50,20,30,40.0,-2673.66,-53.47,210.18,-286.7,0.277
derivatives,NSEI,49,19,30,38.78,-4047.25,-82.6,261.29,-356.49,0.3402
equity,BHARTIARTL_NS,57,32,25,56.14,-2902.17,-50.92,437.21,-533.12,0.6496
equity,HDFCBANK_NS,46,20,26,43.48,-5882.54,-127.88,422.84,-724.1,0.4057
equity,ICICIBANK_NS,52,28,24,53.85,-3869.03,-74.4,414.8,-680.41,0.5096
equity,INFY_NS,53,32,21,60.38,-1589.34,-29.99,502.26,-717.35,0.8263
equity,ITC_NS,57,15,42,26.32,-9933.78,-174.28,232.35,-567.93,0.1022
equity,KOTAKBANK_NS,41,10,31,24.39,-9904.68,-241.58,528.99,-633.46,0.1814
equity,LT_NS,58,30,28,51.72,-3518.5,-60.66,584.93,-642.65,0.6223
equity,RELIANCE_NS,55,26,29,47.27,-5253.98,-95.53,463.99,-685.53,0.4461
equity,SBIN_NS,49,23,26,46.94,-6391.87,-130.45,487.52,-673.36,0.3624
equity,TCS_NS,44,22,22,50.0,-3995.03,-90.8,402.91,-693.67,0.5064
