date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,3,10,-6301.95,650.0,-6951.95,-6.952,93048.05,-6951.95,-6.9519
2026-03-31,13,0,13,-11179.5,650.0,-11829.5,-12.7133,81218.55,-18781.45,-18.7814
2026-04-01,54,21,33,-12733.15,2700.0,-15433.15,-19.002,65785.4,-34214.6,-34.2146
2026-04-02,36,11,25,-9775.6,1800.0,-11575.6,-17.596,54209.8,-45790.2,-45.7902
2026-04-06,56,20,36,-15271.02,2800.0,-18071.02,-33.3353,36138.78,-63861.22,-63.8612
2026-04-07,76,41,35,-1894.16,3800.0,-5694.16,-15.7564,30444.62,-69555.38,-69.5554
2026-04-08,48,25,23,-2328.16,2400.0,-4728.16,-15.5304,25716.46,-74283.54,-74.2835
2026-04-09,56,17,39,-11380.73,2800.0,-14180.73,-55.1426,11535.73,-88464.27,-88.4643
2026-04-10,73,23,50,-14066.0,3650.0,-17716.0,-153.575,-6180.27,-106180.27,-106.1803
2026-04-13,54,21,33,-1940.65,2700.0,-4640.65,75.0881,-10820.92,-110820.92,-110.8209
2026-04-14,9,0,9,-7094.86,450.0,-7544.86,69.7248,-18365.78,-118365.78,-118.3658
2026-04-15,70,20,50,-20917.06,3500.0,-24417.06,132.9487,-42782.84,-142782.84,-142.7828
2026-04-16,66,15,51,-13002.28,3300.0,-16302.28,38.1047,-59085.12,-159085.12,-159.0851
2026-04-17,69,31,38,-6113.38,3450.0,-9563.38,16.1858,-68648.5,-168648.5,-168.6485
2026-04-20,25,4,21,-10852.67,1250.0,-12102.67,17.6299,-80751.17,-180751.17,-180.7512
2026-04-21,52,12,40,-14047.07,2600.0,-16647.07,20.6153,-97398.24,-197398.24,-197.3982
2026-04-22,63,13,50,-12416.52,3150.0,-15566.52,15.9823,-112964.76,-212964.76,-212.9648
2026-04-23,66,26,40,-8564.25,3300.0,-11864.25,10.5026,-124829.01,-224829.01,-224.829
2026-04-24,52,16,36,-11087.43,2600.0,-13687.43,10.9649,-138516.44,-238516.44,-238.5164
2026-04-27,59,24,35,-6397.61,2950.0,-9347.61,6.7484,-147864.05,-247864.05,-247.864
2026-04-28,54,18,36,-8385.09,2700.0,-11085.09,7.4968,-158949.14,-258949.14,-258.9491
2026-04-29,20,3,17,-3139.31,1000.0,-4139.31,2.6042,-163088.45,-263088.45,-263.0884
