date,status,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2021-05-11,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-12,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-13,TRADED,1,0,0,1,0,1,0,0,1,0,0,1210.79,1210.79,1210.79,1210.79,24357.29,24357.29,24357.29,24357.29,1024357.29,1,0,0.00,0.00,0.0000,
2021-05-14,TRADED,10,0,4,6,9,1,0,0,1,9,0,-516.08,-51.61,723.21,-230.70,-10277.55,-1027.76,14553.13,-4621.87,1014079.72,1,5,731.39,14651.93,1.4243,
2021-05-15,TRADED,5,0,1,4,3,2,0,0,2,3,0,84.64,16.93,433.43,-189.28,1697.86,339.57,8646.82,-3755.84,1015777.59,1,2,348.79,6948.96,0.6852,
2021-05-16,TRADED,7,0,1,6,6,1,0,0,2,5,0,54.75,7.82,503.25,-208.27,1168.40,166.91,10416.40,-4281.09,1016945.99,1,3,448.50,9248.01,0.9104,
2021-05-17,TRADED,6,0,2,4,4,2,0,0,2,4,0,1210.18,201.70,1102.00,-165.06,27094.19,4515.70,24882.24,-3694.45,1044040.19,1,2,308.62,6930.87,0.6755,
2021-05-18,TRADED,4,0,2,2,2,2,0,0,2,2,0,1869.08,467.27,1007.33,-71.94,42158.64,10539.66,22761.74,-1628.32,1086198.82,2,2,134.97,3051.83,0.2923,
2021-05-19,TRADED,4,0,3,1,4,0,0,0,0,4,0,-371.38,-92.84,-28.66,-154.05,-9423.40,-2355.85,-718.80,-3930.91,1076775.43,0,4,371.38,9423.39,0.8676,
2021-05-20,TRADED,9,0,3,6,7,2,0,0,2,7,0,-55.25,-6.14,189.04,-126.51,-1339.53,-148.84,4914.49,-3218.14,1075435.89,1,6,319.41,8140.12,0.7526,
2021-05-21,TRADED,10,0,5,5,10,0,0,0,0,10,0,-967.28,-96.73,-4.10,-198.62,-23801.50,-2380.15,-101.14,-4870.10,1051634.40,0,10,967.28,23801.49,2.2132,
2021-05-22,TRADED,3,0,2,1,2,1,0,0,1,2,0,351.38,117.13,426.25,-48.24,9416.50,3138.83,11415.29,-1288.82,1061050.90,1,1,48.24,1288.82,0.1226,
2021-05-23,TRADED,10,0,5,5,7,3,0,0,3,7,0,416.26,41.63,435.30,-155.23,11114.92,1111.49,11616.84,-4122.10,1072165.80,2,6,362.79,9666.92,0.9033,
2021-05-24,TRADED,2,0,0,2,2,0,0,0,0,2,0,-176.14,-88.07,-80.98,-95.16,-5081.43,-2540.72,-2348.08,-2733.35,1067084.37,0,2,176.14,5081.43,0.4739,
2021-05-25,TRADED,11,0,5,6,10,1,0,0,1,10,0,-127.87,-11.62,841.62,-182.79,-3303.13,-300.28,22119.92,-4806.95,1063781.24,1,7,866.90,22738.83,2.0928,
2021-05-26,TRADED,11,0,4,7,9,2,0,0,2,9,0,-348.08,-31.64,539.93,-215.95,-8834.39,-803.13,14158.94,-5560.36,1054946.85,1,5,618.39,15899.41,1.4860,
2021-05-27,TRADED,11,0,6,5,9,2,0,0,2,9,0,652.52,59.32,842.19,-134.26,16770.99,1524.64,21618.04,-3445.12,1071717.84,1,3,243.93,6266.38,0.5831,
2021-05-28,TRADED,2,0,0,2,1,1,0,0,1,1,0,519.56,259.78,611.60,-92.04,13434.42,6717.21,15811.89,-2377.47,1085152.27,1,1,92.04,2377.46,0.2218,
2021-05-29,TRADED,11,0,5,6,10,1,0,0,1,10,0,-56.67,-5.15,464.55,-166.67,-1545.28,-140.48,12797.28,-4578.32,1083606.98,1,7,430.06,11821.93,1.0894,
2021-05-30,TRADED,4,0,1,3,4,0,0,0,0,4,0,-323.39,-80.85,-37.38,-112.52,-9297.05,-2324.26,-1071.57,-3234.68,1074309.93,0,4,323.39,9297.05,0.8580,
2021-05-31,TRADED,4,0,2,2,2,2,0,0,2,2,0,940.14,235.04,877.69,-136.55,26340.41,6585.10,24581.27,-3857.52,1100650.34,1,1,136.55,3857.52,0.3572,
2021-06-01,TRADED,13,0,7,6,13,0,0,0,1,12,0,-933.91,-71.84,80.79,-169.24,-25406.91,-1954.38,2200.60,-4573.96,1075243.41,1,11,933.91,25406.93,2.3084,
2021-06-02,TRADED,11,0,6,5,8,3,0,0,3,8,0,303.77,27.62,458.56,-174.64,8372.06,761.10,12579.96,-4812.04,1083615.49,2,5,359.42,9865.43,0.9146,
2021-06-03,TRADED,9,0,5,4,8,1,0,0,1,8,0,-209.54,-23.28,265.01,-120.80,-5621.97,-624.66,7066.13,-3223.09,1077993.52,1,8,474.55,12688.10,1.1709,
2021-06-04,TRADED,5,0,1,4,5,0,0,0,1,4,0,-152.88,-30.58,99.93,-100.63,-4210.55,-842.11,2595.86,-2708.22,1073782.97,1,4,252.81,6806.41,0.6299,
2021-06-05,TRADED,3,0,2,1,1,2,0,0,2,1,0,329.26,109.75,277.05,-176.29,8908.02,2969.34,7462.70,-4719.16,1082690.99,2,1,176.29,4719.16,0.4340,
2021-06-06,TRADED,26,0,14,12,24,2,0,0,2,24,0,-1213.74,-46.68,207.97,-182.14,-33741.85,-1297.76,5754.91,-5043.13,1048949.14,1,16,1316.94,36602.85,3.3718,
2021-06-07,TRADED,13,0,7,6,10,3,0,0,3,10,0,-215.04,-16.54,281.30,-158.14,-5984.62,-460.36,7788.24,-4415.98,1042964.53,1,6,500.18,13855.32,1.3208,
2021-06-08,TRADED,1,0,0,1,1,0,0,0,0,1,0,-92.23,-92.23,-92.23,-92.23,-2802.96,-2802.96,-2802.96,-2802.96,1040161.57,0,1,92.23,2802.96,0.2687,
2021-06-09,TRADED,9,0,4,5,8,1,0,0,1,8,0,-481.69,-53.52,250.00,-144.01,-14673.87,-1630.43,7625.99,-4371.01,1025487.69,1,6,581.28,17732.22,1.6998,
2021-06-10,TRADED,8,0,3,5,6,2,0,0,2,6,0,467.21,58.40,784.96,-132.34,12836.43,1604.55,21310.03,-3591.13,1038324.13,1,5,455.53,12325.10,1.1933,
2021-06-11,TRADED,25,0,11,14,22,3,0,0,3,22,0,-966.64,-38.67,406.38,-219.63,-26210.81,-1048.43,10993.55,-5923.82,1012113.33,1,16,1422.27,38533.43,3.6872,
2021-06-12,TRADED,12,0,7,5,12,0,0,0,1,11,0,-711.93,-59.33,29.31,-144.68,-19603.13,-1633.59,815.25,-4018.30,992510.22,1,7,711.93,19603.11,1.9368,
2021-06-13,TRADED,11,0,7,4,8,3,0,0,3,8,0,706.98,64.27,725.24,-162.97,19750.39,1795.49,20282.09,-4606.24,1012260.59,2,4,380.44,10695.80,1.0777,
2021-06-14,TRADED,2,0,2,0,1,1,0,0,1,1,0,239.62,119.81,324.49,-84.87,6067.57,3033.78,8216.75,-2149.18,1018328.16,1,1,84.87,2149.18,0.2123,
2021-06-15,TRADED,21,0,11,10,19,2,0,0,3,18,0,148.40,7.07,899.20,-208.43,3611.68,171.98,22289.49,-5209.13,1021939.82,2,16,1153.92,28737.70,2.8123,
2021-06-16,TRADED,9,0,3,6,7,2,0,0,2,7,0,625.41,69.49,887.57,-136.91,15679.85,1742.21,22207.68,-3421.09,1037619.66,1,6,446.32,11126.74,1.0839,
2021-06-17,TRADED,12,0,6,6,9,3,0,0,3,9,0,-452.01,-37.67,244.24,-289.03,-11543.60,-961.97,6285.26,-7373.12,1026076.06,1,5,548.71,14032.61,1.3524,
2021-06-18,TRADED,1,0,0,1,0,1,0,0,1,0,0,455.32,455.32,455.32,455.32,11999.34,11999.34,11999.34,11999.34,1038075.40,1,0,0.00,0.00,0.0000,
2021-06-19,TRADED,19,0,10,9,17,2,0,0,2,17,0,-990.42,-52.13,342.68,-172.19,-27678.93,-1456.79,9551.85,-4797.19,1010396.48,1,8,990.42,27678.92,2.6664,
2021-06-20,TRADED,16,0,6,10,14,2,0,0,2,14,0,-40.89,-2.56,638.82,-166.78,-1236.40,-77.28,17928.51,-4773.83,1009160.08,2,12,673.00,18864.33,1.8670,
2021-06-21,TRADED,5,0,3,2,5,0,0,0,0,5,0,-385.61,-77.12,-7.10,-156.96,-10983.91,-2196.78,-202.56,-4457.99,998176.17,0,5,385.61,10983.91,1.0884,
2021-06-22,TRADED,9,0,6,3,8,1,0,0,1,8,0,-332.18,-36.91,307.25,-187.92,-9934.99,-1103.89,9615.70,-5735.65,988241.19,1,8,639.43,19550.68,1.9586,
2021-06-23,TRADED,8,0,4,4,7,1,0,0,1,7,0,61.35,7.67,660.26,-160.02,1833.99,229.25,19734.53,-4748.40,990075.17,1,6,485.24,14519.09,1.4692,
2021-06-24,TRADED,9,0,2,7,7,2,0,0,2,7,0,131.86,14.65,528.19,-131.31,3887.99,432.00,15800.32,-3955.26,993963.15,1,6,396.33,11912.34,1.2032,
2021-06-25,TRADED,6,0,2,4,5,1,0,0,1,5,0,339.72,56.62,715.82,-144.57,9907.04,1651.17,20874.41,-4220.05,1003870.18,1,5,376.10,10967.37,1.1034,
2021-06-26,TRADED,13,0,7,6,11,2,0,0,2,11,0,643.40,49.49,699.46,-128.73,20352.68,1565.59,22033.08,-4062.17,1024222.88,2,9,505.32,15981.97,1.5364,
2021-06-27,TRADED,10,0,7,3,8,2,0,0,2,8,0,259.63,25.96,639.95,-123.88,8660.90,866.09,20253.23,-3766.00,1032883.78,1,4,380.32,11592.34,1.1099,
2021-06-28,TRADED,10,0,6,4,10,0,0,0,0,10,0,-573.48,-57.35,-1.61,-156.99,-16737.73,-1673.77,-47.08,-4607.98,1016146.04,0,10,573.48,16737.74,1.6205,
2021-06-29,TRADED,8,0,6,2,5,3,0,0,3,5,0,756.59,94.57,730.08,-156.65,21801.22,2725.15,21065.70,-4565.41,1037947.26,2,3,272.87,7900.95,0.7728,
2021-06-30,TRADED,2,0,1,1,2,0,0,0,1,1,0,2.34,1.17,14.38,-12.04,74.21,37.10,411.15,-336.94,1038021.48,1,1,12.04,336.93,0.0325,
2021-07-01,TRADED,4,0,3,1,4,0,0,0,0,4,0,-342.53,-85.63,-39.19,-173.20,-9787.64,-2446.91,-1123.05,-4935.16,1028233.84,0,4,342.53,9787.64,0.9429,
2021-07-02,TRADED,22,0,13,9,17,5,0,0,5,17,0,457.39,20.79,426.39,-154.85,13729.88,624.09,12788.29,-4634.22,1041963.73,2,6,419.60,12606.30,1.2099,
2021-07-03,TRADED,2,0,2,0,2,0,0,0,0,2,0,-179.74,-89.87,-83.96,-95.78,-5310.17,-2655.09,-2444.45,-2865.72,1036653.56,0,2,179.74,5310.17,0.5096,
2021-07-04,TRADED,2,0,2,0,1,1,0,0,1,1,0,580.12,290.06,685.10,-104.98,16940.88,8470.44,19910.12,-2969.24,1053594.44,1,1,104.98,2969.24,0.2810,
2021-07-05,TRADED,1,0,1,0,1,0,0,0,0,1,0,-101.61,-101.61,-101.61,-101.61,-2871.23,-2871.23,-2871.23,-2871.23,1050723.21,0,1,101.61,2871.23,0.2725,
2021-07-06,TRADED,23,0,9,14,22,1,0,0,2,21,0,-899.58,-39.11,472.20,-157.33,-26410.54,-1148.28,13867.00,-4626.13,1024312.66,1,18,985.64,28925.20,2.7510,
2021-07-07,TRADED,14,0,7,7,11,3,0,0,3,11,0,69.76,4.98,473.44,-167.70,2012.22,143.73,13806.31,-4884.21,1026324.89,1,5,448.37,13089.69,1.2779,
2021-07-08,HELD,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1026324.89,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
