target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
4,derivatives,CNXAUTO_data_15m,2026-04-02,BUY,BUY,LONG,2026-04-02T12:30:00+05:30,2026-04-02T12:45:00+05:30,23781.699219,23788.75,23630.509975,24386.456194,23932.888463,24084.077706,24235.26695,24386.456194,24537.645438,100.792829,151.189244,23684.543974,23674.279817,23655.978562,,2.768461,-10.481008,,0.0,,42.86,0.0,STRONG BULL,42,999127.5,6856.08,5.0,2,11,2026-04-02T15:15:00+05:30,24065.699219,SESSION_END,11631.87,618.34,11013.53,1.1023,1.6064
4,derivatives,CNXAUTO_data_15m,2026-04-07,SELL,SELL,SHORT,2026-04-07T09:45:00+05:30,2026-04-07T10:00:00+05:30,24027.550781,24022.550781,24195.834823,23354.414614,23859.26674,23690.982698,23522.698656,23354.414614,23186.130573,112.189361,168.284042,24155.567963,24162.184368,24011.244575,42.8439,22.904707,63.138814,30.4737,0.0,0.0,14.29,71.43,STRONG BEAR,41,984924.58,7309.65,5.0,0,8,2026-04-07T11:45:00+05:30,24200.834823,STOP_LOSS,-7309.65,608.04,-7917.69,-0.8039,-1.0832
4,derivatives,CNXAUTO_data_15m,2026-04-07,BUY,BUY,LONG,2026-04-07T12:30:00+05:30,2026-04-07T12:45:00+05:30,24169.0,24174.199219,24021.117239,24760.531044,24316.882761,24464.765522,24612.648283,24760.531044,24908.413805,98.588507,147.882761,24143.111449,24141.39202,24090.570219,52.2973,6.158639,6.874486,19.2405,0.0,0.0,57.14,14.29,STRONG BULL,41,991142.17,6481.36,5.0,1,11,2026-04-07T15:15:00+05:30,24405.25,SESSION_END,9473.08,612.69,8860.39,0.894,1.3671
4,derivatives,CNXAUTO_data_15m,2026-04-09,SELL,SELL,SHORT,2026-04-09T14:00:00+05:30,2026-04-09T14:15:00+05:30,25825.449219,25820.650391,25960.035596,25287.103711,25690.862842,25556.276465,25421.690088,25287.103711,25152.517334,89.724251,134.586377,25918.669984,25920.939024,25926.61582,45.1368,34.122217,72.187038,23.0748,0.0,0.0,0.0,71.43,STRONG BEAR,38,981184.71,5486.64,5.0,0,5,2026-04-09T15:15:00+05:30,25851.199219,SESSION_END,-1160.86,602.71,-1763.57,-0.1797,-0.3214
4,derivatives,CNXAUTO_data_15m,2026-04-10,BUY,BUY,LONG,2026-04-10T09:15:00+05:30,2026-04-10T09:30:00+05:30,26260.050781,26264.400391,26088.601984,26945.845969,26431.499578,26602.948375,26774.397172,26945.845969,27117.294766,114.299198,171.448797,25950.976996,25926.558202,26198.716797,68.5905,34.404331,30.934149,22.3427,0.0,0.0,71.43,0.0,STRONG BULL,38,998047.21,6870.34,5.0,2,24,2026-04-10T15:15:00+05:30,26636.650391,SESSION_END,14145.5,619.04,13526.46,1.3553,1.9688
4,derivatives,CNXAUTO_data_15m,2026-04-13,SELL,SELL,SHORT,2026-04-13T09:30:00+05:30,2026-04-13T09:45:00+05:30,26044.599609,26041.349609,26241.324608,25257.699613,25847.87461,25651.149611,25454.424612,25257.699613,25060.974614,131.149999,196.724999,26402.031854,26418.764278,26060.25,32.8054,33.655782,103.752984,31.7224,0.0,0.0,0.0,85.71,STRONG BEAR,38,989571.29,7789.05,5.0,0,23,2026-04-13T15:15:00+05:30,26059.550781,SESSION_END,-691.64,607.21,-1298.85,-0.1313,-0.1668
4,derivatives,CNXAUTO_data_15m,2026-04-15,BUY,BUY,LONG,2026-04-15T09:30:00+05:30,2026-04-15T09:45:00+05:30,26441.099609,26444.849609,26258.780905,27170.374428,26623.418314,26805.737019,26988.055723,27170.374428,27352.693132,121.545803,182.318705,26223.652671,26202.284614,26433.166667,63.8129,1.039798,-34.04213,31.0603,0.0,0.0,85.71,0.0,STRONG BULL,37,978459.44,7069.54,5.0,1,23,2026-04-15T15:15:00+05:30,26465.5,SESSION_END,764.06,600.97,163.09,0.0167,0.0231
4,derivatives,CNXAUTO_data_15m,2026-04-16,SELL,SELL,SHORT,2026-04-16T09:45:00+05:30,2026-04-16T10:00:00+05:30,26342.650391,26337.099609,26466.478871,25847.336468,26218.82191,26094.993429,25971.164949,25847.336468,25723.507987,82.55232,123.828481,26469.573733,26471.829394,26501.916667,40.1293,14.958435,37.395746,21.6103,0.0,0.0,0.0,71.43,STRONG BEAR,37,974472.69,4972.03,5.0,0,22,2026-04-16T15:15:00+05:30,26397.150391,SESSION_END,-2221.88,599.47,-2821.35,-0.2895,-0.5674
4,derivatives,CNXAUTO_data_15m,2026-04-17,BUY,BUY,LONG,2026-04-17T09:15:00+05:30,2026-04-17T09:30:00+05:30,26476.300781,26478.550781,26358.790262,26946.342858,26593.8113,26711.32182,26828.832339,26946.342858,27063.853377,78.340346,117.510519,26389.7053,26384.641081,26394.866536,59.6336,-4.372249,-20.252429,14.2182,0.0,0.0,71.43,0.0,STRONG BULL,37,979706.38,4616.14,5.0,0,13,2026-04-17T12:30:00+05:30,26353.790262,STOP_LOSS,-4616.14,598.86,-5215.0,-0.5323,-1.1297
4,derivatives,CNXAUTO_data_15m,2026-04-17,SELL,SELL,SHORT,2026-04-17T13:00:00+05:30,2026-04-17T13:15:00+05:30,26403.099609,26398.949219,26501.605828,26009.074736,26304.593391,26206.087173,26107.580954,26009.074736,25910.568517,65.670812,98.506218,26433.911649,26438.082634,26462.903076,45.6237,2.893126,14.673382,22.9016,0.0,0.0,0.0,71.43,STRONG BEAR,37,976761.12,3983.29,5.0,0,8,2026-04-17T15:00:00+05:30,26470.449219,OPPOSITE_SIGNAL,-2645.5,600.99,-3246.49,-0.3324,-0.815
4,derivatives,CNXAUTO_data_15m,2026-04-17,BUY,BUY,LONG,2026-04-17T14:45:00+05:30,2026-04-17T15:00:00+05:30,26465.199219,26470.449219,26381.856848,26798.5687,26548.541589,26631.883959,26715.22633,26798.5687,26881.91107,55.56158,83.34237,26437.309921,26436.198548,26452.847798,55.2212,2.218944,2.827567,23.4686,0.0,0.0,57.14,14.29,STRONG BULL,37,979406.62,3462.92,5.0,0,2,2026-04-17T15:15:00+05:30,26428.25,SESSION_END,-1561.37,600.29,-2161.66,-0.2207,-0.6242
4,derivatives,CNXAUTO_data_15m,2026-04-22,SELL,SELL,SHORT,2026-04-22T09:15:00+05:30,2026-04-22T09:30:00+05:30,26594.449219,26586.800781,26672.172201,26283.557292,26516.726237,26439.003255,26361.280273,26283.557292,26205.83431,51.815321,77.722982,26645.040816,26646.790895,26596.233073,43.1706,13.892898,34.141046,25.4102,0.0,0.0,0.0,85.71,STRONG BEAR,37,983711.63,3343.74,5.0,0,1,2026-04-22T09:30:00+05:30,26677.172201,STOP_LOSS,-3343.74,605.28,-3949.02,-0.4014,-1.181
4,derivatives,CNXAUTO_data_15m,2026-04-22,BUY,BUY,LONG,2026-04-22T12:00:00+05:30,2026-04-22T12:15:00+05:30,26671.25,26675.849609,26588.930165,27000.529341,26753.569835,26835.889671,26918.209506,27000.529341,27082.849176,54.87989,82.319835,26625.593059,26625.260937,26603.765299,57.4963,1.308441,-0.787191,23.2462,0.0,0.0,71.43,0.0,STRONG BULL,37,987006.44,3401.02,5.0,0,8,2026-04-22T14:00:00+05:30,26583.930165,STOP_LOSS,-3401.02,603.62,-4004.64,-0.4057,-1.1775
4,derivatives,CNXAUTO_data_15m,2026-04-22,SELL,SELL,SHORT,2026-04-22T14:00:00+05:30,2026-04-22T14:15:00+05:30,26593.150391,26586.949219,26665.618399,26303.278358,26520.682383,26448.214375,26375.746366,26303.278358,26230.81035,48.312005,72.468008,26629.586418,26631.789942,26621.192448,43.9792,0.814358,4.326949,17.796,0.0,0.0,0.0,71.43,STRONG BEAR,37,983717.12,3095.76,5.0,2,5,2026-04-22T15:15:00+05:30,26467.699219,SESSION_END,4412.25,601.23,3811.02,0.3874,1.231
