rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,4,derivatives,CNXAUTO_data_15m,2026-04-10,BUY,BUY,LONG,2026-04-10T09:15:00+05:30,2026-04-10T09:30:00+05:30,26260.050781,26264.400391,26088.601984,26945.845969,26431.499578,26602.948375,26774.397172,26945.845969,27117.294766,114.299198,171.448797,25950.976996,25926.558202,26198.716797,68.5905,34.404331,30.934149,22.3427,0.0,0.0,71.43,0.0,STRONG BULL,38,998047.21,6870.34,5.0,2,24,2026-04-10T15:15:00+05:30,26636.650391,SESSION_END,14145.5,619.04,13526.46,1.3553,1.9688
BEST,2,4,derivatives,NSEBANK_data_15m,2026-04-28,SELL,SELL,SHORT,2026-04-28T09:45:00+05:30,2026-04-28T10:00:00+05:30,56096.800781,56089.699219,56297.266349,55294.938511,55896.335214,55695.869646,55495.404079,55294.938511,55094.472943,133.643712,200.465568,56174.840286,56184.02681,56028.277778,44.7155,5.232867,31.112114,20.1815,0.0,0.0,14.29,57.14,STRONG BEAR,17,953524.89,3613.64,5.0,4,22,2026-04-28T15:15:00+05:30,55299.938511,TP4,13425.93,579.45,12846.48,1.3473,3.555
BEST,3,4,derivatives,CNXAUTO_data_15m,2026-04-02,BUY,BUY,LONG,2026-04-02T12:30:00+05:30,2026-04-02T12:45:00+05:30,23781.699219,23788.75,23630.509975,24386.456194,23932.888463,24084.077706,24235.26695,24386.456194,24537.645438,100.792829,151.189244,23684.543974,23674.279817,23655.978562,,2.768461,-10.481008,,0.0,,42.86,0.0,STRONG BULL,42,999127.5,6856.08,5.0,2,11,2026-04-02T15:15:00+05:30,24065.699219,SESSION_END,11631.87,618.34,11013.53,1.1023,1.6064
BEST,4,4,derivatives,CNXAUTO_data_15m,2026-04-07,BUY,BUY,LONG,2026-04-07T12:30:00+05:30,2026-04-07T12:45:00+05:30,24169.0,24174.199219,24021.117239,24760.531044,24316.882761,24464.765522,24612.648283,24760.531044,24908.413805,98.588507,147.882761,24143.111449,24141.39202,24090.570219,52.2973,6.158639,6.874486,19.2405,0.0,0.0,57.14,14.29,STRONG BULL,41,991142.17,6481.36,5.0,1,11,2026-04-07T15:15:00+05:30,24405.25,SESSION_END,9473.08,612.69,8860.39,0.894,1.3671
BEST,5,4,derivatives,CNXFMCG_data_15m,2026-04-02,BUY,BUY,LONG,2026-04-02T12:30:00+05:30,2026-04-02T12:45:00+05:30,45865.148438,45876.398438,45618.82659,46850.435826,46111.470285,46357.792132,46604.113979,46850.435826,47096.757673,164.214565,246.321847,45613.145776,45579.609905,45573.065848,,25.290435,6.694175,,0.0,,42.86,0.0,STRONG BULL,21,963404.37,5514.01,5.0,1,11,2026-04-02T15:15:00+05:30,46233.449219,SESSION_END,7498.07,595.97,6902.1,0.7164,1.2517
BEST,6,4,derivatives,CNXAUTO_data_15m,2026-04-27,BUY,BUY,LONG,2026-04-27T09:30:00+05:30,2026-04-27T09:45:00+05:30,25885.699219,25895.650391,25763.196001,26375.71209,26008.202437,26130.705654,26253.208872,26375.71209,26498.215308,81.668812,122.503218,25743.362525,25725.227786,25878.241536,61.4501,-11.143707,-50.26873,17.6545,0.0,0.0,71.43,0.0,STRONG BULL,38,984034.71,5223.27,5.0,1,23,2026-04-27T15:15:00+05:30,26071.300781,SESSION_END,6674.71,607.21,6067.5,0.6166,1.1616
BEST,7,4,derivatives,CNXFMCG_data_15m,2026-04-10,BUY,BUY,LONG,2026-04-10T09:15:00+05:30,2026-04-10T09:30:00+05:30,47892.800781,47896.699219,47716.498308,48598.010676,48069.103255,48245.405728,48421.708202,48598.010676,48774.313149,117.534982,176.302474,47669.511349,47665.420436,47810.700521,62.7503,2.708843,-8.847799,16.8981,0.0,0.0,71.43,0.0,STRONG BULL,20,957933.98,3704.02,5.0,2,24,2026-04-10T15:15:00+05:30,48227.351562,SESSION_END,6613.05,592.41,6020.64,0.6285,1.6254
BEST,8,4,derivatives,NSEBANK_data_15m,2026-04-09,SELL,SELL,SHORT,2026-04-09T12:30:00+05:30,2026-04-09T12:45:00+05:30,55126.648438,55129.648438,55379.214323,54116.384894,54874.082552,54621.516666,54368.95078,54116.384894,53863.819008,168.377257,252.565886,55254.49078,55259.536135,55303.476283,47.7118,84.732778,177.876091,30.7805,0.0,0.0,0.0,85.71,STRONG BEAR,18,992333.67,4582.19,5.0,1,11,2026-04-09T15:15:00+05:30,54825.0,SESSION_END,5483.67,605.55,4878.12,0.4916,1.0646
BEST,9,4,derivatives,NSEBANK_data_15m,2026-04-17,BUY,BUY,LONG,2026-04-17T11:30:00+05:30,2026-04-17T11:45:00+05:30,56294.550781,56299.050781,56097.074265,57084.456848,56492.027298,56689.503815,56886.980331,57084.456848,57281.933364,131.651011,197.476517,56196.613968,56183.345442,56175.08151,56.2262,3.438073,-14.892439,15.4896,0.0,0.0,71.43,0.0,STRONG BULL,17,957083.86,3518.6,5.0,1,15,2026-04-17T15:15:00+05:30,56620.601562,SESSION_END,5466.36,591.33,4875.03,0.5094,1.3855
BEST,10,4,derivatives,NSEI_data_15m,2026-04-17,BUY,BUY,LONG,2026-04-17T09:45:00+05:30,2026-04-17T10:00:00+05:30,24232.099609,24236.400391,24154.890259,24540.937012,24309.30896,24386.518311,24463.727661,24540.937012,24618.146362,51.4729,77.209351,24203.896754,24202.05546,24203.310981,54.3781,1.103183,-2.996929,20.9851,0.0,0.0,71.43,0.0,STRONG BULL,41,993692.42,3546.92,5.0,1,22,2026-04-17T15:15:00+05:30,24361.900391,SESSION_END,5145.5,611.87,4533.63,0.4562,1.2782
