target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
2,commodities,CLF,2026-03-30,INVERSE_SELL,SELL,LONG,2026-03-30T11:40:00-04:00,2026-03-30T11:45:00-04:00,101.529999,101.740001,100.872264,102.845469,102.187734,102.845469,103.503204,104.160939,104.818674,0.43849,0.657735,102.075535,102.096368,102.124457,42.1444,0.021893,0.084693,13.0405,2423.0,2776.1,0.0,71.43,STRONG BEAR,9365,952795.11,9999.36,0.2,2,3,2026-03-30T11:55:00-04:00,102.645469,TP2,8479.71,16534.46,-8054.75,-0.8454,-0.8055
2,commodities,CLF,2026-03-30,INVERSE_BUY,BUY,SHORT,2026-03-30T11:55:00-04:00,2026-03-30T12:00:00-04:00,102.970001,102.759999,103.684498,101.541007,102.255504,101.541007,100.82651,100.112014,99.397517,0.476331,0.714497,102.264674,102.175761,102.152513,63.2034,0.088775,0.064525,12.7246,5153.0,2710.8,85.71,0.0,STRONG BULL,8892,913741.91,9999.05,0.2,0,2,2026-03-30T12:05:00-04:00,103.884498,STOP_LOSS,-9999.05,15882.2,-25881.25,-2.8324,-2.5884
2,commodities,CLF,2026-03-30,INVERSE_SELL,SELL,LONG,2026-03-30T14:15:00-04:00,2026-03-30T14:20:00-04:00,102.440002,102.640002,101.851801,103.616405,103.028204,103.616405,104.204606,104.792807,105.381008,0.392134,0.588201,103.005304,103.061645,102.534855,39.0219,0.029376,0.152161,15.7692,4338.0,1958.7,0.0,85.71,STRONG BEAR,9742,999918.9,9627.06,0.2,1,7,2026-03-30T14:50:00-04:00,103.020001,OPPOSITE_SIGNAL,3701.95,17284.44,-13582.49,-1.3584,-1.4109
2,commodities,CLF,2026-03-30,INVERSE_BUY,BUY,SHORT,2026-03-30T14:45:00-04:00,2026-03-30T14:50:00-04:00,103.209999,103.020001,103.73748,102.155037,102.682518,102.155037,101.627556,101.100075,100.572594,0.351654,0.527481,103.082723,103.07171,102.570504,53.7527,0.037213,0.055731,12.1753,672.0,2381.1,57.14,14.29,STRONG BULL,9706,999912.13,8905.05,0.2,0,4,2026-03-30T15:05:00-04:00,103.93748,STOP_LOSS,-8905.05,17349.86,-26254.91,-2.6257,-2.9483
2,commodities,CLF,2026-03-31,INVERSE_SELL,SELL,LONG,2026-03-31T09:45:00-04:00,2026-03-31T09:50:00-04:00,102.870003,103.079997,102.224661,104.160686,103.515344,104.160686,104.806027,105.451369,106.096711,0.430228,0.645342,103.34161,103.343828,103.296883,43.0639,0.04757,0.114881,15.3561,3404.0,2158.15,0.0,85.71,STRONG BEAR,9475,976682.97,9999.31,0.2,0,1,2026-03-31T09:50:00-04:00,102.024661,STOP_LOSS,-9999.31,16712.38,-26711.69,-2.7349,-2.6714
2,commodities,CLF,2026-03-31,INVERSE_BUY,BUY,SHORT,2026-03-31T10:45:00-04:00,2026-03-31T10:50:00-04:00,104.019997,103.819997,104.802119,102.455752,103.237874,102.455752,101.67363,100.891508,100.109386,0.521415,0.782122,103.076168,103.016785,102.914606,63.6698,-0.001649,-0.11519,16.3498,4133.0,2767.6,85.71,0.0,STRONG BULL,8459,878213.35,9999.57,0.2,0,17,2026-03-31T12:10:00-04:00,105.002119,STOP_LOSS,-9999.57,15271.4,-25270.97,-2.8775,-2.5272
2,commodities,CLF,2026-03-31,INVERSE_SELL,SELL,LONG,2026-03-31T12:40:00-04:00,2026-03-31T12:45:00-04:00,101.5,101.729999,100.382994,103.734013,102.617006,103.734013,104.851019,105.968025,107.085032,0.744671,1.117006,103.74779,103.946002,103.281078,25.889,-0.037357,0.231848,22.6793,27139.0,4135.35,0.0,85.71,STRONG BEAR,6464,657582.71,9999.84,0.2,1,4,2026-03-31T13:00:00-04:00,100.182994,STOP_LOSS,-9999.84,11226.4,-21226.24,-3.2279,-2.1227
2,commodities,CLF,2026-03-31,INVERSE_BUY,BUY,SHORT,2026-03-31T14:50:00-04:00,2026-03-31T14:55:00-04:00,102.379997,102.170003,103.520579,100.098833,101.239415,100.098833,98.958251,97.817669,96.677087,0.760388,1.140582,102.003632,101.98104,102.43766,53.0835,-0.101607,-0.263694,29.7253,789.0,4151.25,71.43,14.29,STRONG BULL,6449,658894.35,9999.67,0.2,0,6,2026-03-31T15:20:00-04:00,102.460002,SESSION_END,-1870.2,11398.47,-13268.67,-2.0138,-1.3269
2,commodities,CLF,2026-04-01,INVERSE_SELL,SELL,LONG,2026-04-01T09:15:00-04:00,2026-04-01T09:20:00-04:00,100.300003,100.52,99.226577,102.446854,101.373429,102.446854,103.52028,104.593706,105.667131,0.715617,1.073426,101.786871,101.924898,100.34667,34.6908,-0.142436,-0.091839,26.3343,2997.0,3181.75,0.0,85.71,STRONG BEAR,6696,673081.92,9999.96,0.2,0,4,2026-04-01T09:35:00-04:00,99.026577,STOP_LOSS,-9999.96,11492.86,-21492.82,-3.1932,-2.1493
2,commodities,CLF,2026-04-01,INVERSE_BUY,BUY,SHORT,2026-04-01T11:30:00-04:00,2026-04-01T11:35:00-04:00,99.790001,99.579999,100.665704,98.038594,98.914298,98.038594,97.162891,96.287188,95.411484,0.583802,0.875703,99.48776,99.48546,99.285569,52.6222,-0.175047,-0.39614,31.9326,2516.0,2742.85,85.71,0.0,STRONG BULL,7777,774433.65,9998.93,0.2,0,8,2026-04-01T12:10:00-04:00,100.865704,STOP_LOSS,-9998.93,13487.21,-23486.14,-3.0327,-2.3489
2,commodities,CLF,2026-04-01,INVERSE_SELL,SELL,LONG,2026-04-01T13:05:00-04:00,2026-04-01T13:10:00-04:00,99.300003,99.490001,98.677686,100.544637,99.92232,100.544637,101.166955,101.789272,102.411589,0.414878,0.622317,99.874925,99.892394,99.518926,40.3204,0.009235,0.07422,15.4172,3233.0,2066.55,0.0,85.71,STRONG BEAR,9878,982762.23,9999.65,0.2,0,8,2026-04-01T13:45:00-04:00,98.477686,STOP_LOSS,-9999.65,16816.89,-26816.54,-2.7287,-2.6817
2,commodities,CLF,2026-04-01,INVERSE_BUY,BUY,SHORT,2026-04-01T14:25:00-04:00,2026-04-01T14:30:00-04:00,100.139999,99.950002,100.785834,98.84833,99.494165,98.84833,98.202495,97.556661,96.910826,0.430556,0.645835,99.609511,99.559809,99.519397,58.5372,-0.008848,-0.101694,15.8228,16118.0,2987.65,85.71,0.0,STRONG BULL,9654,964917.31,9999.93,0.2,0,11,2026-04-01T15:20:00-04:00,99.939998,SESSION_END,96.58,16634.84,-16538.26,-1.714,-1.6538
2,commodities,CLF,2026-04-02,INVERSE_SELL,SELL,LONG,2026-04-02T14:55:00-04:00,2026-04-02T15:00:00-04:00,111.129997,111.310001,110.263396,112.863199,111.996598,112.863199,113.729801,114.596402,115.463003,0.577734,0.866601,111.364683,111.370777,110.877958,47.7213,0.097868,0.215826,11.0559,1076.0,2896.1,14.29,57.14,STRONG BEAR,8021,892817.51,9999.01,0.2,0,5,2026-04-02T15:20:00-04:00,111.12,SESSION_END,-1524.0,15377.32,-16901.32,-1.893,-1.6903
2,commodities,CLF,2026-04-06,INVERSE_BUY,BUY,SHORT,2026-04-06T09:15:00-04:00,2026-04-06T09:20:00-04:00,111.870003,111.649998,112.657491,110.295027,111.082515,110.295027,109.507539,108.720051,107.932563,0.524992,0.787488,111.381441,111.352591,111.670001,59.4572,0.067452,0.084699,10.7385,2377.0,2482.6,57.14,14.29,STRONG BULL,8281,924573.64,9999.24,0.2,0,4,2026-04-06T09:35:00-04:00,112.857491,STOP_LOSS,-9999.25,16068.42,-26067.67,-2.8194,-2.607
2,commodities,CLF,2026-04-06,INVERSE_SELL,SELL,LONG,2026-04-06T10:20:00-04:00,2026-04-06T10:25:00-04:00,110.949997,111.149997,109.976544,112.896902,111.92345,112.896902,113.870355,114.843808,115.81726,0.648968,0.973453,111.72238,111.792343,112.10538,39.9699,0.040678,0.205255,16.6209,2283.0,1823.6,14.29,71.43,STRONG BEAR,7280,809171.98,9998.74,0.2,1,13,2026-04-06T11:25:00-04:00,111.880002,OPPOSITE_SIGNAL,5314.44,14025.43,-8710.99,-1.0765,-0.8712
2,commodities,CLF,2026-04-06,INVERSE_BUY,BUY,SHORT,2026-04-06T11:20:00-04:00,2026-04-06T11:25:00-04:00,112.07,111.880002,113.016993,110.176014,111.123007,110.176014,109.22902,108.282027,107.335034,0.631329,0.946993,111.611953,111.562655,111.750434,57.6815,0.01598,-0.059674,14.4131,998.0,1905.25,71.43,0.0,STRONG BULL,7479,836750.53,9999.36,0.2,0,16,2026-04-06T12:40:00-04:00,111.890002,OPPOSITE_SIGNAL,-74.79,14433.56,-14508.35,-1.7339,-1.4509
