date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,0,13,-62993.77,141031.21,-204024.98,-20.4025,795975.02,-204024.98,-20.4025
2026-03-31,13,0,13,-111956.78,94322.34,-206279.12,-25.9153,589695.9,-410304.1,-41.0304
2026-04-01,54,20,34,-128020.0,154942.05,-282962.05,-47.9844,306733.85,-693266.15,-69.3266
2026-04-02,36,6,30,-100072.38,159463.49,-259535.87,-84.6127,47197.98,-952802.02,-95.2802
2026-04-06,56,15,41,-152738.39,271897.12,-424635.5,-899.69,-377437.52,-1377437.52,-137.7438
2026-04-07,76,39,37,-18377.55,195888.32,-214265.87,56.7686,-591703.39,-1591703.39,-159.1703
2026-04-08,48,17,31,-23067.13,221239.97,-244307.1,41.2888,-836010.49,-1836010.49,-183.601
2026-04-09,56,15,41,-117160.09,150551.96,-267712.05,32.0226,-1103722.54,-2103722.54,-210.3723
2026-04-10,73,20,53,-140748.32,255140.74,-395889.06,35.8685,-1499611.6,-2499611.6,-249.9612
2026-04-13,54,20,34,-11903.36,152784.5,-164687.86,10.982,-1664299.46,-2664299.46,-266.4299
2026-04-14,9,0,9,-70963.39,48429.82,-119393.21,7.1738,-1783692.67,-2783692.67,-278.3693
2026-04-15,70,24,46,-206999.17,209705.51,-416704.68,23.3619,-2200397.35,-3200397.35,-320.0397
2026-04-16,66,14,52,-131821.27,238913.88,-370735.15,16.8486,-2571132.5,-3571132.5,-357.1132
2026-04-17,69,31,38,-60036.06,109024.17,-169060.23,6.5753,-2740192.73,-3740192.73,-374.0193
2026-04-20,25,3,22,-108573.64,136047.57,-244621.21,8.9272,-2984813.94,-3984813.94,-398.4814
2026-04-21,52,13,39,-140957.35,110317.57,-251274.92,8.4184,-3236088.86,-4236088.86,-423.6089
2026-04-22,63,12,51,-125730.31,325172.39,-450902.7,13.9336,-3686991.56,-4686991.56,-468.6992
2026-04-23,66,21,45,-84583.48,269826.98,-354410.46,9.6125,-4041402.02,-5041402.02,-504.1402
2026-04-24,52,13,39,-111820.65,172711.36,-284532.01,7.0404,-4325934.03,-5325934.03,-532.5934
2026-04-27,59,24,35,-64447.42,149523.8,-213971.22,4.9462,-4539905.25,-5539905.25,-553.9905
2026-04-28,54,15,39,-83282.31,194162.1,-277444.41,6.1112,-4817349.66,-5817349.66,-581.735
2026-04-29,20,4,16,-35171.81,9237.98,-44409.79,0.9219,-4861759.45,-5861759.45,-586.1759
