date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,0,13,-64066.34,141017.7,-205084.04,-20.5084,794915.96,-205084.04,-20.5084
2026-03-31,13,0,13,-112359.24,94327.41,-206686.65,-26.0011,588229.31,-411770.69,-41.1771
2026-04-01,54,20,34,-129041.76,154942.58,-283984.34,-48.2778,304244.97,-695755.03,-69.5755
2026-04-02,36,6,30,-100072.38,159463.49,-259535.87,-85.3049,44709.1,-955290.9,-95.5291
2026-04-06,56,15,41,-152738.39,271897.12,-424635.5,-949.7742,-379926.4,-1379926.4,-137.9926
2026-04-07,76,38,38,-30981.6,195918.0,-226899.6,59.722,-606826.0,-1606826.0,-160.6826
2026-04-08,48,17,31,-23067.13,221239.97,-244307.1,40.2598,-851133.1,-1851133.1,-185.1133
2026-04-09,56,15,41,-116069.8,150538.23,-266608.03,31.3239,-1117741.13,-2117741.13,-211.7741
2026-04-10,73,20,53,-140052.33,255140.32,-395192.65,35.3564,-1512933.78,-2512933.78,-251.2934
2026-04-13,54,20,34,-20615.05,152766.4,-173381.45,11.4599,-1686315.23,-2686315.23,-268.6315
2026-04-14,9,0,9,-71052.15,48430.94,-119483.09,7.0855,-1805798.32,-2805798.32,-280.5798
2026-04-15,70,25,45,-197578.29,209700.33,-407278.62,22.5539,-2213076.94,-3213076.94,-321.3077
2026-04-16,66,14,52,-136838.64,238916.12,-375754.76,16.9788,-2588831.7,-3588831.7,-358.8832
2026-04-17,69,31,38,-57671.86,109019.75,-166691.61,6.4389,-2755523.31,-3755523.31,-375.5523
2026-04-20,25,3,22,-108573.64,136047.57,-244621.21,8.8775,-3000144.52,-4000144.52,-400.0145
2026-04-21,52,13,39,-140899.55,110405.41,-251304.96,8.3764,-3251449.48,-4251449.48,-425.1449
2026-04-22,63,12,51,-125730.31,325172.39,-450902.7,13.8677,-3702352.18,-4702352.18,-470.2352
2026-04-23,66,21,45,-87187.23,269881.88,-357069.11,9.6444,-4059421.29,-5059421.29,-505.9421
2026-04-24,52,13,39,-112789.59,172699.16,-285488.75,7.0327,-4344910.04,-5344910.04,-534.491
2026-04-27,59,24,35,-65575.07,149523.94,-215099.01,4.9506,-4560009.05,-5560009.05,-556.0009
2026-04-28,54,15,39,-82558.48,194162.31,-276720.79,6.0684,-4836729.84,-5836729.84,-583.673
2026-04-29,20,4,16,-35171.81,9237.98,-44409.79,0.9182,-4881139.63,-5881139.63,-588.114
