rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,2,equity,LT_NS,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,3850.800049,3849.2,3826.802817,3898.794512,3874.797281,3898.794512,3922.791744,3946.788976,3970.786207,15.998154,23.997232,3935.319963,3943.795843,3847.700033,15.0746,-5.491912,0.51824,22.7728,0.0,53920.4,14.29,57.14,STRONG BEAR,259,996942.8,5852.67,0.2,2,2,2026-04-13T09:25:00+05:30,3898.594512,TP2,12793.18,404.6,12388.58,1.2427,2.1167
BEST,2,2,derivatives,NSEBANK,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,54489.148438,54493.75,54219.365597,55028.714119,54758.931278,55028.714119,55298.496959,55568.2798,55838.06264,179.855227,269.782841,55598.607606,55720.027775,54559.733073,14.866,-83.904051,-7.335008,22.0523,0.0,0.0,0.0,71.43,STRONG BEAR,18,980887.5,5028.92,5.0,2,30,2026-04-13T11:45:00+05:30,55023.714119,TP2,9539.35,606.93,8932.42,0.9106,1.7762
BEST,3,2,equity,ICICIBANK_NS,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,1300.900024,1301.600024,1294.464884,1313.770306,1307.335165,1313.770306,1320.205446,1326.640587,1333.075728,4.290094,6.435141,1316.363433,1317.441645,1301.06665,25.7019,-0.630362,0.184781,20.6781,0.0,385984.75,0.0,71.43,STRONG BEAR,768,999628.82,5633.39,0.2,2,13,2026-04-13T10:20:00+05:30,1313.570306,TP2,9193.18,404.52,8788.66,0.8792,1.5601
BEST,4,2,derivatives,CNXAUTO,2026-04-07,INVERSE_SELL,SELL,LONG,2026-04-07T09:15:00+05:30,2026-04-07T09:20:00+05:30,23866.800781,23877.25,23757.862083,24084.678178,23975.739479,24084.678178,24193.616876,24302.555574,24411.494272,72.625799,108.938698,24239.07962,24259.435617,23973.166667,21.9406,-2.049972,27.300197,24.8888,0.0,0.0,0.0,71.43,STRONG BEAR,41,978967.25,5099.9,5.0,2,12,2026-04-07T10:15:00+05:30,24079.678178,TP2,8299.56,605.19,7694.37,0.786,1.5087
BEST,5,2,derivatives,CNXFMCG,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,47304.050781,47300.949219,47125.998148,47660.156047,47482.103414,47660.156047,47838.20868,48016.261313,48194.313946,118.701755,178.052633,47993.747127,48058.307804,47410.949219,18.2368,-39.349814,8.32153,20.6709,0.0,0.0,0.0,71.43,STRONG BEAR,21,993319.93,3778.97,5.0,2,19,2026-04-13T10:50:00+05:30,47655.156047,TP2,7438.34,612.86,6825.48,0.6871,1.8062
BEST,6,2,equity,ITC_NS,2026-04-17,INVERSE_BUY,BUY,SHORT,2026-04-17T09:15:00+05:30,2026-04-17T09:20:00+05:30,309.100006,308.849988,310.424173,306.451672,307.775839,306.451672,305.127505,303.803338,302.479171,0.882778,1.324167,304.58248,303.983109,307.766673,83.9104,0.460724,0.136717,21.1411,0.0,171692.05,71.43,0.0,STRONG BULL,3237,999747.41,5743.04,0.2,2,4,2026-04-17T09:35:00+05:30,306.651672,TP2,7115.95,399.88,6716.07,0.6718,1.1694
BEST,7,2,derivatives,CNXAUTO,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,26014.25,26017.599609,25879.821187,26283.107626,26148.678813,26283.107626,26417.536439,26551.965252,26686.394065,89.619209,134.428813,26496.937591,26539.340678,26030.30013,18.3032,-23.951572,8.714913,29.1646,0.0,0.0,0.0,85.71,STRONG BEAR,38,988668.79,5425.58,5.0,1,32,2026-04-13T11:55:00+05:30,26205.900391,OPPOSITE_SIGNAL,7155.43,610.08,6545.35,0.662,1.2064
BEST,8,2,equity,BHARTIARTL_NS,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,1845.800049,1848.2,1838.085668,1861.22881,1853.514429,1861.22881,1868.94319,1876.65757,1884.371951,5.14292,7.71438,1863.593584,1864.87327,1844.833374,25.0291,-0.929761,-0.11718,20.4246,0.0,127876.95,14.29,57.14,STRONG BEAR,541,999876.2,5580.05,0.2,2,5,2026-04-13T09:40:00+05:30,1861.02881,TP2,6940.39,403.96,6536.43,0.6537,1.1714
BEST,9,2,equity,TCS_NS,2026-04-07,INVERSE_SELL,SELL,LONG,2026-04-07T09:15:00+05:30,2026-04-07T09:20:00+05:30,2462.0,2462.000049,2453.434077,2479.131846,2470.565923,2479.131846,2487.697769,2496.263692,2504.829616,5.710615,8.565923,2470.75085,2470.986419,2458.5,38.0797,0.469839,1.372715,18.3431,0.0,26186.8,14.29,57.14,STRONG BEAR,406,999572.02,3558.98,0.2,2,1,2026-04-07T09:20:00+05:30,2478.931846,TP2,6874.31,403.84,6470.47,0.6473,1.8181
BEST,10,2,derivatives,NSEI,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,23578.550781,23584.599609,23489.937771,23755.776801,23667.163791,23755.776801,23844.389811,23933.002821,24021.61583,59.07534,88.61301,23942.221749,23977.724909,23609.466797,15.1033,-24.138396,-0.83509,21.3283,0.0,0.0,0.0,71.43,STRONG BEAR,42,990553.18,4185.8,5.0,2,20,2026-04-13T10:55:00+05:30,23750.776801,TP2,6979.44,611.05,6368.39,0.6429,1.5214
