rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,1,equity,LT_NS,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,3850.800049,3849.2,3826.802817,3874.797281,3874.797281,3898.794512,3922.791744,3946.788976,3970.786207,15.998154,23.997232,3935.319963,3943.795843,3847.700033,15.0746,-5.491912,0.51824,22.7728,0.0,53920.4,14.29,57.14,STRONG BEAR,259,996942.8,5852.67,0.2,1,1,2026-04-13T09:20:00+05:30,3874.597281,TP1,6577.9,402.82,6175.08,0.6194,1.0551
BEST,2,1,equity,KOTAKBANK_NS,2026-04-06,INVERSE_SELL,SELL,LONG,2026-04-06T09:20:00+05:30,2026-04-06T09:25:00+05:30,350.549988,350.749988,348.11845,352.981525,352.981525,355.413063,357.8446,360.276138,362.707675,1.621025,2.431537,355.038176,355.060685,351.0,34.8884,0.486527,1.206228,36.837,686370.0,481185.5,0.0,100.0,STRONG BEAR,2851,999988.22,8072.71,0.2,1,2,2026-04-06T09:30:00+05:30,352.781525,TP1,5791.91,403.67,5388.24,0.5388,0.6675
BEST,3,1,equity,INFY_NS,2026-04-08,INVERSE_SELL,SELL,LONG,2026-04-08T10:20:00+05:30,2026-04-08T10:25:00+05:30,1331.800049,1332.100024,1323.936661,1339.663437,1339.663437,1347.526825,1355.390213,1363.253601,1371.116989,5.242259,7.863388,1337.152395,1337.815151,1341.839364,42.0033,0.337279,1.797923,30.8321,143706.0,366410.35,0.0,85.71,STRONG BEAR,750,999075.02,6272.52,0.2,1,4,2026-04-08T10:40:00+05:30,1339.463437,TP1,5522.56,403.27,5119.29,0.5124,0.8161
BEST,4,1,equity,LT_NS,2026-04-07,INVERSE_SELL,SELL,LONG,2026-04-07T09:30:00+05:30,2026-04-07T09:35:00+05:30,3691.0,3691.2,3669.164558,3712.835442,3712.835442,3734.670884,3756.506326,3778.341767,3800.177209,14.556961,21.835442,3701.518074,3702.659653,3688.021346,46.5709,4.079005,10.781677,36.0828,74236.0,69895.7,14.29,85.71,STRONG BEAR,270,996624.0,6003.57,0.2,0,10,2026-04-07T10:20:00+05:30,3711.3,OPPOSITE_SIGNAL,5427.0,402.37,5024.63,0.5042,0.8369
BEST,5,1,equity,SBIN_NS,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,1037.050049,1037.750049,1030.550858,1043.549239,1043.549239,1050.04843,1056.54762,1063.04681,1069.546001,4.332794,6.49919,1060.205394,1061.925216,1038.000041,18.6851,-0.587785,1.3358,35.5306,0.0,276228.25,0.0,85.71,STRONG BEAR,963,999353.3,7125.42,0.2,1,26,2026-04-13T11:25:00+05:30,1043.349239,TP1,5392.02,403.33,4988.69,0.4992,0.7001
BEST,6,1,equity,RELIANCE_NS,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,1317.0,1317.2,1309.746739,1324.253261,1324.253261,1331.506523,1338.759784,1346.013046,1353.266307,4.835508,7.253261,1342.638378,1345.28017,1317.899984,17.289,-1.819676,-0.112213,20.4679,0.0,367227.25,0.0,71.43,STRONG BEAR,759,999754.8,5808.83,0.2,1,13,2026-04-13T10:20:00+05:30,1324.053261,TP1,5201.63,403.42,4798.21,0.4799,0.826
BEST,7,1,equity,BHARTIARTL_NS,2026-04-06,INVERSE_SELL,SELL,LONG,2026-04-06T09:50:00+05:30,2026-04-06T09:55:00+05:30,1765.599976,1765.899951,1754.452755,1776.747197,1776.747197,1787.894418,1799.041638,1810.188859,1821.33608,7.431481,11.147221,1776.640854,1777.810358,1777.681352,39.3881,0.97823,4.138942,29.8749,100783.0,214127.45,0.0,85.71,STRONG BEAR,566,999499.37,6592.31,0.2,0,21,2026-04-06T11:35:00+05:30,1774.600049,OPPOSITE_SIGNAL,4924.26,403.25,4521.01,0.4523,0.6858
BEST,8,1,equity,INFY_NS,2026-04-09,INVERSE_SELL,SELL,LONG,2026-04-09T09:15:00+05:30,2026-04-09T09:20:00+05:30,1321.599976,1322.000049,1314.509459,1328.690492,1328.690492,1335.781009,1342.871526,1349.962043,1357.05256,4.727011,7.090517,1341.025122,1343.003025,1322.533325,20.5232,-1.118326,0.465755,20.8514,0.0,247929.35,0.0,71.43,STRONG BEAR,756,999432.04,5814.09,0.2,1,2,2026-04-09T09:25:00+05:30,1328.490492,TP1,4906.78,403.22,4503.56,0.4506,0.7746
BEST,9,1,equity,HDFCBANK_NS,2026-04-21,INVERSE_BUY,BUY,SHORT,2026-04-21T12:10:00+05:30,2026-04-21T12:15:00+05:30,810.549988,810.349988,814.794201,806.305775,806.305775,802.061562,797.817349,793.573136,789.328922,2.829475,4.244213,805.865782,805.235875,804.567112,59.4937,1.012162,1.385577,43.807,1114819.0,321699.8,85.71,14.29,STRONG BULL,1234,999971.88,5730.96,0.2,1,3,2026-04-21T12:25:00+05:30,806.505775,TP1,4743.76,400.64,4343.12,0.4343,0.7578
BEST,10,1,equity,ICICIBANK_NS,2026-04-06,INVERSE_SELL,SELL,LONG,2026-04-06T09:45:00+05:30,2026-04-06T09:50:00+05:30,1203.800049,1203.799976,1196.582988,1211.01711,1211.01711,1218.234171,1225.451232,1232.668293,1239.885355,4.811374,7.217061,1207.628761,1207.864261,1206.166631,45.386,0.705578,1.984405,28.941,109437.0,495555.3,0.0,85.71,STRONG BEAR,830,999153.98,6156.1,0.2,0,9,2026-04-06T10:30:00+05:30,1209.399976,OPPOSITE_SIGNAL,4648.0,403.05,4244.95,0.4249,0.6896
