trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T11:55:00-04:00,2026-03-30,commodities,CLF,-8054.75,991945.25,-8054.75,-0.8055
2,2026-03-30T12:05:00-04:00,2026-03-30,commodities,CLF,-25881.25,966064.0,-33936.0,-3.3936
3,2026-03-30T12:25:00-04:00,2026-03-30,commodities,NGF,-10451.6,955612.4,-44387.6,-4.4388
4,2026-03-30T12:25:00-04:00,2026-03-30,commodities,SIF,-15533.61,940078.79,-59921.21,-5.9921
5,2026-03-30T13:05:00-04:00,2026-03-30,commodities,GCF,-12936.32,927142.47,-72857.53,-7.2858
6,2026-03-30T13:05:00-04:00,2026-03-30,commodities,HGF,-11754.83,915387.64,-84612.36,-8.4612
7,2026-03-30T13:10:00-04:00,2026-03-30,commodities,GCF,-19960.93,895426.71,-104573.29,-10.4573
8,2026-03-30T13:10:00-04:00,2026-03-30,commodities,SIF,-26628.26,868798.45,-131201.55,-13.1202
9,2026-03-30T13:15:00-04:00,2026-03-30,commodities,HGF,-12313.4,856485.05,-143514.95,-14.3515
10,2026-03-30T13:45:00-04:00,2026-03-30,commodities,NGF,-10443.72,846041.33,-153958.67,-15.3959
11,2026-03-30T14:25:00-04:00,2026-03-30,commodities,NGF,-11287.97,834753.36,-165246.64,-16.5247
12,2026-03-30T14:50:00-04:00,2026-03-30,commodities,CLF,-13582.49,821170.87,-178829.13,-17.8829
13,2026-03-30T15:05:00-04:00,2026-03-30,commodities,CLF,-26254.91,794915.96,-205084.04,-20.5084
14,2026-03-31T09:50:00-04:00,2026-03-31,commodities,CLF,-26711.69,768204.27,-231795.73,-23.1796
15,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,-21494.95,746709.32,-253290.68,-25.3291
16,2026-03-31T10:00:00-04:00,2026-03-31,commodities,HGF,-12396.98,734312.34,-265687.66,-26.5688
17,2026-03-31T10:00:00-04:00,2026-03-31,commodities,SIF,-22670.04,711642.3,-288357.7,-28.8358
18,2026-03-31T11:10:00-04:00,2026-03-31,commodities,NGF,-11195.41,700446.89,-299553.11,-29.9553
19,2026-03-31T12:10:00-04:00,2026-03-31,commodities,CLF,-25270.97,675175.92,-324824.08,-32.4824
20,2026-03-31T12:40:00-04:00,2026-03-31,commodities,NGF,-10072.54,665103.38,-334896.62,-33.4897
21,2026-03-31T13:00:00-04:00,2026-03-31,commodities,CLF,-21226.24,643877.14,-356122.86,-35.6123
22,2026-03-31T14:10:00-04:00,2026-03-31,commodities,NGF,-10326.5,633550.64,-366449.36,-36.6449
23,2026-03-31T14:15:00-04:00,2026-03-31,commodities,NGF,-10554.99,622995.65,-377004.35,-37.7004
24,2026-03-31T15:20:00-04:00,2026-03-31,commodities,CLF,-13268.67,609726.98,-390273.02,-39.0273
25,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-10550.06,599176.92,-400823.08,-40.0823
26,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-10947.61,588229.31,-411770.69,-41.1771
27,2026-04-01T09:35:00-04:00,2026-04-01,commodities,CLF,-21492.82,566736.49,-433263.51,-43.3264
28,2026-04-01T09:50:00-04:00,2026-04-01,commodities,NGF,-11164.31,555572.18,-444427.82,-44.4428
29,2026-04-01T10:00:00-04:00,2026-04-01,commodities,HGF,-12342.59,543229.59,-456770.41,-45.677
30,2026-04-01T10:45:00-04:00,2026-04-01,commodities,SIF,-14439.2,528790.39,-471209.61,-47.121
31,2026-04-01T11:00:00+05:30,2026-04-01,derivatives,CNXAUTO,-5601.87,523188.52,-476811.48,-47.6811
32,2026-04-01T11:00:00+05:30,2026-04-01,derivatives,CNXFMCG,-4822.66,518365.86,-481634.14,-48.1634
33,2026-04-01T11:05:00-04:00,2026-04-01,commodities,SIF,-26267.91,492097.95,-507902.05,-50.7902
34,2026-04-01T11:10:00+05:30,2026-04-01,equity,RELIANCE_NS,1492.98,493590.93,-506409.07,-50.6409
35,2026-04-01T11:20:00-04:00,2026-04-01,commodities,HGF,-12427.38,481163.55,-518836.45,-51.8836
36,2026-04-01T11:55:00+05:30,2026-04-01,equity,HDFCBANK_NS,3013.69,484177.24,-515822.76,-51.5823
37,2026-04-01T11:55:00+05:30,2026-04-01,equity,SBIN_NS,-5287.8,478889.44,-521110.56,-52.1111
38,2026-04-01T12:05:00+05:30,2026-04-01,derivatives,CNXIT,2854.33,481743.77,-518256.23,-51.8256
39,2026-04-01T12:05:00+05:30,2026-04-01,equity,HDFCBANK_NS,4300.81,486044.58,-513955.42,-51.3955
40,2026-04-01T12:05:00+05:30,2026-04-01,equity,INFY_NS,3157.42,489202.0,-510798.0,-51.0798
41,2026-04-01T12:05:00+05:30,2026-04-01,equity,RELIANCE_NS,-4285.08,484916.92,-515083.08,-51.5083
42,2026-04-01T12:10:00+05:30,2026-04-01,equity,TCS_NS,985.65,485902.57,-514097.43,-51.4097
43,2026-04-01T12:10:00-04:00,2026-04-01,commodities,CLF,-23486.14,462416.43,-537583.57,-53.7584
44,2026-04-01T12:20:00+05:30,2026-04-01,equity,TCS_NS,659.44,463075.87,-536924.13,-53.6924
45,2026-04-01T12:25:00+05:30,2026-04-01,equity,TCS_NS,-3977.48,459098.39,-540901.61,-54.0902
