date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,0,13,-62993.77,141031.21,-204024.98,-20.4025,795975.02,-204024.98,-20.4025
2026-03-31,13,0,13,-112230.78,94325.79,-206556.57,-25.9501,589418.45,-410581.55,-41.0582
2026-04-01,54,20,34,-128020.0,154942.05,-282962.05,-48.007,306456.4,-693543.6,-69.3544
2026-04-02,36,6,30,-100072.38,159463.49,-259535.87,-84.6893,46920.53,-953079.47,-95.3079
2026-04-06,56,15,41,-152738.39,271897.12,-424635.5,-905.01,-377714.97,-1377714.97,-137.7715
2026-04-07,76,39,37,-15023.55,195943.07,-210966.62,55.8534,-588681.59,-1588681.59,-158.8682
2026-04-08,48,17,31,-23067.13,221239.97,-244307.1,41.5007,-832988.69,-1832988.69,-183.2989
2026-04-09,56,15,41,-117160.09,150551.96,-267712.05,32.1387,-1100700.74,-2100700.74,-210.0701
2026-04-10,73,20,53,-140748.32,255140.74,-395889.06,35.967,-1496589.8,-2496589.8,-249.659
2026-04-13,54,20,34,-9973.86,152782.25,-162756.11,10.8751,-1659345.91,-2659345.91,-265.9346
2026-04-14,9,0,9,-70963.39,48429.82,-119393.21,7.1952,-1778739.12,-2778739.12,-277.8739
2026-04-15,70,24,46,-206999.17,209705.51,-416704.68,23.427,-2195443.8,-3195443.8,-319.5444
2026-04-16,66,14,52,-130337.71,238913.1,-369250.81,16.819,-2564694.61,-3564694.61,-356.4695
2026-04-17,69,31,38,-60120.88,109023.07,-169143.95,6.5951,-2733838.56,-3733838.56,-373.3839
2026-04-20,25,3,22,-108573.64,136047.57,-244621.21,8.9479,-2978459.77,-3978459.77,-397.846
2026-04-21,52,13,39,-138003.87,110318.41,-248322.28,8.3373,-3226782.05,-4226782.05,-422.6782
2026-04-22,63,12,51,-125730.31,325172.39,-450902.7,13.9738,-3677684.75,-4677684.75,-467.7685
2026-04-23,66,21,45,-83878.28,269818.1,-353696.38,9.6174,-4031381.13,-5031381.13,-503.1381
2026-04-24,52,13,39,-111820.65,172711.36,-284532.01,7.0579,-4315913.14,-5315913.14,-531.5913
2026-04-27,59,24,35,-64447.42,149523.8,-213971.22,4.9577,-4529884.36,-5529884.36,-552.9884
2026-04-28,54,15,39,-83282.31,194162.1,-277444.41,6.1248,-4807328.77,-5807328.77,-580.7329
2026-04-29,20,4,16,-35171.81,9237.98,-44409.79,0.9238,-4851738.56,-5851738.56,-585.1739
