date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,0,13,-62993.77,141031.21,-204024.98,-20.4025,795975.02,-204024.98,-20.4025
2026-03-31,13,0,13,-112230.78,94325.79,-206556.57,-25.9501,589418.45,-410581.55,-41.0582
2026-04-01,54,20,34,-128020.0,154942.05,-282962.05,-48.007,306456.4,-693543.6,-69.3544
2026-04-02,36,6,30,-100072.38,159463.49,-259535.87,-84.6893,46920.53,-953079.47,-95.3079
2026-04-06,56,15,41,-152738.39,271897.12,-424635.5,-905.01,-377714.97,-1377714.97,-137.7715
2026-04-07,76,39,37,-19339.51,195888.7,-215228.21,56.9816,-592943.18,-1592943.18,-159.2943
2026-04-08,48,17,31,-23067.13,221239.97,-244307.1,41.2024,-837250.28,-1837250.28,-183.725
2026-04-09,56,15,41,-117160.09,150551.96,-267712.05,31.9752,-1104962.33,-2104962.33,-210.4962
2026-04-10,73,20,53,-140748.32,255140.74,-395889.06,35.8283,-1500851.39,-2500851.39,-250.0851
2026-04-13,54,20,34,-9973.86,152782.25,-162756.11,10.8443,-1663607.5,-2663607.5,-266.3607
2026-04-14,9,0,9,-70963.39,48429.82,-119393.21,7.1768,-1783000.71,-2783000.71,-278.3001
2026-04-15,70,24,46,-206999.17,209705.51,-416704.68,23.371,-2199705.39,-3199705.39,-319.9705
2026-04-16,66,14,52,-130337.71,238913.1,-369250.81,16.7864,-2568956.2,-3568956.2,-356.8956
2026-04-17,69,31,38,-60120.88,109023.07,-169143.95,6.5842,-2738100.15,-3738100.15,-373.81
2026-04-20,25,3,22,-108573.64,136047.57,-244621.21,8.934,-2982721.36,-3982721.36,-398.2721
2026-04-21,52,13,39,-135356.91,110319.17,-245676.08,8.2366,-3228397.44,-4228397.44,-422.8397
2026-04-22,63,12,51,-125730.31,325172.39,-450902.7,13.9668,-3679300.14,-4679300.14,-467.93
2026-04-23,66,21,45,-83878.28,269818.1,-353696.38,9.6131,-4032996.52,-5032996.52,-503.2997
2026-04-24,52,13,39,-111820.65,172711.36,-284532.01,7.0551,-4317528.53,-5317528.53,-531.7529
2026-04-27,59,24,35,-64447.42,149523.8,-213971.22,4.9559,-4531499.75,-5531499.75,-553.15
2026-04-28,54,15,39,-83282.31,194162.1,-277444.41,6.1226,-4808944.16,-5808944.16,-580.8944
2026-04-29,20,4,16,-35171.81,9237.98,-44409.79,0.9235,-4853353.95,-5853353.95,-585.3354
