market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,2,68,2.86,-1319235.01,-18846.21,2799.94,-27226.63,0.004
commodities,GCF,59,0,59,0.0,-1038616.47,-17603.67,-12145.16,-22640.38,0.0
commodities,HGF,53,0,53,0.0,-647903.32,-12224.59,-11046.26,-12646.59,0.0
commodities,NGF,71,0,71,0.0,-765357.05,-10779.68,-9665.01,-11287.97,0.0
commodities,SIF,68,0,68,0.0,-1408684.15,-20715.94,-10617.49,-27246.52,0.0
derivatives,CNXAUTO,43,13,30,30.23,-50409.24,-1172.31,9549.51,-5601.87,0.4444
derivatives,CNXFMCG,56,23,33,41.07,-29795.15,-532.06,7586.17,-4822.66,0.6232
derivatives,CNXIT,53,24,29,45.28,-41972.38,-791.93,5789.75,-6500.15,0.5438
derivatives,NSEBANK,50,27,23,54.0,-23407.46,-468.15,10099.79,-5103.46,0.5959
derivatives,NSEI,49,16,33,32.65,-41433.16,-845.57,6409.24,-3917.16,0.4058
equity,BHARTIARTL_NS,57,31,26,54.39,-6772.79,-118.82,8305.63,-5287.17,0.9149
equity,HDFCBANK_NS,46,20,26,43.48,-51587.02,-1121.46,7916.86,-6627.65,0.4506
equity,ICICIBANK_NS,52,29,23,55.77,-16979.78,-326.53,10423.81,-6314.0,0.7755
equity,INFY_NS,53,28,25,52.83,-23533.18,-444.02,5613.65,-7108.32,0.7719
equity,ITC_NS,57,13,44,22.81,-94554.54,-1658.85,4778.77,-5582.7,0.1649
equity,KOTAKBANK_NS,41,8,33,19.51,-103628.68,-2527.53,5868.41,-6234.81,0.1858
equity,LT_NS,58,27,31,46.55,-37227.78,-641.86,18602.07,-6477.2,0.6457
equity,RELIANCE_NS,55,22,33,40.0,-68187.04,-1239.76,2760.0,-6806.8,0.3487
equity,SBIN_NS,49,22,27,44.9,-55219.12,-1126.92,6391.49,-6671.59,0.4558
equity,TCS_NS,44,21,23,47.73,-37256.13,-846.73,5929.92,-6869.46,0.5549
