market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,0,70,0.0,-1325748.88,-18939.27,-3957.09,-27226.63,0.0
commodities,GCF,59,0,59,0.0,-1030724.26,-17469.9,-13815.89,-22640.38,0.0
commodities,HGF,53,0,53,0.0,-645834.93,-12185.56,-10815.61,-12646.59,0.0
commodities,NGF,71,0,71,0.0,-766652.59,-10797.92,-10234.4,-11223.62,0.0
commodities,SIF,68,0,68,0.0,-1426849.25,-20983.08,-10617.49,-27246.52,0.0
derivatives,CNXAUTO,43,16,27,37.21,-55630.56,-1293.73,4182.17,-5601.87,0.3292
derivatives,CNXFMCG,56,25,31,44.64,-42072.87,-751.3,3547.43,-4822.66,0.4358
derivatives,CNXIT,53,26,27,49.06,-50159.86,-946.41,3135.47,-6500.15,0.4267
derivatives,NSEBANK,50,27,23,54.0,-33360.61,-667.21,4078.87,-5103.46,0.424
derivatives,NSEI,49,19,30,38.78,-45504.33,-928.66,2813.43,-3917.16,0.3121
equity,BHARTIARTL_NS,57,32,25,56.14,-23570.49,-413.52,4521.01,-5287.17,0.7091
equity,HDFCBANK_NS,46,20,26,43.48,-54251.69,-1179.38,4343.12,-6979.14,0.438
equity,ICICIBANK_NS,52,30,22,57.69,-33645.51,-647.03,4244.95,-6566.88,0.5629
equity,INFY_NS,53,32,21,60.38,-10670.79,-201.34,5119.29,-7108.32,0.8812
equity,ITC_NS,57,15,42,26.32,-93857.62,-1646.62,2428.51,-5582.7,0.1201
equity,KOTAKBANK_NS,41,10,31,24.39,-95157.54,-2320.92,5388.24,-6234.81,0.1943
equity,LT_NS,58,31,27,53.45,-29364.47,-506.28,6175.08,-6477.2,0.6807
equity,RELIANCE_NS,55,27,28,49.09,-47325.65,-860.47,4798.21,-6806.8,0.4888
equity,SBIN_NS,49,23,26,46.94,-59283.19,-1209.86,4988.69,-6671.59,0.3955
equity,TCS_NS,44,22,22,50.0,-35661.58,-810.49,4233.67,-6869.46,0.5525
