trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-04-02T13:15:00+05:30,2026-04-02,derivatives,CNXAUTO_data_15m,5228.51,1005228.51,0.0,0.0
2,2026-04-02T14:00:00+05:30,2026-04-02,derivatives,CNXFMCG_data_15m,4236.93,1009465.44,0.0,0.0
3,2026-04-07T11:45:00+05:30,2026-04-07,derivatives,CNXAUTO_data_15m,-7917.69,1001547.75,-7917.69,-0.7843
4,2026-04-07T14:15:00+05:30,2026-04-07,derivatives,CNXAUTO_data_15m,5034.34,1006582.09,-2883.35,-0.2856
5,2026-04-09T11:30:00+05:30,2026-04-09,derivatives,CNXIT_data_15m,-7174.13,999407.96,-10057.48,-0.9963
6,2026-04-09T11:45:00+05:30,2026-04-09,derivatives,CNXFMCG_data_15m,-3281.85,996126.11,-13339.33,-1.3214
7,2026-04-09T13:15:00+05:30,2026-04-09,derivatives,CNXFMCG_data_15m,-4183.05,991943.06,-17522.38,-1.7358
8,2026-04-09T13:15:00+05:30,2026-04-09,derivatives,NSEBANK_data_15m,3904.14,995847.2,-13618.24,-1.3491
9,2026-04-09T13:45:00+05:30,2026-04-09,derivatives,NSEI_data_15m,2575.74,998422.94,-11042.5,-1.0939
10,2026-04-09T15:00:00+05:30,2026-04-09,derivatives,CNXIT_data_15m,4364.48,1002787.42,-6678.02,-0.6615
11,2026-04-09T15:15:00+05:30,2026-04-09,derivatives,CNXAUTO_data_15m,-1763.57,1001023.85,-8441.59,-0.8362
12,2026-04-09T15:15:00+05:30,2026-04-09,derivatives,CNXFMCG_data_15m,-494.88,1000528.97,-8936.47,-0.8853
13,2026-04-10T10:30:00+05:30,2026-04-10,derivatives,CNXAUTO_data_15m,5544.91,1006073.88,-3391.56,-0.336
14,2026-04-10T10:30:00+05:30,2026-04-10,derivatives,CNXFMCG_data_15m,2757.37,1008831.25,-634.19,-0.0628
15,2026-04-10T13:30:00+05:30,2026-04-10,derivatives,CNXIT_data_15m,-8104.05,1000727.2,-8738.24,-0.8656
16,2026-04-10T13:45:00+05:30,2026-04-10,derivatives,NSEI_data_15m,2834.64,1003561.84,-5903.6,-0.5848
17,2026-04-10T15:15:00+05:30,2026-04-10,derivatives,NSEBANK_data_15m,3224.95,1006786.79,-2678.65,-0.2654
18,2026-04-13T10:15:00+05:30,2026-04-13,derivatives,NSEI_data_15m,-5994.57,1000792.22,-8673.22,-0.8592
19,2026-04-13T10:45:00+05:30,2026-04-13,derivatives,CNXFMCG_data_15m,-5750.07,995042.15,-14423.29,-1.4288
20,2026-04-13T10:45:00+05:30,2026-04-13,derivatives,NSEBANK_data_15m,-7273.23,987768.92,-21696.52,-2.1493
21,2026-04-13T13:45:00+05:30,2026-04-13,derivatives,NSEBANK_data_15m,3752.26,991521.18,-17944.26,-1.7776
22,2026-04-13T15:15:00+05:30,2026-04-13,derivatives,CNXAUTO_data_15m,-1298.85,990222.33,-19243.11,-1.9063
23,2026-04-13T15:15:00+05:30,2026-04-13,derivatives,NSEI_data_15m,-4049.7,986172.63,-23292.81,-2.3074
24,2026-04-15T09:30:00+05:30,2026-04-15,derivatives,CNXIT_data_15m,-7707.43,978465.2,-31000.24,-3.071
25,2026-04-15T09:45:00+05:30,2026-04-15,derivatives,CNXFMCG_data_15m,3778.79,982243.99,-27221.45,-2.6966
26,2026-04-15T10:30:00+05:30,2026-04-15,derivatives,CNXAUTO_data_15m,5818.12,988062.11,-21403.33,-2.1203
27,2026-04-16T10:45:00+05:30,2026-04-16,derivatives,CNXFMCG_data_15m,-2675.52,985386.59,-24078.85,-2.3853
28,2026-04-16T11:15:00+05:30,2026-04-16,derivatives,CNXFMCG_data_15m,2587.27,987973.86,-21491.58,-2.129
29,2026-04-16T12:45:00+05:30,2026-04-16,derivatives,NSEBANK_data_15m,3010.68,990984.54,-18480.9,-1.8308
30,2026-04-16T14:30:00+05:30,2026-04-16,derivatives,CNXFMCG_data_15m,-3706.55,987277.99,-22187.45,-2.1979
31,2026-04-16T14:45:00+05:30,2026-04-16,derivatives,NSEI_data_15m,-3955.36,983322.63,-26142.81,-2.5898
32,2026-04-16T15:15:00+05:30,2026-04-16,derivatives,CNXAUTO_data_15m,-2821.35,980501.28,-28964.16,-2.8693
33,2026-04-16T15:15:00+05:30,2026-04-16,derivatives,CNXFMCG_data_15m,830.99,981332.27,-28133.17,-2.7869
34,2026-04-17T11:45:00+05:30,2026-04-17,derivatives,NSEI_data_15m,2173.61,983505.88,-25959.56,-2.5716
35,2026-04-17T12:30:00+05:30,2026-04-17,derivatives,CNXAUTO_data_15m,-5215.0,978290.88,-31174.56,-3.0882
36,2026-04-17T14:15:00+05:30,2026-04-17,derivatives,CNXIT_data_15m,-1941.42,976349.46,-33115.98,-3.2805
37,2026-04-17T14:30:00+05:30,2026-04-17,derivatives,CNXIT_data_15m,-3347.46,973002.0,-36463.44,-3.6122
38,2026-04-17T14:30:00+05:30,2026-04-17,derivatives,NSEBANK_data_15m,2605.45,975607.45,-33857.99,-3.3541
39,2026-04-17T15:00:00+05:30,2026-04-17,derivatives,CNXAUTO_data_15m,-3246.49,972360.96,-37104.48,-3.6757
40,2026-04-17T15:00:00+05:30,2026-04-17,derivatives,CNXIT_data_15m,-4079.18,968281.78,-41183.66,-4.0797
41,2026-04-17T15:15:00+05:30,2026-04-17,derivatives,CNXAUTO_data_15m,-2161.66,966120.12,-43345.32,-4.2939
42,2026-04-17T15:15:00+05:30,2026-04-17,derivatives,CNXIT_data_15m,370.25,966490.37,-42975.07,-4.2572
43,2026-04-21T09:45:00+05:30,2026-04-21,derivatives,CNXIT_data_15m,-5207.36,961283.01,-48182.43,-4.7731
44,2026-04-21T14:15:00+05:30,2026-04-21,derivatives,CNXIT_data_15m,-3246.95,958036.06,-51429.38,-5.0947
45,2026-04-21T15:15:00+05:30,2026-04-21,derivatives,CNXIT_data_15m,-3014.02,955022.04,-54443.4,-5.3933
46,2026-04-22T09:30:00+05:30,2026-04-22,derivatives,CNXAUTO_data_15m,-3949.02,951073.02,-58392.42,-5.7845
47,2026-04-22T11:15:00+05:30,2026-04-22,derivatives,NSEI_data_15m,-3743.86,947329.16,-62136.28,-6.1554
48,2026-04-22T14:00:00+05:30,2026-04-22,derivatives,CNXAUTO_data_15m,-4004.64,943324.52,-66140.92,-6.5521
49,2026-04-22T14:45:00+05:30,2026-04-22,derivatives,CNXAUTO_data_15m,1664.52,944989.04,-64476.4,-6.3872
50,2026-04-22T15:15:00+05:30,2026-04-22,derivatives,NSEBANK_data_15m,769.55,945758.59,-63706.85,-6.3109
51,2026-04-23T13:30:00+05:30,2026-04-23,derivatives,CNXFMCG_data_15m,-4851.39,940907.2,-68558.24,-6.7915
52,2026-04-23T15:15:00+05:30,2026-04-23,derivatives,CNXFMCG_data_15m,-3911.27,936995.93,-72469.51,-7.179
53,2026-04-24T10:45:00+05:30,2026-04-24,derivatives,CNXFMCG_data_15m,3174.0,940169.93,-69295.51,-6.8646
54,2026-04-27T09:45:00+05:30,2026-04-27,derivatives,CNXFMCG_data_15m,2855.74,943025.67,-66439.77,-6.5817
55,2026-04-27T10:15:00+05:30,2026-04-27,derivatives,NSEBANK_data_15m,-4527.1,938498.57,-70966.87,-7.0301
56,2026-04-27T12:15:00+05:30,2026-04-27,derivatives,CNXAUTO_data_15m,3481.12,941979.69,-67485.75,-6.6853
57,2026-04-27T13:00:00+05:30,2026-04-27,derivatives,NSEBANK_data_15m,-4675.17,937304.52,-72160.92,-7.1484
58,2026-04-27T13:30:00+05:30,2026-04-27,derivatives,NSEI_data_15m,2186.52,939491.04,-69974.4,-6.9318
59,2026-04-27T15:15:00+05:30,2026-04-27,derivatives,CNXIT_data_15m,2466.92,941957.96,-67507.48,-6.6874
60,2026-04-27T15:15:00+05:30,2026-04-27,derivatives,NSEBANK_data_15m,-258.6,941699.36,-67766.08,-6.7131
61,2026-04-28T11:15:00+05:30,2026-04-28,derivatives,NSEBANK_data_15m,2617.4,944316.76,-65148.68,-6.4538
62,2026-04-28T13:30:00+05:30,2026-04-28,derivatives,CNXIT_data_15m,3497.6,947814.36,-61651.08,-6.1073
63,2026-04-28T13:30:00+05:30,2026-04-28,derivatives,NSEI_data_15m,1610.23,949424.59,-60040.85,-5.9478
64,2026-04-28T15:00:00+05:30,2026-04-28,derivatives,CNXAUTO_data_15m,3037.96,952462.55,-57002.89,-5.6468
65,2026-04-28T15:15:00+05:30,2026-04-28,derivatives,CNXFMCG_data_15m,946.72,953409.27,-56056.17,-5.5531
66,2026-04-29T09:45:00+05:30,2026-04-29,derivatives,CNXAUTO_data_15m,4545.86,957955.13,-51510.31,-5.1027
67,2026-04-29T09:45:00+05:30,2026-04-29,derivatives,CNXIT_data_15m,3588.74,961543.87,-47921.57,-4.7472
68,2026-04-29T10:00:00+05:30,2026-04-29,derivatives,NSEI_data_15m,1959.96,963503.83,-45961.61,-4.5531
69,2026-04-29T11:45:00+05:30,2026-04-29,derivatives,CNXFMCG_data_15m,3089.67,966593.5,-42871.94,-4.247
70,2026-04-29T12:15:00+05:30,2026-04-29,derivatives,NSEBANK_data_15m,2671.1,969264.6,-40200.84,-3.9824
71,2026-04-29T15:15:00+05:30,2026-04-29,derivatives,CNXAUTO_data_15m,-573.54,968691.06,-40774.38,-4.0392
72,2026-04-29T15:15:00+05:30,2026-04-29,derivatives,NSEBANK_data_15m,2206.38,970897.44,-38568.0,-3.8206
73,2026-04-29T15:15:00+05:30,2026-04-29,derivatives,NSEI_data_15m,-755.18,970142.26,-39323.18,-3.8954
