trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-04-02T15:15:00+05:30,2026-04-02,derivatives,CNXAUTO_data_15m,11013.53,1011013.53,0.0,0.0
2,2026-04-02T15:15:00+05:30,2026-04-02,derivatives,CNXFMCG_data_15m,6902.1,1017915.63,0.0,0.0
3,2026-04-07T11:45:00+05:30,2026-04-07,derivatives,CNXAUTO_data_15m,-7917.69,1009997.94,-7917.69,-0.7778
4,2026-04-07T15:15:00+05:30,2026-04-07,derivatives,CNXAUTO_data_15m,8860.39,1018858.33,0.0,0.0
5,2026-04-09T11:30:00+05:30,2026-04-09,derivatives,CNXIT_data_15m,-7174.13,1011684.2,-7174.13,-0.7041
6,2026-04-09T11:45:00+05:30,2026-04-09,derivatives,CNXFMCG_data_15m,-3281.85,1008402.35,-10455.98,-1.0262
7,2026-04-09T13:15:00+05:30,2026-04-09,derivatives,CNXFMCG_data_15m,-4183.05,1004219.3,-14639.03,-1.4368
8,2026-04-09T15:15:00+05:30,2026-04-09,derivatives,CNXAUTO_data_15m,-1763.57,1002455.73,-16402.6,-1.6099
9,2026-04-09T15:15:00+05:30,2026-04-09,derivatives,CNXFMCG_data_15m,-494.88,1001960.85,-16897.48,-1.6585
10,2026-04-09T15:15:00+05:30,2026-04-09,derivatives,CNXIT_data_15m,3532.26,1005493.11,-13365.22,-1.3118
11,2026-04-09T15:15:00+05:30,2026-04-09,derivatives,NSEBANK_data_15m,4878.12,1010371.23,-8487.1,-0.833
12,2026-04-09T15:15:00+05:30,2026-04-09,derivatives,NSEI_data_15m,1623.68,1011994.91,-6863.42,-0.6736
13,2026-04-10T13:30:00+05:30,2026-04-10,derivatives,CNXIT_data_15m,-8104.05,1003890.86,-14967.47,-1.469
14,2026-04-10T15:15:00+05:30,2026-04-10,derivatives,CNXAUTO_data_15m,13526.46,1017417.32,-1441.01,-0.1414
15,2026-04-10T15:15:00+05:30,2026-04-10,derivatives,CNXFMCG_data_15m,6020.64,1023437.96,0.0,0.0
16,2026-04-10T15:15:00+05:30,2026-04-10,derivatives,NSEBANK_data_15m,3224.95,1026662.91,0.0,0.0
17,2026-04-10T15:15:00+05:30,2026-04-10,derivatives,NSEI_data_15m,3216.63,1029879.54,0.0,0.0
18,2026-04-13T10:15:00+05:30,2026-04-13,derivatives,NSEI_data_15m,-5994.57,1023884.97,-5994.57,-0.5821
19,2026-04-13T10:45:00+05:30,2026-04-13,derivatives,CNXFMCG_data_15m,-5750.07,1018134.9,-11744.64,-1.1404
20,2026-04-13T10:45:00+05:30,2026-04-13,derivatives,NSEBANK_data_15m,-7273.23,1010861.67,-19017.87,-1.8466
21,2026-04-13T15:15:00+05:30,2026-04-13,derivatives,CNXAUTO_data_15m,-1298.85,1009562.82,-20316.72,-1.9727
22,2026-04-13T15:15:00+05:30,2026-04-13,derivatives,NSEBANK_data_15m,2173.67,1011736.49,-18143.05,-1.7617
23,2026-04-13T15:15:00+05:30,2026-04-13,derivatives,NSEI_data_15m,-4049.7,1007686.79,-22192.75,-2.1549
24,2026-04-15T09:30:00+05:30,2026-04-15,derivatives,CNXIT_data_15m,-7707.43,999979.36,-29900.18,-2.9033
25,2026-04-15T15:15:00+05:30,2026-04-15,derivatives,CNXAUTO_data_15m,163.09,1000142.45,-29737.09,-2.8874
26,2026-04-15T15:15:00+05:30,2026-04-15,derivatives,CNXFMCG_data_15m,3268.26,1003410.71,-26468.83,-2.5701
