period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021,235,20,1,0,2327,1,1164,1163,2326,1,0,88,126,0,16066.03,75.07,484457.58,2263.82,1484457.54,2021-12-04,6846.54,119991.51,2021-12-05,-3065.70,-62625.94,3,6,13953.55,260045.80,15.1622
2022,365,32,0,0,4244,0,2187,2057,4244,0,0,137,196,0,105.44,0.32,-51444.73,-154.49,1433012.96,2022-11-10,3111.68,157400.99,2022-05-11,-3741.33,-120558.34,4,7,10501.95,266673.73,16.5127
2023,365,27,0,0,4014,2,2077,1937,4012,2,0,131,207,0,13029.12,38.55,581417.33,1720.17,2014429.99,2023-01-15,2998.47,174048.31,2023-04-27,-2095.63,-72507.14,5,9,6292.51,190080.39,9.3760
2024,366,26,0,0,3828,3,1948,1880,3825,3,0,147,193,0,28087.05,82.61,552823.68,1625.95,2567254.03,2024-02-29,9605.73,189296.60,2024-03-08,-2996.52,-44523.79,6,8,16332.55,191693.06,9.2592
2025,365,29,0,0,3748,1,1950,1798,3747,1,0,140,196,0,22446.96,66.81,197906.22,589.01,2765160.45,2025-03-04,6570.10,71822.33,2025-03-07,-5144.29,-58228.20,7,8,24174.50,255727.04,9.4028
2026,130,17,0,0,1235,1,623,612,1233,1,1,48,65,0,13668.92,120.96,164973.84,1459.95,2930134.31,2026-02-06,12176.67,154808.86,2026-02-09,-2885.19,-40992.63,4,6,14953.15,215921.00,7.2928
