trade_id,report_date,exit_timestamp,direction,gross_pnl_usd,cumulative_pnl_usd,equity,peak_equity,drawdown_usd,drawdown_pct
T00001,2021-05-14,2021-05-14 00:15:00+00:00,SHORT,79211.90,79211.90,1079211.90,1079211.90,0.00,0.0000
T00002,2021-05-14,2021-05-14 00:30:00+00:00,LONG,-5909.95,73301.95,1073301.95,1079211.90,5909.95,0.5476
T00003,2021-05-14,2021-05-14 00:45:00+00:00,SHORT,-1428.59,71873.35,1071873.35,1079211.90,7338.55,0.6800
T00004,2021-05-14,2021-05-14 01:00:00+00:00,LONG,-1618.96,70254.39,1070254.39,1079211.90,8957.51,0.8300
T00005,2021-05-14,2021-05-14 02:15:00+00:00,LONG,-4256.36,65998.04,1065998.04,1079211.90,13213.86,1.2244
T00006,2021-05-14,2021-05-14 06:00:00+00:00,SHORT,299.23,66297.26,1066297.26,1079211.90,12914.64,1.1967
T00007,2021-05-14,2021-05-14 06:15:00+00:00,LONG,-1167.42,65129.84,1065129.84,1079211.90,14082.06,1.3048
T00008,2021-05-14,2021-05-14 07:15:00+00:00,SHORT,-4204.40,60925.45,1060925.45,1079211.90,18286.45,1.6944
T00009,2021-05-14,2021-05-14 19:00:00+00:00,LONG,2836.91,63762.35,1063762.35,1079211.90,15449.55,1.4316
T00010,2021-05-14,2021-05-14 20:30:00+00:00,LONG,-7964.12,55798.23,1055798.23,1079211.90,23413.67,2.1695
T00011,2021-05-14,2021-05-14 22:45:00+00:00,SHORT,-6907.93,48890.31,1048890.31,1079211.90,30321.59,2.8096
T00012,2021-05-14,2021-05-14 23:30:00+00:00,SHORT,-2780.27,46110.04,1046110.04,1079211.90,33101.86,3.0672
T00013,2021-05-15,2021-05-15 00:15:00+00:00,SHORT,-3352.26,42757.78,1042757.78,1079211.90,36454.12,3.3778
T00014,2021-05-15,2021-05-15 01:30:00+00:00,SHORT,-128.57,42629.21,1042629.21,1079211.90,36582.69,3.3898
T00015,2021-05-15,2021-05-15 03:00:00+00:00,LONG,-3755.88,38873.33,1038873.33,1079211.90,40338.57,3.7378
T00016,2021-05-16,2021-05-16 04:15:00+00:00,SHORT,33028.56,71901.89,1071901.89,1079211.90,7310.01,0.6773
T00017,2021-05-16,2021-05-16 04:30:00+00:00,SHORT,-868.54,71033.36,1071033.36,1079211.90,8178.54,0.7578
T00018,2021-05-16,2021-05-16 06:15:00+00:00,SHORT,439.66,71473.02,1071473.02,1079211.90,7738.88,0.7171
T00019,2021-05-16,2021-05-16 14:30:00+00:00,LONG,-17412.78,54060.24,1054060.24,1079211.90,25151.66,2.3306
T00020,2021-05-16,2021-05-16 14:45:00+00:00,SHORT,-509.39,53550.86,1053550.86,1079211.90,25661.04,2.3778
T00021,2021-05-16,2021-05-16 15:00:00+00:00,SHORT,-2080.49,51470.36,1051470.36,1079211.90,27741.54,2.5705
T00022,2021-05-17,2021-05-17 11:45:00+00:00,SHORT,51713.54,103183.90,1103183.90,1103183.90,0.00,0.0000
T00023,2021-05-17,2021-05-17 12:00:00+00:00,SHORT,-47.40,103136.49,1103136.49,1103183.90,47.41,0.0043
T00024,2021-05-17,2021-05-17 12:15:00+00:00,LONG,-1262.58,101873.92,1101873.92,1103183.90,1309.98,0.1187
T00025,2021-05-17,2021-05-17 20:45:00+00:00,SHORT,24423.52,126297.44,1126297.44,1126297.44,0.00,0.0000
T00026,2021-05-17,2021-05-17 21:15:00+00:00,LONG,-3694.44,122603.01,1122603.01,1126297.44,3694.43,0.3280
T00027,2021-05-18,2021-05-18 00:15:00+00:00,SHORT,441.65,123044.65,1123044.65,1126297.44,3252.79,0.2888
T00028,2021-05-18,2021-05-18 00:30:00+00:00,SHORT,-1628.43,121416.22,1121416.22,1126297.44,4881.22,0.4334
T00029,2021-05-18,2021-05-18 00:45:00+00:00,LONG,-5027.82,116388.40,1116388.40,1126297.44,9909.04,0.8798
T00030,2021-05-18,2021-05-18 01:00:00+00:00,LONG,-1423.58,114964.82,1114964.82,1126297.44,11332.62,1.0062
T00031,2021-05-18,2021-05-18 12:45:00+00:00,LONG,1451.35,116416.18,1116416.18,1126297.44,9881.26,0.8773
T00032,2021-05-19,2021-05-19 16:45:00+00:00,SHORT,86301.91,202718.08,1202718.08,1202718.08,0.00,0.0000
T00033,2021-05-19,2021-05-19 17:00:00+00:00,LONG,-24379.07,178339.01,1178339.01,1202718.08,24379.07,2.0270
T00034,2021-05-19,2021-05-19 17:15:00+00:00,LONG,-5703.35,172635.66,1172635.66,1202718.08,30082.42,2.5012
T00035,2021-05-19,2021-05-19 17:30:00+00:00,LONG,-10671.16,161964.50,1161964.50,1202718.08,40753.58,3.3885
T00036,2021-05-19,2021-05-19 17:45:00+00:00,LONG,-12738.05,149226.45,1149226.45,1202718.08,53491.63,4.4476
T00037,2021-05-19,2021-05-19 20:15:00+00:00,SHORT,-15441.05,133785.41,1133785.41,1202718.08,68932.67,5.7314
T00038,2021-05-19,2021-05-19 20:30:00+00:00,LONG,-718.78,133066.63,1133066.63,1202718.08,69651.45,5.7912
T00039,2021-05-19,2021-05-19 22:15:00+00:00,SHORT,-8203.08,124863.55,1124863.55,1202718.08,77854.53,6.4732
T00040,2021-05-19,2021-05-19 22:30:00+00:00,LONG,-2730.76,122132.79,1122132.79,1202718.08,80585.29,6.7003
T00041,2021-05-19,2021-05-19 22:45:00+00:00,SHORT,-9133.47,112999.32,1112999.32,1202718.08,89718.76,7.4597
T00042,2021-05-19,2021-05-19 23:00:00+00:00,LONG,-2042.75,110956.57,1110956.57,1202718.08,91761.51,7.6295
T00043,2021-05-19,2021-05-19 23:15:00+00:00,SHORT,-3930.96,107025.61,1107025.61,1202718.08,95692.47,7.9564
T00044,2021-05-20,2021-05-20 03:15:00+00:00,SHORT,-11193.31,95832.30,1095832.30,1202718.08,106885.78,8.8870
T00045,2021-05-20,2021-05-20 03:30:00+00:00,LONG,-153.10,95679.20,1095679.20,1202718.08,107038.88,8.8997
T00046,2021-05-20,2021-05-20 04:15:00+00:00,SHORT,303.64,95982.84,1095982.84,1202718.08,106735.24,8.8745
T00047,2021-05-20,2021-05-20 16:15:00+00:00,LONG,1932.55,97915.39,1097915.39,1202718.08,104802.69,8.7138
T00048,2021-05-20,2021-05-20 16:30:00+00:00,LONG,-619.28,97296.11,1097296.11,1202718.08,105421.97,8.7653
T00049,2021-05-20,2021-05-20 16:45:00+00:00,LONG,-12518.62,84777.49,1084777.49,1202718.08,117940.59,9.8062
T00050,2021-05-20,2021-05-20 17:00:00+00:00,SHORT,-20389.90,64387.59,1064387.59,1202718.08,138330.49,11.5015
T00051,2021-05-20,2021-05-20 17:15:00+00:00,SHORT,-1106.29,63281.30,1063281.30,1202718.08,139436.78,11.5935
T00052,2021-05-20,2021-05-20 17:30:00+00:00,SHORT,-3218.04,60063.26,1060063.26,1202718.08,142654.82,11.8610
T00053,2021-05-20,2021-05-20 17:45:00+00:00,SHORT,-2035.15,58028.11,1058028.11,1202718.08,144689.97,12.0302
T00054,2021-05-20,2021-05-20 18:15:00+00:00,LONG,-5338.11,52690.00,1052690.00,1202718.08,150028.08,12.4741
T00055,2021-05-20,2021-05-20 18:30:00+00:00,SHORT,-151.89,52538.10,1052538.10,1202718.08,150179.98,12.4867
T00056,2021-05-20,2021-05-20 22:45:00+00:00,LONG,-4632.84,47905.26,1047905.26,1202718.08,154812.82,12.8719
T00057,2021-05-21,2021-05-21 04:15:00+00:00,LONG,19999.28,67904.54,1067904.54,1202718.08,134813.54,11.2091
T00058,2021-05-21,2021-05-21 04:30:00+00:00,SHORT,-3145.73,64758.81,1064758.81,1202718.08,137959.27,11.4706
T00059,2021-05-21,2021-05-21 07:00:00+00:00,SHORT,-10850.00,53908.80,1053908.80,1202718.08,148809.28,12.3727
T00060,2021-05-21,2021-05-21 07:15:00+00:00,LONG,-1325.09,52583.71,1052583.71,1202718.08,150134.37,12.4829
T00061,2021-05-21,2021-05-21 09:45:00+00:00,SHORT,-16387.33,36196.38,1036196.38,1202718.08,166521.70,13.8454
T00062,2021-05-21,2021-05-21 11:15:00+00:00,LONG,-11625.07,24571.32,1024571.32,1202718.08,178146.76,14.8120
T00063,2021-05-21,2021-05-21 11:45:00+00:00,SHORT,-3056.22,21515.09,1021515.09,1202718.08,181202.99,15.0661
T00064,2021-05-21,2021-05-21 12:00:00+00:00,SHORT,-615.04,20900.05,1020900.05,1202718.08,181818.03,15.1173
T00065,2021-05-21,2021-05-21 13:00:00+00:00,LONG,-13410.34,7489.71,1007489.71,1202718.08,195228.37,16.2323
T00066,2021-05-21,2021-05-21 13:15:00+00:00,SHORT,-1385.16,6104.55,1006104.55,1202718.08,196613.53,16.3474
T00067,2021-05-21,2021-05-21 14:15:00+00:00,LONG,-4870.18,1234.37,1001234.37,1202718.08,201483.71,16.7524
T00068,2021-05-21,2021-05-21 14:30:00+00:00,LONG,-101.04,1133.33,1001133.33,1202718.08,201584.75,16.7608
T00069,2021-05-22,2021-05-22 10:45:00+00:00,SHORT,27650.78,28784.11,1028784.11,1202718.08,173933.97,14.4617
T00070,2021-05-22,2021-05-22 22:30:00+00:00,LONG,-11305.60,17478.51,1017478.51,1202718.08,185239.57,15.4017
T00071,2021-05-22,2021-05-22 22:45:00+00:00,LONG,-7536.07,9942.44,1009942.44,1202718.08,192775.64,16.0283
T00072,2021-05-22,2021-05-22 23:00:00+00:00,LONG,-710.10,9232.33,1009232.33,1202718.08,193485.75,16.0874
T00073,2021-05-23,2021-05-23 00:00:00+00:00,LONG,-4122.08,5110.25,1005110.25,1202718.08,197607.83,16.4301
T00074,2021-05-23,2021-05-23 00:30:00+00:00,SHORT,-756.20,4354.05,1004354.05,1202718.08,198364.03,16.4930
T00075,2021-05-23,2021-05-23 02:45:00+00:00,LONG,-1242.56,3111.48,1003111.48,1202718.08,199606.60,16.5963
T00076,2021-05-23,2021-05-23 03:00:00+00:00,LONG,-18.11,3093.37,1003093.37,1202718.08,199624.71,16.5978
T00077,2021-05-23,2021-05-23 03:15:00+00:00,SHORT,-1060.83,2032.54,1002032.54,1202718.08,200685.54,16.6860
T00078,2021-05-23,2021-05-23 03:30:00+00:00,SHORT,-3027.10,-994.56,999005.44,1202718.08,203712.64,16.9377
T00079,2021-05-23,2021-05-23 03:45:00+00:00,SHORT,-1378.18,-2372.74,997627.26,1202718.08,205090.82,17.0523
T00080,2021-05-23,2021-05-23 04:00:00+00:00,LONG,-2036.95,-4409.69,995590.31,1202718.08,207127.77,17.2216
T00081,2021-05-24,2021-05-24 00:15:00+00:00,SHORT,64755.98,60346.29,1060346.29,1202718.08,142371.79,11.8375
T00082,2021-05-24,2021-05-24 01:15:00+00:00,LONG,-13399.94,46946.35,1046946.35,1202718.08,155771.73,12.9516
T00083,2021-05-24,2021-05-24 01:30:00+00:00,SHORT,-2733.31,44213.04,1044213.04,1202718.08,158505.04,13.1789
T00084,2021-05-24,2021-05-24 02:15:00+00:00,LONG,-8670.29,35542.75,1035542.75,1202718.08,167175.33,13.8998
T00085,2021-05-24,2021-05-24 04:45:00+00:00,LONG,-16699.68,18843.08,1018843.08,1202718.08,183875.00,15.2883
T00086,2021-05-24,2021-05-24 05:00:00+00:00,SHORT,-2348.19,16494.89,1016494.89,1202718.08,186223.19,15.4835
T00087,2021-05-25,2021-05-25 09:00:00+00:00,LONG,92143.03,108637.92,1108637.92,1202718.08,94080.16,7.8223
T00088,2021-05-25,2021-05-25 09:15:00+00:00,LONG,-452.65,108185.27,1108185.27,1202718.08,94532.81,7.8599
T00089,2021-05-25,2021-05-25 09:30:00+00:00,SHORT,-341.22,107844.05,1107844.05,1202718.08,94874.03,7.8883
T00090,2021-05-25,2021-05-25 14:30:00+00:00,SHORT,-4145.55,103698.50,1103698.50,1202718.08,99019.58,8.2330
T00091,2021-05-25,2021-05-25 15:45:00+00:00,SHORT,-4806.90,98891.60,1098891.60,1202718.08,103826.48,8.6327
T00092,2021-05-25,2021-05-25 16:00:00+00:00,SHORT,-1317.77,97573.83,1097573.83,1202718.08,105144.25,8.7422
T00093,2021-05-25,2021-05-25 16:15:00+00:00,LONG,-2625.68,94948.15,1094948.15,1202718.08,107769.93,8.9605
T00094,2021-05-25,2021-05-25 18:45:00+00:00,SHORT,-4643.42,90304.73,1090304.73,1202718.08,112413.35,9.3466
T00095,2021-05-25,2021-05-25 22:00:00+00:00,SHORT,-1220.07,89084.66,1089084.66,1202718.08,113633.42,9.4481
T00096,2021-05-25,2021-05-25 22:15:00+00:00,SHORT,-3365.52,85719.14,1085719.14,1202718.08,116998.94,9.7279
